2021-10-15 23:09:11,884 - INFO - run algo
2021-10-15 23:09:12,183 - INFO - 9513
2021-10-15 23:09:12,193 - INFO - 10000
2021-10-15 23:09:20,782 - INFO - load:
2021-10-15 23:09:20,788 - INFO - Finish random requester set R and supplier set S 
                             percent_R=0.1, num_R=1000, len_R=1000 
                             percent_S=0.1, num_S=1000, len_S=1000
2021-10-15 23:09:36,486 - INFO - compute | 1 | (0.0, 0.0) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,495 - INFO - load | 1 | (0.0, 0.05) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,496 - INFO - load | 1 | (0.0, 0.1) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,498 - INFO - load | 1 | (0.0, 0.15000000000000002) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,499 - INFO - load | 1 | (0.0, 0.2) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,501 - INFO - load | 1 | (0.0, 0.25) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,502 - INFO - load | 1 | (0.0, 0.30000000000000004) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,503 - INFO - load | 1 | (0.0, 0.35000000000000003) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,504 - INFO - load | 1 | (0.0, 0.4) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,505 - INFO - load | 1 | (0.0, 0.45) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,506 - INFO - load | 1 | (0.0, 0.5) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,508 - INFO - load | 1 | (0.0, 0.55) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,509 - INFO - load | 1 | (0.0, 0.6000000000000001) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,510 - INFO - load | 1 | (0.0, 0.65) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,511 - INFO - load | 1 | (0.0, 0.7000000000000001) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,512 - INFO - load | 1 | (0.0, 0.75) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,513 - INFO - load | 1 | (0.0, 0.8) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,514 - INFO - load | 1 | (0.0, 0.8500000000000001) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,515 - INFO - load | 1 | (0.0, 0.9) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,516 - INFO - load | 1 | (0.0, 0.9500000000000001) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,517 - INFO - load | 1 | (0.0, 1.0) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,518 - INFO - load | 1 | (0.05, 0.0) | 1000 | 0 | {17} | 96762| 4838.1 | 26242.850214214468 
2021-10-15 23:09:36,519 - INFO - load | 1 | (0.05, 0.05) | 1000 | 0 | {17} | 96762| 4596.195 | 26242.850214214468 
2021-10-15 23:09:36,520 - INFO - load | 1 | (0.05, 0.1) | 1000 | 0 | {17} | 96762| 4354.29 | 26242.850214214468 
2021-10-15 23:09:36,521 - INFO - load | 1 | (0.05, 0.15000000000000002) | 1000 | 0 | {17} | 96762| 4112.385 | 26242.850214214468 
2021-10-15 23:09:36,522 - INFO - load | 1 | (0.05, 0.2) | 1000 | 0 | {17} | 96762| 3870.48 | 26242.850214214468 
2021-10-15 23:09:36,523 - INFO - load | 1 | (0.05, 0.25) | 1000 | 0 | {17} | 96762| 3628.5750000000007 | 26242.850214214468 
2021-10-15 23:09:36,524 - INFO - load | 1 | (0.05, 0.30000000000000004) | 1000 | 0 | {17} | 96762| 3386.6700000000005 | 26242.850214214468 
2021-10-15 23:09:36,526 - INFO - load | 1 | (0.05, 0.35000000000000003) | 1000 | 0 | {17} | 96762| 3144.7650000000003 | 26242.850214214468 
2021-10-15 23:09:36,527 - INFO - load | 1 | (0.05, 0.4) | 1000 | 0 | {17} | 96762| 2902.8599999999997 | 26242.850214214468 
2021-10-15 23:09:36,528 - INFO - load | 1 | (0.05, 0.45) | 1000 | 0 | {17} | 96762| 2660.955 | 26242.850214214468 
2021-10-15 23:09:36,529 - INFO - load | 1 | (0.05, 0.5) | 1000 | 0 | {17} | 96762| 2419.05 | 26242.850214214468 
2021-10-15 23:09:36,530 - INFO - load | 1 | (0.05, 0.55) | 1000 | 0 | {17} | 96762| 2177.145 | 26242.850214214468 
2021-10-15 23:09:36,531 - INFO - load | 1 | (0.05, 0.6000000000000001) | 1000 | 0 | {17} | 96762| 1935.2399999999998 | 26242.850214214468 
2021-10-15 23:09:36,533 - INFO - load | 1 | (0.05, 0.65) | 1000 | 0 | {17} | 96762| 1693.3350000000003 | 26242.850214214468 
2021-10-15 23:09:36,534 - INFO - load | 1 | (0.05, 0.7000000000000001) | 1000 | 0 | {17} | 96762| 1451.4299999999998 | 26242.850214214468 
2021-10-15 23:09:36,535 - INFO - load | 1 | (0.05, 0.75) | 1000 | 0 | {17} | 96762| 1209.5249999999996 | 26242.850214214468 
2021-10-15 23:09:36,536 - INFO - load | 1 | (0.05, 0.8) | 1000 | 0 | {17} | 96762| 967.6199999999995 | 26242.850214214468 
2021-10-15 23:09:36,537 - INFO - load | 1 | (0.05, 0.8500000000000001) | 1000 | 0 | {17} | 96762| 725.7149999999993 | 26242.850214214468 
2021-10-15 23:09:36,538 - INFO - load | 1 | (0.05, 0.9) | 1000 | 0 | {17} | 96762| 483.8099999999998 | 26242.850214214468 
2021-10-15 23:09:36,539 - INFO - load | 1 | (0.05, 0.9500000000000001) | 1000 | 0 | {17} | 96762| 241.90499999999955 | 26242.850214214468 
2021-10-15 23:09:36,540 - INFO - load | 1 | (0.05, 1.0) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,541 - INFO - load | 1 | (0.1, 0.0) | 1000 | 0 | {17} | 96762| 9676.2 | 26242.850214214468 
2021-10-15 23:09:36,542 - INFO - load | 1 | (0.1, 0.05) | 1000 | 0 | {17} | 96762| 9192.39 | 26242.850214214468 
2021-10-15 23:09:36,543 - INFO - load | 1 | (0.1, 0.1) | 1000 | 0 | {17} | 96762| 8708.58 | 26242.850214214468 
2021-10-15 23:09:36,544 - INFO - load | 1 | (0.1, 0.15000000000000002) | 1000 | 0 | {17} | 96762| 8224.77 | 26242.850214214468 
2021-10-15 23:09:36,545 - INFO - load | 1 | (0.1, 0.2) | 1000 | 0 | {17} | 96762| 7740.96 | 26242.850214214468 
2021-10-15 23:09:36,546 - INFO - load | 1 | (0.1, 0.25) | 1000 | 0 | {17} | 96762| 7257.1500000000015 | 26242.850214214468 
2021-10-15 23:09:36,548 - INFO - load | 1 | (0.1, 0.30000000000000004) | 1000 | 0 | {17} | 96762| 6773.340000000001 | 26242.850214214468 
2021-10-15 23:09:36,549 - INFO - load | 1 | (0.1, 0.35000000000000003) | 1000 | 0 | {17} | 96762| 6289.530000000001 | 26242.850214214468 
2021-10-15 23:09:36,550 - INFO - load | 1 | (0.1, 0.4) | 1000 | 0 | {17} | 96762| 5805.719999999999 | 26242.850214214468 
2021-10-15 23:09:36,551 - INFO - load | 1 | (0.1, 0.45) | 1000 | 0 | {17} | 96762| 5321.91 | 26242.850214214468 
2021-10-15 23:09:36,552 - INFO - load | 1 | (0.1, 0.5) | 1000 | 0 | {17} | 96762| 4838.1 | 26242.850214214468 
2021-10-15 23:09:36,553 - INFO - load | 1 | (0.1, 0.55) | 1000 | 0 | {17} | 96762| 4354.29 | 26242.850214214468 
2021-10-15 23:09:36,554 - INFO - load | 1 | (0.1, 0.6000000000000001) | 1000 | 0 | {17} | 96762| 3870.4799999999996 | 26242.850214214468 
2021-10-15 23:09:36,555 - INFO - load | 1 | (0.1, 0.65) | 1000 | 0 | {17} | 96762| 3386.6700000000005 | 26242.850214214468 
2021-10-15 23:09:36,556 - INFO - load | 1 | (0.1, 0.7000000000000001) | 1000 | 0 | {17} | 96762| 2902.8599999999997 | 26242.850214214468 
2021-10-15 23:09:36,557 - INFO - load | 1 | (0.1, 0.75) | 1000 | 0 | {17} | 96762| 2419.0499999999993 | 26242.850214214468 
2021-10-15 23:09:36,558 - INFO - load | 1 | (0.1, 0.8) | 1000 | 0 | {17} | 96762| 1935.239999999999 | 26242.850214214468 
2021-10-15 23:09:36,559 - INFO - load | 1 | (0.1, 0.8500000000000001) | 1000 | 0 | {17} | 96762| 1451.4299999999987 | 26242.850214214468 
2021-10-15 23:09:36,560 - INFO - load | 1 | (0.1, 0.9) | 1000 | 0 | {17} | 96762| 967.6199999999995 | 26242.850214214468 
2021-10-15 23:09:36,561 - INFO - load | 1 | (0.1, 0.9500000000000001) | 1000 | 0 | {17} | 96762| 483.8099999999991 | 26242.850214214468 
2021-10-15 23:09:36,562 - INFO - load | 1 | (0.1, 1.0) | 1000 | 0 | {17} | 96762| 0.0 | 26242.850214214468 
2021-10-15 23:09:36,563 - INFO - load | 1 | (0.15000000000000002, 0.0) | 1000 | 0 | {17} | 96762| 14514.300000000003 | 26242.850214214468 
2021-10-15 23:09:36,564 - INFO - load | 1 | (0.15000000000000002, 0.05) | 1000 | 0 | {17} | 96762| 13788.585000000001 | 26242.850214214468 
2021-10-15 23:09:36,565 - INFO - load | 1 | (0.15000000000000002, 0.1) | 1000 | 0 | {17} | 96762| 13062.87 | 26242.850214214468 
2021-10-15 23:09:36,566 - INFO - load | 1 | (0.15000000000000002, 0.15000000000000002) | 1000 | 0 | {17} | 96762| 12337.155 | 26242.850214214468 
2021-10-15 23:09:36,567 - INFO - load | 1 | (0.15000000000000002, 0.2) | 1000 | 0 | {17} | 96762| 11611.440000000002 | 26242.850214214468 
2021-10-15 23:09:36,568 - INFO - load | 1 | (0.15000000000000002, 0.25) | 1000 | 0 | {17} | 96762| 10885.725000000002 | 26242.850214214468 
2021-10-15 23:09:36,569 - INFO - load | 1 | (0.15000000000000002, 0.30000000000000004) | 1000 | 0 | {17} | 96762| 10160.01 | 26242.850214214468 
2021-10-15 23:09:36,570 - INFO - load | 1 | (0.15000000000000002, 0.35000000000000003) | 1000 | 0 | {17} | 96762| 9434.295 | 26242.850214214468 
2021-10-15 23:09:36,571 - INFO - load | 1 | (0.15000000000000002, 0.4) | 1000 | 0 | {17} | 96762| 8708.580000000002 | 26242.850214214468 
2021-10-15 23:09:36,572 - INFO - load | 1 | (0.15000000000000002, 0.45) | 1000 | 0 | {17} | 96762| 7982.865000000001 | 26242.850214214468 
