did	lamb	obj	method	budget	scheme	setM	I	W	RI	RW
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 33)	1006	522.9722956841141	-1006.0	-522.9722956841141
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 169)	1199	591.0863177226814	-1199.0	-591.0863177226814
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 41)	1021	533.1609825528008	-1021.0	-533.1609825528008
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 44)	1128	567.4258585858587	-1128.0	-567.4258585858587
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 45)	1243	629.5566391184572	-1243.0	-629.5566391184572
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 174)	1050	518.5078328741965	-1050.0	-518.5078328741965
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 173)	1267	634.0602203856747	-1267.0	-634.0602203856747
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 47)	1154	576.9438842975206	-1154.0	-576.9438842975206
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 50)	1178	585.9614141414139	-1178.0	-585.9614141414139
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 53)	1414	692.6958585858586	-1414.0	-692.6958585858586
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 183)	1454	709.9923691460058	-1454.0	-709.9923691460058
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 65)	1143	573.0081726354454	-1143.0	-573.0081726354454
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 67)	916	465.7012396694215	-916.0	-465.7012396694215
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 196)	669	342.1136455463729	-669.0	-342.1136455463729
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 197)	824	426.2389623507805	-824.0	-426.2389623507805
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 71)	1040	513.283168044077	-1040.0	-513.283168044077
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 72)	1342	654.7240036730944	-1342.0	-654.7240036730944
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 73)	1188	602.3638383838381	-1188.0	-602.3638383838381
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 74)	971	491.6476492194675	-971.0	-491.6476492194675
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 76)	971	491.6476492194675	-971.0	-491.6476492194675
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 204)	1119	569.7558034894398	-1119.0	-569.7558034894398
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 77)	1179	592.1007070707071	-1179.0	-592.1007070707071
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 207)	940	483.94758494031225	-940.0	-483.94758494031225
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 80)	1197	599.3286960514233	-1197.0	-599.3286960514233
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 206)	1034	524.0597612488523	-1034.0	-524.0597612488523
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 86)	1211	615.89608815427	-1211.0	-615.89608815427
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 215)	861	430.94881542699727	-861.0	-430.94881542699727
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 90)	746	381.1011294765841	-746.0	-381.1011294765841
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 92)	1094	552.1216896235078	-1094.0	-552.1216896235078
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 96)	797	406.7510376492195	-797.0	-406.7510376492195
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 98)	732	372.5554545454546	-732.0	-372.5554545454546
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 99)	1315	672.0359320477502	-1315.0	-672.0359320477502
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 101)	1024	527.135987144169	-1024.0	-527.135987144169
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 108)	886	455.89266299357223	-886.0	-455.89266299357223
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 111)	1202	610.2097153351699	-1202.0	-610.2097153351699
d1	2.0	A	brute	2	(0.0, 1.0)	(13, 125)	1259	617.1965656565657	-1259.0	-617.1965656565657
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 143)	1291	626.108898071625	-1291.0	-626.108898071625
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 145)	640	315.1878696051424	-640.0	-315.1878696051424
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 19)	662	336.82056014692375	-662.0	-336.82056014692375
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 148)	769	379.24464646464645	-769.0	-379.24464646464645
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 20)	629	317.6612580348944	-629.0	-317.6612580348944
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 22)	767	397.11112947658415	-767.0	-397.11112947658415
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 152)	677	349.62902662993565	-677.0	-349.62902662993565
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 24)	557	291.450909090909	-557.0	-291.450909090909
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 27)	978	518.5991000918274	-978.0	-518.5991000918274
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 29)	492	251.06283746556477	-492.0	-251.06283746556477
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 32)	792	418.3264279155188	-792.0	-418.3264279155188
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 33)	781	411.09506887052345	-781.0	-411.09506887052345
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 169)	984	484.11731864095486	-984.0	-484.11731864095486
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 41)	805	425.454820936639	-805.0	-425.454820936639
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 44)	900	451.72178145087247	-900.0	-451.72178145087247
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 45)	1018	517.2831588613406	-1018.0	-517.2831588613406
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 174)	800	393.99588613406803	-800.0	-393.99588613406803
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 173)	1017	509.54827364554643	-1017.0	-509.54827364554643
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 47)	904	452.43193755739213	-904.0	-452.43193755739213
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 50)	986	490.84152433425163	-986.0	-490.84152433425163
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 53)	1189	580.818631772268	-1189.0	-580.818631772268
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 183)	1244	604.1267952249768	-1244.0	-604.1267952249768
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 65)	948	475.33515151515167	-948.0	-475.33515151515167
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 67)	610	311.4702754820936	-610.0	-311.4702754820936
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 196)	419	217.60169880624431	-419.0	-217.60169880624431
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 197)	583	305.89808080808086	-583.0	-305.89808080808086
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 71)	790	388.7712213039486	-790.0	-388.7712213039486
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 72)	1123	544.6873645546373	-1123.0	-544.6873645546373
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 73)	938	477.85189164371	-938.0	-477.85189164371
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 74)	721	367.1357024793389	-721.0	-367.1357024793389
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 76)	746	379.77042240587696	-746.0	-379.77042240587696
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 204)	869	445.24385674931125	-869.0	-445.24385674931125
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 77)	929	467.58876033057857	-929.0	-467.58876033057857
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 207)	690	359.4356382001836	-690.0	-359.4356382001836
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 80)	978	489.2920569329661	-978.0	-489.2920569329661
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 206)	742	380.1830486685033	-742.0	-380.1830486685033
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 86)	882	452.0865197428835	-882.0	-452.0865197428835
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 215)	575	289.5134894398532	-575.0	-289.5134894398532
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 90)	496	256.58918273645554	-496.0	-256.58918273645554
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 92)	844	427.60974288337917	-844.0	-427.60974288337917
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 96)	568	292.03169880624426	-568.0	-292.03169880624426
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 98)	482	248.04350780532602	-482.0	-248.04350780532602
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 99)	1065	547.5239853076218	-1065.0	-547.5239853076218
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 101)	774	402.62404040404056	-774.0	-402.62404040404056
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 108)	707	368.24952249770445	-707.0	-368.24952249770445
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 111)	872	445.9969146005512	-872.0	-445.9969146005512
d1	2.0	A	brute	2	(0.0, 1.0)	(14, 125)	1064	520.9000091827364	-1064.0	-520.9000091827364
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 145)	1134	533.2583195592287	-1134.0	-533.2583195592287
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 19)	1383	668.4333516988064	-1383.0	-668.4333516988064
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 148)	1249	589.9967401285585	-1249.0	-589.9967401285585
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 20)	1274	608.6073737373738	-1274.0	-608.6073737373738
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 22)	1465	714.8412672176307	-1465.0	-714.8412672176307
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 152)	1268	612.002479338843	-1268.0	-612.002479338843
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 24)	1148	553.8243617998165	-1148.0	-553.8243617998165
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 27)	1569	780.9725528007348	-1569.0	-780.9725528007348
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 29)	1083	513.4362901744719	-1083.0	-513.4362901744719
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 32)	1364	672.1880348943987	-1364.0	-672.1880348943987
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 33)	1353	664.9566758494032	-1353.0	-664.9566758494032
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 169)	1560	740.0428374655646	-1560.0	-740.0428374655646
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 41)	1396	687.8282736455465	-1396.0	-687.8282736455465
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 44)	1562	751.8917263544538	-1562.0	-751.8917263544538
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 45)	1578	765.4586685032139	-1578.0	-765.4586685032139
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 174)	1333	630.2342148760332	-1333.0	-630.2342148760332
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 173)	1397	670.1542607897153	-1397.0	-670.1542607897153
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 47)	1399	669.7730211202937	-1399.0	-669.7730211202937
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 50)	1562	746.7670431588614	-1562.0	-746.7670431588614
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 53)	1734	822.8538292011018	-1734.0	-822.8538292011018
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 183)	1184	559.270385674931	-1184.0	-559.270385674931
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 65)	1447	694.7771349862259	-1447.0	-694.7771349862259
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 67)	1282	615.8012121212122	-1282.0	-615.8012121212122
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 196)	1010	479.97515151515165	-1010.0	-479.97515151515165
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 197)	1174	568.2715335169883	-1174.0	-568.2715335169883
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 71)	1347	634.9020477502297	-1347.0	-634.9020477502297
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 72)	1659	783.2668227731864	-1659.0	-783.2668227731864
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 73)	1428	691.0799449035811	-1428.0	-691.0799449035811
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 74)	1219	584.51536271809	-1219.0	-584.51536271809
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 76)	1244	597.1500826446282	-1244.0	-597.1500826446282
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 204)	1391	674.22927456382	-1391.0	-674.22927456382
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 77)	1396	670.4791643709825	-1396.0	-670.4791643709825
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 207)	1281	621.8090909090909	-1281.0	-621.8090909090909
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 80)	1423	682.5033792470158	-1423.0	-682.5033792470158
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 206)	1401	677.9816896235079	-1401.0	-677.9816896235079
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 86)	1578	769.8180165289258	-1578.0	-769.8180165289258
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 215)	1097	518.5917355371902	-1097.0	-518.5917355371902
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 90)	1087	518.9626354453627	-1087.0	-518.9626354453627
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 92)	1435	689.9831955922866	-1435.0	-689.9831955922866
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 96)	1159	554.4051515151515	-1159.0	-554.4051515151515
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 98)	1073	510.41696051423315	-1073.0	-510.41696051423315
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 99)	1656	809.8974380165289	-1656.0	-809.8974380165289
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 101)	1365	664.9974931129476	-1365.0	-664.9974931129476
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 108)	1336	650.9590633608816	-1336.0	-650.9590633608816
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 111)	1569	764.1316437098258	-1569.0	-764.1316437098258
d1	2.0	A	brute	2	(0.0, 1.0)	(143, 125)	1247	592.0964921946739	-1247.0	-592.0964921946739
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 19)	696	340.5889439853077	-696.0	-340.5889439853077
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 148)	649	303.18191000918284	-649.0	-303.18191000918284
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 20)	587	280.76296602387515	-587.0	-280.76296602387515
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 22)	778	386.9968595041323	-778.0	-386.9968595041323
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 152)	581	284.15807162534435	-581.0	-284.15807162534435
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 24)	461	225.9799540863177	-461.0	-225.9799540863177
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 27)	882	453.128145087236	-882.0	-453.128145087236
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 29)	396	185.59188246097335	-396.0	-185.59188246097335
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 32)	677	344.3436271809	-677.0	-344.3436271809
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 33)	666	337.1122681359045	-666.0	-337.1122681359045
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 169)	845	399.40646464646477	-845.0	-399.40646464646477
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 41)	709	359.98386593204776	-709.0	-359.98386593204776
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 44)	875	424.0473186409551	-875.0	-424.0473186409551
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 45)	922	451.81220385674936	-922.0	-451.81220385674936
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 174)	680	318.16169880624426	-680.0	-318.16169880624426
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 173)	921	444.07731864095496	-921.0	-444.07731864095496
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 47)	706	338.93824609733696	-706.0	-338.93824609733696
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 50)	875	418.9226354453628	-875.0	-418.9226354453628
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 53)	1061	500.5802846648302	-1061.0	-500.5802846648302
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 183)	1105	519.7807621671259	-1105.0	-519.7807621671259
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 65)	856	412.0201836547291	-856.0	-412.0201836547291
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 67)	595	287.95680440771355	-595.0	-287.95680440771355
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 196)	323	152.13074380165295	-323.0	-152.13074380165295
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 197)	487	240.42712580348947	-487.0	-240.42712580348947
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 71)	694	323.30026629935725	-694.0	-323.30026629935725
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 72)	1012	472.7684756657484	-1012.0	-472.7684756657484
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 73)	814	399.63316804407725	-814.0	-399.63316804407725
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 74)	625	301.6647474747475	-625.0	-301.6647474747475
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 76)	650	314.29946740128554	-650.0	-314.29946740128554
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 204)	773	379.7729017447199	-773.0	-379.7729017447199
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 77)	833	402.11780532598715	-833.0	-402.11780532598715
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 207)	594	293.9646831955922	-594.0	-293.9646831955922
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 80)	882	423.8211019283746	-882.0	-423.8211019283746
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 206)	714	350.1372819100093	-714.0	-350.1372819100093
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 86)	891	441.97360881542704	-891.0	-441.97360881542704
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 215)	483	226.19852157943066	-483.0	-226.19852157943066
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 90)	400	191.11822773186418	-400.0	-191.11822773186418
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 92)	748	362.138787878788	-748.0	-362.138787878788
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 96)	448	215.3551606978879	-448.0	-215.3551606978879
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 98)	386	182.57255280073463	-386.0	-182.57255280073463
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 99)	969	482.05303030303025	-969.0	-482.05303030303025
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 101)	678	337.1530853994491	-678.0	-337.1530853994491
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 108)	649	323.11465564738296	-649.0	-323.11465564738296
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 111)	882	436.2872359963269	-882.0	-436.2872359963269
d1	2.0	A	brute	2	(0.0, 1.0)	(145, 125)	1004	472.35243342516065	-1004.0	-472.35243342516065
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 148)	861	421.5691000918273	-861.0	-421.5691000918273
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 20)	724	362.16167125803497	-724.0	-362.16167125803497
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 22)	900	461.9476308539947	-900.0	-461.9476308539947
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 152)	688	351.4559412304866	-688.0	-351.4559412304866
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 24)	593	306.611432506887	-593.0	-306.611432506887
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 27)	989	521.1249035812674	-989.0	-521.1249035812674
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 29)	483	242.6492011019285	-483.0	-242.6492011019285
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 32)	828	433.48695133149675	-828.0	-433.48695133149675
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 33)	792	413.6208723599633	-792.0	-413.6208723599633
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 169)	982	482.15033976124886	-982.0	-482.15033976124886
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 41)	816	427.980624426079	-816.0	-427.980624426079
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 44)	970	483.5874747474747	-970.0	-483.5874747474747
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 45)	1031	520.8504132231407	-1031.0	-520.8504132231407
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 174)	856	419.3969605142333	-856.0	-419.3969605142333
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 173)	1073	534.9493480257117	-1073.0	-534.9493480257117
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 47)	960	477.83301193755744	-960.0	-477.83301193755744
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 50)	919	456.47611570247926	-919.0	-456.47611570247926
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 53)	1132	550.9730027548209	-1132.0	-550.9730027548209
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 183)	1300	629.5278696051423	-1300.0	-629.5278696051423
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 65)	1015	505.0248852157943	-1015.0	-505.0248852157943
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 67)	747	378.82883379247016	-747.0	-378.82883379247016
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 196)	475	243.00277318640957	-475.0	-243.00277318640957
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 197)	609	316.05522497704317	-609.0	-316.05522497704317
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 71)	846	414.1722956841139	-846.0	-414.1722956841139
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 72)	1129	547.3997061524336	-1129.0	-547.3997061524336
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 73)	994	503.25296602387516	-994.0	-503.25296602387516
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 74)	777	392.53677685950413	-777.0	-392.53677685950413
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 76)	777	392.53677685950413	-777.0	-392.53677685950413
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 204)	925	470.64493112947673	-925.0	-470.64493112947673
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 77)	985	492.9898347107438	-985.0	-492.9898347107438
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 207)	746	384.83671258034894	-746.0	-384.83671258034894
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 80)	1034	514.6931313131313	-1034.0	-514.6931313131313
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 206)	881	447.45724517906353	-881.0	-447.45724517906353
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 86)	1058	539.2935720844812	-1058.0	-539.2935720844812
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 215)	667	331.837943067034	-667.0	-331.837943067034
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 90)	552	281.99025711662074	-552.0	-281.99025711662074
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 92)	865	436.24951331496794	-865.0	-436.24951331496794
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 96)	624	317.43277318640963	-624.0	-317.43277318640963
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 98)	495	251.61076216712584	-495.0	-251.61076216712584
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 99)	1086	556.1637557392103	-1086.0	-556.1637557392103
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 101)	830	428.0251147842057	-830.0	-428.0251147842057
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 108)	801	413.98668503213963	-801.0	-413.98668503213963
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 111)	1049	533.607199265381	-1049.0	-533.607199265381
d1	2.0	A	brute	2	(0.0, 1.0)	(19, 125)	1104	538.5077594123047	-1104.0	-538.5077594123047
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 20)	767	368.19105601469244	-767.0	-368.19105601469244
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 22)	904	447.8363269054178	-904.0	-447.8363269054178
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 152)	746	365.13822773186405	-746.0	-365.13822773186405
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 24)	626	306.9601101928374	-626.0	-306.9601101928374
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 27)	1047	534.1083011937558	-1047.0	-534.1083011937558
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 29)	561	266.57203856749317	-561.0	-266.57203856749317
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 32)	861	433.83562901744716	-861.0	-433.83562901744716
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 33)	850	426.6042699724518	-850.0	-426.6042699724518
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 169)	994	472.44681359045	-994.0	-472.44681359045
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 41)	874	440.9640220385675	-874.0	-440.9640220385675
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 44)	1059	513.5393204775022	-1059.0	-513.5393204775022
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 45)	1087	532.7923599632692	-1087.0	-532.7923599632692
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 174)	869	409.5050872359965	-869.0	-409.5050872359965
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 173)	1053	509.21823691460065	-1053.0	-509.21823691460065
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 47)	973	467.9411386593206	-973.0	-467.9411386593206
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 50)	1025	492.2296602387512	-1025.0	-492.2296602387512
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 53)	1143	543.6364187327823	-1143.0	-543.6364187327823
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 183)	1256	593.1375849403122	-1256.0	-593.1375849403122
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 65)	899	436.4347658402203	-899.0	-436.4347658402203
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 67)	760	368.9369605142332	-760.0	-368.9369605142332
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 196)	488	233.1108999081726	-488.0	-233.1108999081726
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 197)	652	321.40728191000915	-652.0	-321.40728191000915
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 71)	859	404.280422405877	-859.0	-404.280422405877
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 72)	1118	527.1568227731864	-1118.0	-527.1568227731864
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 73)	979	480.61332415059695	-979.0	-480.61332415059695
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 74)	733	356.14649219467395	-733.0	-356.14649219467395
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 76)	758	368.7812121212123	-758.0	-368.7812121212123
d1	2.0	A	brute	2	(0.0, 1.0)	(148, 204)	905	444.9138200183657	-905.0	-444.9138200183657
