did	lamb	obj	method	budget	scheme	setM	I	W	RI	RW
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 169)	329	202.0276033057851	-164.5	-37.52760330578511
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 41)	356	226.43815426997247	-178.0	-48.43815426997247
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 44)	377	234.0138200183655	-188.5	-45.51382001836549
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 45)	395	249.09311294765843	-197.5	-51.593112947658426
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 174)	260	158.76913682277322	-130.0	-28.76913682277322
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 173)	365	228.8358126721763	-182.5	-46.3358126721763
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 47)	338	209.26750229568412	-169.0	-40.267502295684125
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 50)	355	219.1719008264463	-177.5	-41.67190082644629
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 53)	402	243.9009825528007	-201.0	-42.90098255280071
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 183)	376	228.26545454545453	-188.0	-40.26545454545453
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 65)	357	220.55869605142328	-178.5	-42.05869605142328
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 67)	248	154.83445362718092	-124.0	-30.83445362718092
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 196)	162	100.73866850321396	-81.0	-19.738668503213958
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 197)	245	154.93867768595044	-122.5	-32.43867768595044
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 71)	254	153.09372819100093	-127.0	-26.093728191000935
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 72)	334	203.2195224977043	-167.0	-36.219522497704304
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 73)	345	218.7794949494949	-172.5	-46.279494949494904
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 74)	272	170.46601469237828	-136.0	-34.46601469237828
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 76)	282	176.9005968778696	-141.0	-35.90059687786959
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 204)	344	216.66895316804406	-172.0	-44.668953168044055
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 77)	332	209.68543617998165	-166.0	-43.68543617998165
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 207)	288	181.71463728190997	-144.0	-37.71463728190997
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 80)	329	207.66977961432508	-164.5	-43.16977961432508
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 206)	330	206.39033057851242	-165.0	-41.39033057851242
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 86)	390	245.13735537190084	-195.0	-50.13735537190084
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 215)	223	135.72500459136825	-111.5	-24.225004591368247
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 90)	192	120.2204775022957	-96.0	-24.220477502295694
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 92)	317	198.8494490358127	-158.5	-40.34944903581271
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 96)	224	139.417217630854	-112.0	-27.417217630853997
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 98)	184	114.28482093663911	-92.0	-22.284820936639107
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 99)	441	278.46279155188245	-220.5	-57.96279155188245
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 101)	323	204.72203856749312	-161.5	-43.222038567493115
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 108)	316	200.65742883379247	-158.0	-42.657428833792466
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 111)	404	253.7925528007346	-202.0	-51.7925528007346
d1	2.0	A	brute	2	(0.5, 1.0)	(141, 125)	334	204.5850872359963	-167.0	-37.5850872359963
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 14)	416	266.7741046831957	-208.0	-58.774104683195674
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 143)	561	348.50263544536267	-280.5	-68.00263544536267
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 145)	347	217.87217630853993	-173.5	-44.372176308539935
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 19)	425	270.6522589531681	-212.5	-58.15225895316809
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 148)	408	255.34121212121207	-204.0	-51.34121212121207
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 20)	369	233.94734618916442	-184.5	-49.44734618916442
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 22)	460	294.61615243342516	-230.0	-64.61615243342516
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 152)	394	254.67879706152434	-197.0	-57.678797061524335
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 24)	357	229.5556473829201	-178.5	-51.055647382920114
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 27)	546	353.20973370064274	-273.0	-80.20973370064274
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 29)	312	199.05056014692377	-156.0	-43.05056014692377
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 32)	478	307.86223140495866	-239.0	-68.86223140495866
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 33)	458	294.9302479338843	-229.0	-65.93024793388429
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 169)	453	284.572258953168	-226.5	-58.07225895316799
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 41)	473	305.114334251607	-236.5	-68.61433425160698
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 44)	464	294.3653076216713	-232.0	-62.36530762167132
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 45)	515	329.98214876033063	-257.5	-72.48214876033063
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 174)	399	250.89893480257115	-199.5	-51.39893480257115
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 173)	494	315.2924058769513	-247.0	-68.2924058769513
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 47)	467	295.7240955004591	-233.5	-62.2240955004591
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 50)	466	293.43057851239666	-233.0	-60.430578512396664
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 53)	528	327.81348943985313	-264.0	-63.81348943985313
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 183)	529	328.4349403122131	-264.5	-63.93494031221309
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 65)	464	293.34887970615245	-232.0	-61.348879706152445
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 67)	386	247.64157024793388	-193.0	-54.641570247933885
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 196)	291	187.19526170798898	-145.5	-41.695261707988976
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 197)	372	240.04943985307622	-186.0	-54.04943985307622
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 71)	405	252.34614325068873	-202.5	-49.846143250688726
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 72)	489	304.1234710743802	-244.5	-59.62347107438018
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 73)	486	312.3587052341598	-243.0	-69.3587052341598
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 74)	401	256.92260789715334	-200.5	-56.42260789715334
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 76)	401	256.92260789715334	-200.5	-56.42260789715334
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 204)	473	303.1255463728191	-236.5	-66.62554637281909
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 77)	461	296.14202938475665	-230.5	-65.64202938475665
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 207)	417	268.17123048668503	-208.5	-59.67123048668503
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 80)	462	296.38927456382004	-231.0	-65.38927456382004
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 206)	440	279.7815059687788	-220.0	-59.78150596877879
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 86)	518	330.44661157024797	-259.0	-71.44661157024797
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 215)	352	222.18159779614325	-176.0	-46.18159779614325
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 90)	321	206.6770707070707	-160.5	-46.1770707070707
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 92)	446	285.3060422405878	-223.0	-62.30604224058777
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 96)	345	221.20960514233238	-172.5	-48.70960514233238
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 98)	313	200.74141414141417	-156.5	-44.24141414141417
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 99)	570	364.9193847566574	-285.0	-79.9193847566574
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 101)	452	291.1786317722682	-226.0	-65.1786317722682
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 108)	394	253.7629568411387	-197.0	-56.7629568411387
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 111)	514	327.18372819100085	-257.0	-70.18372819100085
d1	2.0	A	brute	2	(0.5, 1.0)	(13, 125)	464	289.80065197428837	-232.0	-57.80065197428837
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 143)	447	276.1592194674013	-223.5	-52.65921946740127
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 145)	245	152.45149678604224	-122.5	-29.95149678604224
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 19)	285	180.16292011019283	-142.5	-37.66292011019283
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 148)	294	182.9977961432507	-147.0	-35.997796143250696
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 20)	261	164.98666666666668	-130.5	-34.48666666666668
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 22)	346	222.23220385674932	-173.0	-49.23220385674932
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 152)	292	189.2581175390266	-146.0	-43.258117539026614
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 24)	257	165.4807988980716	-128.5	-36.98079889807161
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 27)	469	303.84874196510566	-234.5	-69.34874196510566
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 29)	210	133.62988062442605	-105.0	-28.62988062442605
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 32)	376	242.441551882461	-188.0	-54.441551882461
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 33)	366	235.94415059687785	-183.0	-52.94415059687785
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 169)	365	227.94717171717178	-182.5	-45.447171717171784
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 41)	383	247.4740679522498	-191.5	-55.97406795224981
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 44)	367	231.26819100091828	-183.5	-47.76819100091828
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 45)	422	270.1290266299357	-211.0	-59.12902662993571
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 174)	297	185.47825528007345	-148.5	-36.978255280073455
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 173)	392	249.87172635445364	-196.0	-53.87172635445364
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 47)	365	230.3034159779614	-182.5	-47.80341597796141
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 50)	388	243.45146005509642	-194.0	-49.45146005509642
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 53)	436	268.8273921028467	-218.0	-50.827392102846716
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 183)	438	269.8553810835629	-219.0	-50.85538108356292
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 65)	381	240.16716253443528	-190.5	-49.66716253443528
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 67)	257	164.6272543617998	-128.5	-36.1272543617998
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 196)	189	121.7745821854913	-94.5	-27.274582185491298
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 197)	272	175.9745913682277	-136.0	-39.97459136822769
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 71)	303	186.925463728191	-151.5	-35.425463728191005
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 72)	396	244.1980808080808	-198.0	-46.19808080808079
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 73)	384	246.93802571166205	-192.0	-54.93802571166205
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 74)	299	191.50192837465568	-149.5	-42.00192837465568
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 76)	309	197.93651056014698	-154.5	-43.436510560146985
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 204)	371	237.70486685032142	-185.5	-52.20486685032142
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 77)	359	230.72134986225893	-179.5	-51.22134986225893
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 207)	315	202.75055096418728	-157.5	-45.25055096418728
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 80)	369	236.46388429752068	-184.5	-51.96388429752068
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 206)	325	207.2307254361799	-162.5	-44.73072543617991
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 86)	386	246.14458218549132	-193.0	-53.144582185491316
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 215)	238	149.83818181818182	-119.0	-30.838181818181823
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 90)	219	141.25639118457303	-109.5	-31.756391184573033
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 92)	344	219.88536271809	-172.0	-47.88536271808999
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 96)	251	160.4531313131313	-125.5	-34.95313131313131
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 98)	211	135.32073461891642	-105.5	-29.82073461891642
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 99)	468	299.49870523415984	-234.0	-65.49870523415984
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 101)	350	225.75795224977043	-175.0	-50.757952249770426
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 108)	324	209.15616161616163	-162.0	-47.156161616161626
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 111)	380	242.095766758494	-190.0	-52.095766758493994
d1	2.0	A	brute	2	(0.5, 1.0)	(14, 125)	384	239.25227731864095	-192.0	-47.25227731864095
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 145)	348	208.5641046831956	-174.0	-34.56410468319561
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 19)	478	293.39469237832884	-239.0	-54.39469237832884
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 148)	393	235.8229109274564	-196.5	-39.322910927456405
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 20)	418	254.2067033976125	-209.0	-45.2067033976125
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 22)	525	325.60547291092735	-262.5	-63.10547291092735
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 152)	423	261.50506887052336	-211.5	-50.00506887052336
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 24)	388	237.72775022956841	-194.0	-43.727750229568414
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 27)	600	376.09569329660246	-300.0	-76.09569329660246
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 29)	341	205.8768319559229	-170.5	-35.37683195592291
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 32)	502	311.9213590449955	-251.0	-60.921359044995484
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 33)	492	305.42395775941236	-246.0	-59.42395775941236
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 169)	493	298.57807162534436	-246.5	-52.078071625344364
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 41)	514	319.72101928374656	-257.0	-62.72101928374656
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 44)	533	326.15713498622597	-266.5	-59.65713498622597
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 45)	544	337.20123966942145	-272.0	-65.20123966942145
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 174)	414	249.70101928374655	-207.0	-42.70101928374655
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 173)	455	279.8373002754821	-227.5	-52.33730027548211
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 47)	465	284.18562901744724	-232.5	-51.68562901744724
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 50)	516	314.0823599632691	-258.0	-56.082359963269084
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 53)	557	335.4321763085399	-278.5	-56.93217630853991
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 183)	370	222.52989898989904	-185.0	-37.52989898989904
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 65)	485	296.27425160697885	-242.5	-53.77425160697885
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 67)	424	260.0353994490358	-212.0	-48.03539944903582
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 196)	320	194.02153351698803	-160.0	-34.02153351698803
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 197)	403	248.22154269972452	-201.5	-46.72154269972452
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 71)	422	252.049797979798	-211.0	-41.049797979798
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 72)	519	311.74513314967857	-259.5	-52.245133149678566
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 73)	480	297.5397704315886	-240.0	-57.53977043158858
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 74)	399	244.2950688705234	-199.5	-44.79506887052341
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 76)	409	250.72965105601466	-204.5	-46.22965105601466
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 204)	479	295.57696051423324	-239.5	-56.076960514233235
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 77)	454	279.88512396694216	-227.0	-52.88512396694216
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 207)	446	274.9975022956842	-223.0	-51.99750229568423
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 80)	460	283.36475665748395	-230.0	-53.36475665748395
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 206)	488	299.67319559228656	-244.0	-55.67319559228656
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 86)	566	350.3383011937557	-283.0	-67.33830119375568
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 215)	344	206.86350780532604	-172.0	-34.86350780532604
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 90)	350	213.50334251606984	-175.0	-38.503342516069836
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 92)	475	292.13231404958685	-237.5	-54.63231404958685
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 96)	382	232.70008264462814	-191.0	-41.70008264462814
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 98)	342	207.56768595041328	-171.0	-36.56768595041328
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 99)	599	371.7456565656566	-299.5	-72.24565656565659
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 101)	481	298.0049035812672	-240.5	-57.50490358126717
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 108)	474	293.9402938475666	-237.0	-56.94029384756658
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 111)	562	347.0754178145087	-281.0	-66.07541781450868
d1	2.0	A	brute	2	(0.5, 1.0)	(143, 125)	398	240.87648301193758	-199.0	-41.87648301193758
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 19)	264	162.76423324150596	-132.0	-30.764233241505963
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 148)	205	121.15429752066115	-102.5	-18.654297520661146
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 20)	204	123.57624426078972	-102.0	-21.57624426078972
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 22)	311	194.9750137741047	-155.5	-39.475013774104696
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 152)	209	130.87460973370065	-104.5	-26.37460973370065
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 24)	174	107.09729109274565	-87.0	-20.09729109274565
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 27)	386	245.4652341597796	-193.0	-52.46523415977961
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 29)	127	75.2463728191001	-63.5	-11.746372819100102
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 32)	288	181.2908999081727	-144.0	-37.29089990817269
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 33)	278	174.79349862258957	-139.0	-35.79349862258957
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 169)	271	163.2509917355372	-135.5	-27.750991735537212
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 41)	300	189.0905601469238	-150.0	-39.09056014692379
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 44)	319	195.52667584940312	-159.5	-36.02667584940312
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 45)	339	211.74551882460975	-169.5	-42.245518824609746
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 174)	209	124.42190082644628	-104.5	-19.921900826446276
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 173)	309	191.48821854912765	-154.5	-36.98821854912765
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 47)	248	151.68050505050505	-124.0	-27.680505050505047
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 50)	302	183.4519008264463	-151.0	-32.45190082644629
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 53)	343	204.6246648301194	-171.5	-33.1246648301194
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 183)	345	206.03188246097338	-172.5	-33.53188246097338
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 65)	300	182.88717171717173	-150.0	-32.887171717171725
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 67)	210	129.40494031221303	-105.0	-24.40494031221303
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 196)	106	63.39107438016529	-53.0	-10.391074380165293
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 197)	189	117.59108356290176	-94.5	-23.09108356290176
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 71)	220	128.541955922865	-110.0	-18.541955922864986
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 72)	310	184.1985215794307	-155.0	-29.19852157943069
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 73)	293	183.9910101010101	-146.5	-37.49101010101009
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 74)	216	133.11842056932966	-108.0	-25.118420569329658
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 76)	226	139.55300275482094	-113.0	-26.553002754820938
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 204)	288	179.32135904499538	-144.0	-35.321359044995376
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 77)	276	172.33784205693297	-138.0	-34.33784205693297
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 207)	232	144.36704315886132	-116.0	-28.36704315886132
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 80)	286	178.0803764921947	-143.0	-35.08037649219469
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 206)	274	169.0427364554637	-137.0	-32.04273645546371
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 86)	352	219.70784205693295	-176.0	-43.70784205693295
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 215)	157	92.55819100091826	-78.5	-14.058191000918256
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 90)	136	82.87288337924701	-68.0	-14.872883379247014
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 92)	261	161.50185491276403	-130.5	-31.00185491276403
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 96)	160	97.41042240587696	-80.0	-17.410422405876957
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 98)	128	76.93722681359046	-64.0	-12.937226813590456
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 99)	385	241.11519742883382	-192.5	-48.615197428833824
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 101)	267	167.37444444444446	-133.5	-33.874444444444464
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 108)	260	163.30983471074381	-130.0	-33.309834710743814
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 111)	348	216.44495867768597	-174.0	-42.444958677685975
d1	2.0	A	brute	2	(0.5, 1.0)	(145, 125)	313	187.79150596877864	-156.5	-31.291505968778637
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 148)	325	200.23326905417818	-162.5	-37.73326905417818
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 20)	295	184.40696051423328	-147.5	-36.906960514233276
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 22)	399	254.18967860422404	-199.5	-54.68967860422404
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 152)	290	185.96966023875117	-145.0	-40.969660238751175
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 24)	266	169.8123691460055	-133.0	-36.812369146005494
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 27)	468	301.7457300275482	-234.0	-67.74573002754818
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 29)	198	124.36025711662076	-99.0	-25.360257116620758
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 32)	385	246.77312213039485	-192.5	-54.27312213039485
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 33)	365	233.84113865932048	-182.5	-51.34113865932048
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 169)	364	226.54543617998164	-182.0	-44.545436179981635
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 41)	382	245.37105601469239	-191.0	-54.371056014692385
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 44)	391	244.25390266299362	-195.5	-48.753902662993625
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 45)	422	268.6255739210285	-211.0	-57.62557392102849
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 174)	316	195.79099173553718	-158.0	-37.790991735537176
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 173)	411	260.18446280991736	-205.5	-54.68446280991736
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 47)	384	240.61615243342513	-192.0	-48.61615243342513
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 50)	360	225.20239669421488	-180.0	-45.20239669421488
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 53)	411	252.20798898071624	-205.5	-46.70798898071624
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 183)	457	280.1681175390267	-228.5	-51.668117539026696
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 65)	402	250.96805325987143	-201.0	-49.968053259871425
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 67)	312	198.1011845730028	-156.0	-42.1011845730028
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 196)	208	132.087318640955	-104.0	-28.087318640955004
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 197)	277	177.50424242424242	-138.5	-39.00424242424242
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 71)	322	197.23820018365473	-161.0	-36.238200183654726
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 72)	401	246.54829201101927	-200.5	-46.04829201101927
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 73)	403	257.2507621671258	-201.5	-55.7507621671258
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 74)	318	201.8146648301194	-159.0	-42.8146648301194
d1	2.0	A	brute	2	(0.5, 1.0)	(19, 76)	318	201.8146648301194	-159.0	-42.8146648301194
