did	lamb	obj	method	budget	scheme	setM_star	I	W	RI	RW
d1	2.0	I	greedy	2	(0.75, 0.05)	{53}	26	21.04	18.2	18.45
d1	2.0	I	greedy	2	(0.75, 0.1)	{53}	26	21.04	16.9	17.4
d1	2.0	I	greedy	2	(0.75, 0.15)	{72, 53}	46	36.91	27.6	28.96
d1	2.0	I	greedy	2	(0.75, 0.2)	{72, 143}	56	45.1	30.8	32.98
d1	2.0	I	greedy	2	(0.75, 0.25)	{50, 143}	63	51.1	31.5	34.48
d1	2.0	I	greedy	2	(0.75, 0.3)	{44, 45}	89	72.49	40.05	45.0
d1	2.0	I	greedy	2	(0.75, 0.35)	{1, 45}	105	85.34	42.0	48.88
d1	2.0	I	greedy	2	(0.75, 0.4)	{1, 99}	117	95.38	40.95	49.6
d1	2.0	I	greedy	2	(0.75, 0.45)	{1, 99}	117	95.38	35.1	44.83
d1	2.0	I	greedy	2	(0.75, 0.5)	{1, 99}	117	95.38	29.25	40.06
d1	2.0	I	greedy	2	(0.75, 0.55)	{27, 99}	139	113.84	27.8	41.64
d1	2.0	I	greedy	2	(0.75, 0.6)	{27, 99}	139	113.84	20.85	35.94
d1	2.0	I	greedy	2	(0.75, 0.65)	{27, 99}	139	113.84	13.9	30.25
d1	2.0	I	greedy	2	(0.75, 0.7)	{27, 99}	139	113.84	6.95	24.56
d1	2.0	I	greedy	2	(0.75, 0.75)	{27, 99}	139	113.84	0.0	18.87
d1	2.0	I	greedy	2	(0.75, 0.8)	{27, 99}	139	113.84	-6.95	13.18
d1	2.0	I	greedy	2	(0.75, 0.85)	{27, 99}	139	113.84	-13.9	7.48
d1	2.0	I	greedy	2	(0.75, 0.9)	{27, 99}	139	113.84	-20.85	1.79
d1	2.0	I	greedy	2	(0.75, 0.95)	{27, 99}	139	113.84	-27.8	-3.9
d1	2.0	I	greedy	2	(0.75, 1.0)	{27, 99}	139	113.84	-34.75	-9.59
d1	2.0	I	greedy	2	(0.8, 0.0)	{53}	9	8.14	7.2	7.2
d1	2.0	I	greedy	2	(0.8, 0.05)	{53}	9	8.14	6.75	6.79
d1	2.0	I	greedy	2	(0.8, 0.1)	{53}	9	8.14	6.3	6.39
d1	2.0	I	greedy	2	(0.8, 0.15)	{72, 125}	34	28.52	22.1	22.92
d1	2.0	I	greedy	2	(0.8, 0.2)	{125, 143}	40	33.14	24.0	25.37
d1	2.0	I	greedy	2	(0.8, 0.25)	{125, 143}	40	33.14	22.0	23.72
d1	2.0	I	greedy	2	(0.8, 0.3)	{45, 143}	58	48.64	29.0	31.81
d1	2.0	I	greedy	2	(0.8, 0.35)	{13, 143}	63	52.87	28.35	31.9
d1	2.0	I	greedy	2	(0.8, 0.4)	{99, 13}	73	62.53	29.2	33.39
d1	2.0	I	greedy	2	(0.8, 0.45)	{73, 99}	81	68.51	28.35	33.97
d1	2.0	I	greedy	2	(0.8, 0.5)	{73, 99}	81	68.51	24.3	30.55
d1	2.0	I	greedy	2	(0.8, 0.55)	{73, 27}	85	71.69	21.25	28.57
d1	2.0	I	greedy	2	(0.8, 0.6)	{73, 27}	85	71.69	17.0	24.99
d1	2.0	I	greedy	2	(0.8, 0.65)	{73, 27}	85	71.69	12.75	21.4
d1	2.0	I	greedy	2	(0.8, 0.7)	{73, 27}	85	71.69	8.5	17.82
d1	2.0	I	greedy	2	(0.8, 0.75)	{73, 27}	85	71.69	4.25	14.23
d1	2.0	I	greedy	2	(0.8, 0.8)	{73, 27}	85	71.69	0.0	10.65
d1	2.0	I	greedy	2	(0.8, 0.85)	{73, 27}	85	71.69	-4.25	7.06
d1	2.0	I	greedy	2	(0.8, 0.9)	{73, 27}	85	71.69	-8.5	3.48
d1	2.0	I	greedy	2	(0.8, 0.95)	{73, 27}	85	71.69	-12.75	-0.11
d1	2.0	I	greedy	2	(0.8, 1.0)	{73, 27}	85	71.69	-17.0	-3.69
d1	2.0	I	greedy	2	(0.85, 0.0)	{53}	9	8.14	7.65	7.65
d1	2.0	I	greedy	2	(0.85, 0.05)	{53}	9	8.14	7.2	7.24
d1	2.0	I	greedy	2	(0.85, 0.1)	{53}	9	8.14	6.75	6.84
d1	2.0	I	greedy	2	(0.85, 0.15)	{53, 125}	14	12.66	9.8	10.0
d1	2.0	I	greedy	2	(0.85, 0.2)	{53, 125}	14	12.66	9.1	9.37
d1	2.0	I	greedy	2	(0.85, 0.25)	{50, 53}	13	11.79	7.8	8.1
d1	2.0	I	greedy	2	(0.85, 0.3)	{45, 53}	20	18.11	11.0	11.57
d1	2.0	I	greedy	2	(0.85, 0.35)	{1, 13}	25	22.62	12.5	13.33
d1	2.0	I	greedy	2	(0.85, 0.4)	{99, 13}	34	30.77	15.3	16.59
d1	2.0	I	greedy	2	(0.85, 0.45)	{99, 13}	34	30.77	13.6	15.05
d1	2.0	I	greedy	2	(0.85, 0.5)	{99, 13}	34	30.77	11.9	13.51
d1	2.0	I	greedy	2	(0.85, 0.55)	{27, 99}	37	33.51	11.1	13.02
d1	2.0	I	greedy	2	(0.85, 0.6)	{27, 99}	37	33.51	9.25	11.35
d1	2.0	I	greedy	2	(0.85, 0.65)	{27, 99}	37	33.51	7.4	9.67
d1	2.0	I	greedy	2	(0.85, 0.7)	{27, 99}	37	33.51	5.55	8.0
d1	2.0	I	greedy	2	(0.85, 0.75)	{27, 99}	37	33.51	3.7	6.32
d1	2.0	I	greedy	2	(0.85, 0.8)	{27, 99}	37	33.51	1.85	4.65
d1	2.0	I	greedy	2	(0.85, 0.85)	{27, 99}	37	33.51	0.0	2.97
d1	2.0	I	greedy	2	(0.85, 0.9)	{27, 99}	37	33.51	-1.85	1.3
d1	2.0	I	greedy	2	(0.85, 0.95)	{27, 99}	37	33.51	-3.7	-0.38
d1	2.0	I	greedy	2	(0.85, 1.0)	{27, 99}	37	33.51	-5.55	-2.06
d1	2.0	I	greedy	2	(0.9, 0.0)	{53}	4	3.64	3.6	3.6
d1	2.0	I	greedy	2	(0.9, 0.05)	{53}	4	3.64	3.4	3.42
d1	2.0	I	greedy	2	(0.9, 0.1)	{53}	4	3.64	3.2	3.24
d1	2.0	I	greedy	2	(0.9, 0.15)	{72, 53}	5	4.56	3.75	3.82
d1	2.0	I	greedy	2	(0.9, 0.2)	{72, 53}	5	4.56	3.5	3.59
d1	2.0	I	greedy	2	(0.9, 0.25)	{50, 53}	8	7.29	5.2	5.38
d1	2.0	I	greedy	2	(0.9, 0.3)	{50, 45}	13	11.85	7.8	8.15
d1	2.0	I	greedy	2	(0.9, 0.35)	{1, 45}	16	14.58	8.8	9.3
d1	2.0	I	greedy	2	(0.9, 0.4)	{99, 45}	16	14.58	8.0	8.57
d1	2.0	I	greedy	2	(0.9, 0.45)	{99, 45}	16	14.58	7.2	7.84
d1	2.0	I	greedy	2	(0.9, 0.5)	{99, 45}	16	14.58	6.4	7.11
d1	2.0	I	greedy	2	(0.9, 0.55)	{99, 45}	16	14.58	5.6	6.38
d1	2.0	I	greedy	2	(0.9, 0.6)	{99, 45}	16	14.58	4.8	5.65
d1	2.0	I	greedy	2	(0.9, 0.65)	{99, 45}	16	14.58	4.0	4.92
d1	2.0	I	greedy	2	(0.9, 0.7)	{99, 45}	16	14.58	3.2	4.2
d1	2.0	I	greedy	2	(0.9, 0.75)	{99, 45}	16	14.58	2.4	3.47
d1	2.0	I	greedy	2	(0.9, 0.8)	{99, 45}	16	14.58	1.6	2.74
d1	2.0	I	greedy	2	(0.9, 0.85)	{99, 45}	16	14.58	0.8	2.01
d1	2.0	I	greedy	2	(0.9, 0.9)	{99, 45}	16	14.58	0.0	1.28
d1	2.0	I	greedy	2	(0.9, 0.95)	{99, 45}	16	14.58	-0.8	0.55
d1	2.0	I	greedy	2	(0.9, 1.0)	{99, 45}	16	14.58	-1.6	-0.18
d1	2.0	I	greedy	2	(0.95, 0.0)	{53}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(0.95, 0.05)	{53}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(0.95, 0.1)	{53}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(0.95, 0.15)	{125, 53}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(0.95, 0.2)	{125, 143}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(0.95, 0.25)	{53, 143}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(0.95, 0.3)	{125, 183}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(0.95, 0.35)	{125, 183}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(0.95, 0.4)	{125, 183}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(0.95, 0.45)	{125, 183}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(0.95, 0.5)	{125, 183}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(0.95, 0.55)	{125, 111}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(0.95, 0.6)	{125, 111}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(0.95, 0.65)	{125, 111}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(0.95, 0.7)	{125, 111}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(0.95, 0.75)	{125, 111}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(0.95, 0.8)	{125, 111}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(0.95, 0.85)	{125, 111}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(0.95, 0.9)	{125, 111}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(0.95, 0.95)	{125, 111}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(0.95, 1.0)	{125, 111}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 0.0)	{53}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 0.05)	{53}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 0.1)	{53}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 0.15)	{125, 53}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 0.2)	{125, 143}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 0.25)	{53, 143}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 0.3)	{125, 183}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 0.35)	{125, 183}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 0.4)	{125, 183}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 0.45)	{125, 183}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 0.5)	{125, 183}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 0.55)	{125, 111}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 0.6)	{125, 111}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 0.65)	{125, 111}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 0.7)	{125, 111}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 0.75)	{125, 111}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 0.8)	{125, 111}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 0.85)	{125, 111}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 0.9)	{125, 111}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 0.95)	{125, 111}	0	0	0.0	0.0
d1	2.0	I	greedy	2	(1.0, 1.0)	{125, 111}	0	0	0.0	0.0
d1	2.0	I	greedy	3	(0.0, 0.0)	{53}	821	390.49	0.0	0.0
d1	2.0	I	greedy	3	(0.0, 0.05)	{53}	821	390.49	-41.05	-19.52
d1	2.0	I	greedy	3	(0.0, 0.1)	{53}	821	390.49	-82.1	-39.05
d1	2.0	I	greedy	3	(0.0, 0.15)	{72, 53, 125}	1858	883.71	-278.7	-132.56
d1	2.0	I	greedy	3	(0.0, 0.2)	{72, 53, 143}	2211	1048.14	-442.2	-209.63
d1	2.0	I	greedy	3	(0.0, 0.25)	{72, 53, 143}	2211	1048.14	-552.75	-262.03
d1	2.0	I	greedy	3	(0.0, 0.3)	{143, 53, 183}	1930	915.87	-579.0	-274.76
d1	2.0	I	greedy	3	(0.0, 0.35)	{143, 53, 183}	1930	915.87	-675.5	-320.56
d1	2.0	I	greedy	3	(0.0, 0.4)	{143, 53, 183}	1930	915.87	-772.0	-366.35
d1	2.0	I	greedy	3	(0.0, 0.45)	{143, 53, 183}	1930	915.87	-868.5	-412.14
d1	2.0	I	greedy	3	(0.0, 0.5)	{143, 53, 183}	1930	915.87	-965.0	-457.94
d1	2.0	I	greedy	3	(0.0, 0.55)	{143, 53, 183}	1930	915.87	-1061.5	-503.73
d1	2.0	I	greedy	3	(0.0, 0.6)	{143, 53, 183}	1930	915.87	-1158.0	-549.52
d1	2.0	I	greedy	3	(0.0, 0.65)	{143, 53, 183}	1930	915.87	-1254.5	-595.32
d1	2.0	I	greedy	3	(0.0, 0.7)	{143, 53, 183}	1930	915.87	-1351.0	-641.11
d1	2.0	I	greedy	3	(0.0, 0.75)	{143, 53, 183}	1930	915.87	-1447.5	-686.9
d1	2.0	I	greedy	3	(0.0, 0.8)	{143, 53, 183}	1930	915.87	-1544.0	-732.7
d1	2.0	I	greedy	3	(0.0, 0.85)	{143, 53, 183}	1930	915.87	-1640.5	-778.49
d1	2.0	I	greedy	3	(0.0, 0.9)	{143, 53, 183}	1930	915.87	-1737.0	-824.29
d1	2.0	I	greedy	3	(0.0, 0.95)	{143, 53, 183}	1930	915.87	-1833.5	-870.08
d1	2.0	I	greedy	3	(0.0, 1.0)	{143, 53, 183}	1930	915.87	-1930.0	-915.87
d1	2.0	I	greedy	3	(0.05, 0.0)	{53}	821	390.49	41.05	41.05
d1	2.0	I	greedy	3	(0.05, 0.05)	{53}	821	390.49	0.0	21.53
d1	2.0	I	greedy	3	(0.05, 0.1)	{53}	821	390.49	-41.05	2.0
d1	2.0	I	greedy	3	(0.05, 0.15)	{72, 53, 125}	1858	883.71	-185.8	-39.66
d1	2.0	I	greedy	3	(0.05, 0.2)	{72, 53, 143}	2211	1048.14	-331.65	-99.08
d1	2.0	I	greedy	3	(0.05, 0.25)	{72, 53, 143}	2211	1048.14	-442.2	-151.48
d1	2.0	I	greedy	3	(0.05, 0.3)	{143, 53, 183}	1930	915.87	-482.5	-178.26
d1	2.0	I	greedy	3	(0.05, 0.35)	{143, 53, 183}	1930	915.87	-579.0	-224.06
d1	2.0	I	greedy	3	(0.05, 0.4)	{143, 53, 183}	1930	915.87	-675.5	-269.85
d1	2.0	I	greedy	3	(0.05, 0.45)	{143, 53, 183}	1930	915.87	-772.0	-315.64
d1	2.0	I	greedy	3	(0.05, 0.5)	{143, 53, 183}	1930	915.87	-868.5	-361.44
d1	2.0	I	greedy	3	(0.05, 0.55)	{143, 53, 183}	1930	915.87	-965.0	-407.23
d1	2.0	I	greedy	3	(0.05, 0.6)	{143, 53, 183}	1930	915.87	-1061.5	-453.02
d1	2.0	I	greedy	3	(0.05, 0.65)	{143, 53, 183}	1930	915.87	-1158.0	-498.82
d1	2.0	I	greedy	3	(0.05, 0.7)	{143, 53, 183}	1930	915.87	-1254.5	-544.61
d1	2.0	I	greedy	3	(0.05, 0.75)	{143, 53, 183}	1930	915.87	-1351.0	-590.4
d1	2.0	I	greedy	3	(0.05, 0.8)	{143, 53, 183}	1930	915.87	-1447.5	-636.2
d1	2.0	I	greedy	3	(0.05, 0.85)	{143, 53, 183}	1930	915.87	-1544.0	-681.99
d1	2.0	I	greedy	3	(0.05, 0.9)	{143, 53, 183}	1930	915.87	-1640.5	-727.79
d1	2.0	I	greedy	3	(0.05, 0.95)	{143, 53, 183}	1930	915.87	-1737.0	-773.58
d1	2.0	I	greedy	3	(0.05, 1.0)	{143, 53, 183}	1930	915.87	-1833.5	-819.37
d1	2.0	I	greedy	3	(0.1, 0.0)	{53}	821	390.49	82.1	82.1
d1	2.0	I	greedy	3	(0.1, 0.05)	{53}	821	390.49	41.05	62.58
d1	2.0	I	greedy	3	(0.1, 0.1)	{53}	821	390.49	0.0	43.05
d1	2.0	I	greedy	3	(0.1, 0.15)	{72, 53, 125}	1858	883.71	-92.9	53.24
d1	2.0	I	greedy	3	(0.1, 0.2)	{72, 53, 143}	2211	1048.14	-221.1	11.47
d1	2.0	I	greedy	3	(0.1, 0.25)	{72, 53, 143}	2211	1048.14	-331.65	-40.93
d1	2.0	I	greedy	3	(0.1, 0.3)	{143, 53, 183}	1930	915.87	-386.0	-81.76
d1	2.0	I	greedy	3	(0.1, 0.35)	{143, 53, 183}	1930	915.87	-482.5	-127.56
d1	2.0	I	greedy	3	(0.1, 0.4)	{143, 53, 183}	1930	915.87	-579.0	-173.35
d1	2.0	I	greedy	3	(0.1, 0.45)	{143, 53, 183}	1930	915.87	-675.5	-219.14
d1	2.0	I	greedy	3	(0.1, 0.5)	{143, 53, 183}	1930	915.87	-772.0	-264.94
d1	2.0	I	greedy	3	(0.1, 0.55)	{143, 53, 183}	1930	915.87	-868.5	-310.73
d1	2.0	I	greedy	3	(0.1, 0.6)	{143, 53, 183}	1930	915.87	-965.0	-356.52
d1	2.0	I	greedy	3	(0.1, 0.65)	{143, 53, 183}	1930	915.87	-1061.5	-402.32
d1	2.0	I	greedy	3	(0.1, 0.7)	{143, 53, 183}	1930	915.87	-1158.0	-448.11
d1	2.0	I	greedy	3	(0.1, 0.75)	{143, 53, 183}	1930	915.87	-1254.5	-493.9
d1	2.0	I	greedy	3	(0.1, 0.8)	{143, 53, 183}	1930	915.87	-1351.0	-539.7
d1	2.0	I	greedy	3	(0.1, 0.85)	{143, 53, 183}	1930	915.87	-1447.5	-585.49
d1	2.0	I	greedy	3	(0.1, 0.9)	{143, 53, 183}	1930	915.87	-1544.0	-631.29
d1	2.0	I	greedy	3	(0.1, 0.95)	{143, 53, 183}	1930	915.87	-1640.5	-677.08
d1	2.0	I	greedy	3	(0.1, 1.0)	{143, 53, 183}	1930	915.87	-1737.0	-722.87
d1	2.0	I	greedy	3	(0.15, 0.0)	{53}	821	390.49	123.15	123.15
d1	2.0	I	greedy	3	(0.15, 0.05)	{53}	821	390.49	82.1	103.63
d1	2.0	I	greedy	3	(0.15, 0.1)	{53}	821	390.49	41.05	84.1
d1	2.0	I	greedy	3	(0.15, 0.15)	{72, 53, 125}	1858	883.71	0.0	146.14
d1	2.0	I	greedy	3	(0.15, 0.2)	{72, 53, 143}	2211	1048.14	-110.55	122.02
d1	2.0	I	greedy	3	(0.15, 0.25)	{72, 53, 143}	2211	1048.14	-221.1	69.62
d1	2.0	I	greedy	3	(0.15, 0.3)	{143, 53, 183}	1930	915.87	-289.5	14.74
d1	2.0	I	greedy	3	(0.15, 0.35)	{143, 53, 183}	1930	915.87	-386.0	-31.06
d1	2.0	I	greedy	3	(0.15, 0.4)	{143, 53, 183}	1930	915.87	-482.5	-76.85
d1	2.0	I	greedy	3	(0.15, 0.45)	{143, 53, 183}	1930	915.87	-579.0	-122.64
d1	2.0	I	greedy	3	(0.15, 0.5)	{143, 53, 183}	1930	915.87	-675.5	-168.44
d1	2.0	I	greedy	3	(0.15, 0.55)	{143, 53, 183}	1930	915.87	-772.0	-214.23
d1	2.0	I	greedy	3	(0.15, 0.6)	{143, 53, 183}	1930	915.87	-868.5	-260.02
d1	2.0	I	greedy	3	(0.15, 0.65)	{143, 53, 183}	1930	915.87	-965.0	-305.82
d1	2.0	I	greedy	3	(0.15, 0.7)	{143, 53, 183}	1930	915.87	-1061.5	-351.61
d1	2.0	I	greedy	3	(0.15, 0.75)	{143, 53, 183}	1930	915.87	-1158.0	-397.4
d1	2.0	I	greedy	3	(0.15, 0.8)	{143, 53, 183}	1930	915.87	-1254.5	-443.2
d1	2.0	I	greedy	3	(0.15, 0.85)	{143, 53, 183}	1930	915.87	-1351.0	-488.99
d1	2.0	I	greedy	3	(0.15, 0.9)	{143, 53, 183}	1930	915.87	-1447.5	-534.79
d1	2.0	I	greedy	3	(0.15, 0.95)	{143, 53, 183}	1930	915.87	-1544.0	-580.58
d1	2.0	I	greedy	3	(0.15, 1.0)	{143, 53, 183}	1930	915.87	-1640.5	-626.37
d1	2.0	I	greedy	3	(0.2, 0.0)	{53}	821	390.49	164.2	164.2
d1	2.0	I	greedy	3	(0.2, 0.05)	{53}	821	390.49	123.15	144.68
d1	2.0	I	greedy	3	(0.2, 0.1)	{53}	821	390.49	82.1	125.15
d1	2.0	I	greedy	3	(0.2, 0.15)	{72, 53, 125}	1858	883.71	92.9	239.04
d1	2.0	I	greedy	3	(0.2, 0.2)	{72, 53, 143}	2211	1048.14	0.0	232.57
d1	2.0	I	greedy	3	(0.2, 0.25)	{72, 53, 143}	2211	1048.14	-110.55	180.17
d1	2.0	I	greedy	3	(0.2, 0.3)	{143, 53, 183}	1930	915.87	-193.0	111.24
d1	2.0	I	greedy	3	(0.2, 0.35)	{143, 53, 183}	1930	915.87	-289.5	65.44
d1	2.0	I	greedy	3	(0.2, 0.4)	{143, 53, 183}	1930	915.87	-386.0	19.65
d1	2.0	I	greedy	3	(0.2, 0.45)	{143, 53, 183}	1930	915.87	-482.5	-26.14
d1	2.0	I	greedy	3	(0.2, 0.5)	{143, 53, 183}	1930	915.87	-579.0	-71.94
d1	2.0	I	greedy	3	(0.2, 0.55)	{143, 53, 183}	1930	915.87	-675.5	-117.73
d1	2.0	I	greedy	3	(0.2, 0.6)	{143, 53, 183}	1930	915.87	-772.0	-163.52
d1	2.0	I	greedy	3	(0.2, 0.65)	{143, 53, 183}	1930	915.87	-868.5	-209.32
d1	2.0	I	greedy	3	(0.2, 0.7)	{143, 53, 183}	1930	915.87	-965.0	-255.11
d1	2.0	I	greedy	3	(0.2, 0.75)	{143, 53, 183}	1930	915.87	-1061.5	-300.9
d1	2.0	I	greedy	3	(0.2, 0.8)	{143, 53, 183}	1930	915.87	-1158.0	-346.7
d1	2.0	I	greedy	3	(0.2, 0.85)	{143, 53, 183}	1930	915.87	-1254.5	-392.49
d1	2.0	I	greedy	3	(0.2, 0.9)	{143, 53, 183}	1930	915.87	-1351.0	-438.29
d1	2.0	I	greedy	3	(0.2, 0.95)	{143, 53, 183}	1930	915.87	-1447.5	-484.08
d1	2.0	I	greedy	3	(0.2, 1.0)	{143, 53, 183}	1930	915.87	-1544.0	-529.87
d1	2.0	I	greedy	3	(0.25, 0.0)	{53}	821	390.49	205.25	205.25
d1	2.0	I	greedy	3	(0.25, 0.05)	{53}	821	390.49	164.2	185.73
d1	2.0	I	greedy	3	(0.25, 0.1)	{53}	821	390.49	123.15	166.2
d1	2.0	I	greedy	3	(0.25, 0.15)	{72, 53, 125}	1858	883.71	185.8	331.94
d1	2.0	I	greedy	3	(0.25, 0.2)	{72, 53, 143}	2211	1048.14	110.55	343.12
d1	2.0	I	greedy	3	(0.25, 0.25)	{72, 53, 143}	2211	1048.14	0.0	290.72
d1	2.0	I	greedy	3	(0.25, 0.3)	{143, 53, 183}	1930	915.87	-96.5	207.74
d1	2.0	I	greedy	3	(0.25, 0.35)	{143, 53, 183}	1930	915.87	-193.0	161.94
d1	2.0	I	greedy	3	(0.25, 0.4)	{143, 53, 183}	1930	915.87	-289.5	116.15
d1	2.0	I	greedy	3	(0.25, 0.45)	{143, 53, 183}	1930	915.87	-386.0	70.36
d1	2.0	I	greedy	3	(0.25, 0.5)	{143, 53, 183}	1930	915.87	-482.5	24.56
d1	2.0	I	greedy	3	(0.25, 0.55)	{143, 53, 183}	1930	915.87	-579.0	-21.23
d1	2.0	I	greedy	3	(0.25, 0.6)	{143, 53, 183}	1930	915.87	-675.5	-67.02
d1	2.0	I	greedy	3	(0.25, 0.65)	{143, 53, 183}	1930	915.87	-772.0	-112.82
d1	2.0	I	greedy	3	(0.25, 0.7)	{143, 53, 183}	1930	915.87	-868.5	-158.61
d1	2.0	I	greedy	3	(0.25, 0.75)	{143, 53, 183}	1930	915.87	-965.0	-204.4
d1	2.0	I	greedy	3	(0.25, 0.8)	{143, 53, 183}	1930	915.87	-1061.5	-250.2
d1	2.0	I	greedy	3	(0.25, 0.85)	{143, 53, 183}	1930	915.87	-1158.0	-295.99
d1	2.0	I	greedy	3	(0.25, 0.9)	{143, 53, 183}	1930	915.87	-1254.5	-341.79
d1	2.0	I	greedy	3	(0.25, 0.95)	{143, 53, 183}	1930	915.87	-1351.0	-387.58
d1	2.0	I	greedy	3	(0.25, 1.0)	{143, 53, 183}	1930	915.87	-1447.5	-433.37
d1	2.0	I	greedy	3	(0.3, 0.0)	{53}	793	383.06	237.9	237.9
d1	2.0	I	greedy	3	(0.3, 0.05)	{53}	793	383.06	198.25	218.75
d1	2.0	I	greedy	3	(0.3, 0.1)	{53}	793	383.06	158.6	199.59
d1	2.0	I	greedy	3	(0.3, 0.15)	{72, 53, 125}	1798	867.78	269.7	409.23
d1	2.0	I	greedy	3	(0.3, 0.2)	{72, 53, 143}	2140	1029.29	214.0	436.14
d1	2.0	I	greedy	3	(0.3, 0.25)	{72, 53, 143}	2140	1029.29	107.0	384.68
d1	2.0	I	greedy	3	(0.3, 0.3)	{143, 53, 183}	1867	899.15	0.0	290.35
d1	2.0	I	greedy	3	(0.3, 0.35)	{143, 53, 183}	1867	899.15	-93.35	245.4
d1	2.0	I	greedy	3	(0.3, 0.4)	{143, 53, 183}	1867	899.15	-186.7	200.44
d1	2.0	I	greedy	3	(0.3, 0.45)	{143, 53, 183}	1867	899.15	-280.05	155.48
d1	2.0	I	greedy	3	(0.3, 0.5)	{143, 53, 183}	1867	899.15	-373.4	110.52
d1	2.0	I	greedy	3	(0.3, 0.55)	{143, 53, 183}	1867	899.15	-466.75	65.57
d1	2.0	I	greedy	3	(0.3, 0.6)	{143, 53, 183}	1867	899.15	-560.1	20.61
d1	2.0	I	greedy	3	(0.3, 0.65)	{143, 53, 183}	1867	899.15	-653.45	-24.35
d1	2.0	I	greedy	3	(0.3, 0.7)	{143, 53, 183}	1867	899.15	-746.8	-69.31
d1	2.0	I	greedy	3	(0.3, 0.75)	{143, 53, 183}	1867	899.15	-840.15	-114.26
d1	2.0	I	greedy	3	(0.3, 0.8)	{143, 53, 183}	1867	899.15	-933.5	-159.22
d1	2.0	I	greedy	3	(0.3, 0.85)	{143, 53, 183}	1867	899.15	-1026.85	-204.18
d1	2.0	I	greedy	3	(0.3, 0.9)	{143, 53, 183}	1867	899.15	-1120.2	-249.14
d1	2.0	I	greedy	3	(0.3, 0.95)	{143, 53, 183}	1867	899.15	-1213.55	-294.1
d1	2.0	I	greedy	3	(0.3, 1.0)	{143, 53, 183}	1867	899.15	-1306.9	-339.05
d1	2.0	I	greedy	3	(0.35, 0.0)	{53}	744	367.91	260.4	260.4
d1	2.0	I	greedy	3	(0.35, 0.05)	{53}	744	367.91	223.2	242.0
d1	2.0	I	greedy	3	(0.35, 0.1)	{53}	744	367.91	186.0	223.61
d1	2.0	I	greedy	3	(0.35, 0.15)	{72, 53, 125}	1685	832.84	337.0	464.82
d1	2.0	I	greedy	3	(0.35, 0.2)	{72, 53, 143}	2007	988.17	301.05	504.82
d1	2.0	I	greedy	3	(0.35, 0.25)	{72, 53, 143}	2007	988.17	200.7	455.41
d1	2.0	I	greedy	3	(0.35, 0.3)	{143, 53, 183}	1752	863.6	87.6	354.12
d1	2.0	I	greedy	3	(0.35, 0.35)	{143, 53, 183}	1752	863.6	0.0	310.94
d1	2.0	I	greedy	3	(0.35, 0.4)	{143, 53, 183}	1752	863.6	-87.6	267.76
d1	2.0	I	greedy	3	(0.35, 0.45)	{143, 53, 183}	1752	863.6	-175.2	224.58
d1	2.0	I	greedy	3	(0.35, 0.5)	{143, 53, 183}	1752	863.6	-262.8	181.4
