did	lamb	obj	method	budget	scheme	setM_star	I	W	RI	RW
d1	3.0	RI	h1	1	(0.4, 0.6)	{53}	184	95.21	-36.8	16.47
d1	3.0	RI	h1	1	(0.4, 0.8)	{53}	184	95.21	-73.6	-2.57
d1	3.0	RI	h1	1	(0.4, 1.0)	{53}	184	95.21	-110.4	-21.61
d1	3.0	RI	h1	1	(0.6, 0.0)	{53}	32	22.69	19.2	19.2
d1	3.0	RI	h1	1	(0.6, 0.2)	{53}	32	22.69	12.8	14.66
d1	3.0	RI	h1	1	(0.6, 0.4)	{53}	32	22.69	6.4	10.12
d1	3.0	RI	h1	1	(0.6, 0.6)	{53}	32	22.69	0.0	5.59
d1	3.0	RI	h1	1	(0.6, 0.8)	{53}	32	22.69	-6.4	1.05
d1	3.0	RI	h1	1	(0.6, 1.0)	{53}	32	22.69	-12.8	-3.49
d1	3.0	RI	h1	1	(0.8, 0.0)	{53}	9	7.75	7.2	7.2
d1	3.0	RI	h1	1	(0.8, 0.2)	{53}	9	7.75	5.4	5.65
d1	3.0	RI	h1	1	(0.8, 0.4)	{53}	9	7.75	3.6	4.1
d1	3.0	RI	h1	1	(0.8, 0.6)	{53}	9	7.75	1.8	2.55
d1	3.0	RI	h1	1	(0.8, 0.8)	{53}	9	7.75	0.0	1.0
d1	3.0	RI	h1	1	(0.8, 1.0)	{53}	9	7.75	-1.8	-0.55
d1	3.0	RI	h1	1	(1.0, 0.0)	{53}	0	0	0.0	0.0
d1	3.0	RI	h1	1	(1.0, 0.2)	{53}	0	0	0.0	0.0
d1	3.0	RI	h1	1	(1.0, 0.4)	{53}	0	0	0.0	0.0
d1	3.0	RI	h1	1	(1.0, 0.6)	{53}	0	0	0.0	0.0
d1	3.0	RI	h1	1	(1.0, 0.8)	{53}	0	0	0.0	0.0
d1	3.0	RI	h1	1	(1.0, 1.0)	{53}	0	0	0.0	0.0
d1	3.0	RI	h1	2						
d1	3.0	RI	h1	3						
d1	3.0	RI	h1	4						
d1	3.0	RI	h2	1	(0.0, 0.0)	{53}	821	275.01	0.0	0.0
d1	3.0	RI	h2	1	(0.0, 0.05)	{53}	821	275.01	-41.05	-13.75
d1	3.0	RI	h2	1	(0.0, 0.1)	{53}	821	275.01	-82.1	-27.5
d1	3.0	RI	h2	1	(0.0, 0.15)	{53}	821	275.01	-123.15	-41.25
d1	3.0	RI	h2	1	(0.0, 0.2)	{53}	821	275.01	-164.2	-55.0
d1	3.0	RI	h2	1	(0.0, 0.25)	{53}	821	275.01	-205.25	-68.75
d1	3.0	RI	h2	1	(0.0, 0.3)	{143}	959	317.61	-287.7	-95.28
d1	3.0	RI	h2	1	(0.0, 0.35)	{143}	959	317.61	-335.65	-111.16
d1	3.0	RI	h2	1	(0.0, 0.4)	{143}	959	317.61	-383.6	-127.04
d1	3.0	RI	h2	1	(0.0, 0.45)	{143}	959	317.61	-431.55	-142.93
d1	3.0	RI	h2	1	(0.0, 0.5)	{143}	959	317.61	-479.5	-158.81
d1	3.0	RI	h2	1	(0.0, 0.55)	{143}	959	317.61	-527.45	-174.69
d1	3.0	RI	h2	1	(0.0, 0.6)	{143}	959	317.61	-575.4	-190.57
d1	3.0	RI	h2	1	(0.0, 0.65)	{143}	959	317.61	-623.35	-206.45
d1	3.0	RI	h2	1	(0.0, 0.7)	{143}	959	317.61	-671.3	-222.33
d1	3.0	RI	h2	1	(0.0, 0.75)	{143}	959	317.61	-719.25	-238.21
d1	3.0	RI	h2	1	(0.0, 0.8)	{143}	959	317.61	-767.2	-254.09
d1	3.0	RI	h2	1	(0.0, 0.85)	{143}	959	317.61	-815.15	-269.97
d1	3.0	RI	h2	1	(0.0, 0.9)	{143}	959	317.61	-863.1	-285.85
d1	3.0	RI	h2	1	(0.0, 0.95)	{143}	959	317.61	-911.05	-301.73
d1	3.0	RI	h2	1	(0.0, 1.0)	{143}	959	317.61	-959.0	-317.61
d1	3.0	RI	h2	1	(0.05, 0.0)	{53}	821	275.01	41.05	41.05
d1	3.0	RI	h2	1	(0.05, 0.05)	{53}	821	275.01	0.0	27.3
d1	3.0	RI	h2	1	(0.05, 0.1)	{53}	821	275.01	-41.05	13.55
d1	3.0	RI	h2	1	(0.05, 0.15)	{53}	821	275.01	-82.1	-0.2
d1	3.0	RI	h2	1	(0.05, 0.2)	{53}	821	275.01	-123.15	-13.95
d1	3.0	RI	h2	1	(0.05, 0.25)	{53}	821	275.01	-164.2	-27.7
d1	3.0	RI	h2	1	(0.05, 0.3)	{143}	959	317.61	-239.75	-47.33
d1	3.0	RI	h2	1	(0.05, 0.35)	{143}	959	317.61	-287.7	-63.21
d1	3.0	RI	h2	1	(0.05, 0.4)	{143}	959	317.61	-335.65	-79.09
d1	3.0	RI	h2	1	(0.05, 0.45)	{143}	959	317.61	-383.6	-94.98
d1	3.0	RI	h2	1	(0.05, 0.5)	{143}	959	317.61	-431.55	-110.86
d1	3.0	RI	h2	1	(0.05, 0.55)	{143}	959	317.61	-479.5	-126.74
d1	3.0	RI	h2	1	(0.05, 0.6)	{143}	959	317.61	-527.45	-142.62
d1	3.0	RI	h2	1	(0.05, 0.65)	{143}	959	317.61	-575.4	-158.5
d1	3.0	RI	h2	1	(0.05, 0.7)	{143}	959	317.61	-623.35	-174.38
d1	3.0	RI	h2	1	(0.05, 0.75)	{143}	959	317.61	-671.3	-190.26
d1	3.0	RI	h2	1	(0.05, 0.8)	{143}	959	317.61	-719.25	-206.14
d1	3.0	RI	h2	1	(0.05, 0.85)	{143}	959	317.61	-767.2	-222.02
d1	3.0	RI	h2	1	(0.05, 0.9)	{143}	959	317.61	-815.15	-237.9
d1	3.0	RI	h2	1	(0.05, 0.95)	{143}	959	317.61	-863.1	-253.78
d1	3.0	RI	h2	1	(0.05, 1.0)	{143}	959	317.61	-911.05	-269.66
d1	3.0	RI	h2	1	(0.1, 0.0)	{53}	821	275.01	82.1	82.1
d1	3.0	RI	h2	1	(0.1, 0.05)	{53}	821	275.01	41.05	68.35
d1	3.0	RI	h2	1	(0.1, 0.1)	{53}	821	275.01	0.0	54.6
d1	3.0	RI	h2	1	(0.1, 0.15)	{53}	821	275.01	-41.05	40.85
d1	3.0	RI	h2	1	(0.1, 0.2)	{53}	821	275.01	-82.1	27.1
d1	3.0	RI	h2	1	(0.1, 0.25)	{53}	821	275.01	-123.15	13.35
d1	3.0	RI	h2	1	(0.1, 0.3)	{143}	959	317.61	-191.8	0.62
d1	3.0	RI	h2	1	(0.1, 0.35)	{143}	959	317.61	-239.75	-15.26
d1	3.0	RI	h2	1	(0.1, 0.4)	{143}	959	317.61	-287.7	-31.14
d1	3.0	RI	h2	1	(0.1, 0.45)	{143}	959	317.61	-335.65	-47.03
d1	3.0	RI	h2	1	(0.1, 0.5)	{143}	959	317.61	-383.6	-62.91
d1	3.0	RI	h2	1	(0.1, 0.55)	{143}	959	317.61	-431.55	-78.79
d1	3.0	RI	h2	1	(0.1, 0.6)	{143}	959	317.61	-479.5	-94.67
d1	3.0	RI	h2	1	(0.1, 0.65)	{143}	959	317.61	-527.45	-110.55
d1	3.0	RI	h2	1	(0.1, 0.7)	{143}	959	317.61	-575.4	-126.43
d1	3.0	RI	h2	1	(0.1, 0.75)	{143}	959	317.61	-623.35	-142.31
d1	3.0	RI	h2	1	(0.1, 0.8)	{143}	959	317.61	-671.3	-158.19
d1	3.0	RI	h2	1	(0.1, 0.85)	{143}	959	317.61	-719.25	-174.07
d1	3.0	RI	h2	1	(0.1, 0.9)	{143}	959	317.61	-767.2	-189.95
d1	3.0	RI	h2	1	(0.1, 0.95)	{143}	959	317.61	-815.15	-205.83
d1	3.0	RI	h2	1	(0.1, 1.0)	{143}	959	317.61	-863.1	-221.71
d1	3.0	RI	h2	1	(0.15, 0.0)	{53}	793	271.19	118.95	118.95
d1	3.0	RI	h2	1	(0.15, 0.05)	{53}	793	271.19	79.3	105.39
d1	3.0	RI	h2	1	(0.15, 0.1)	{53}	793	271.19	39.65	91.83
d1	3.0	RI	h2	1	(0.15, 0.15)	{53}	793	271.19	0.0	78.27
d1	3.0	RI	h2	1	(0.15, 0.2)	{53}	793	271.19	-39.65	64.71
d1	3.0	RI	h2	1	(0.15, 0.25)	{53}	793	271.19	-79.3	51.15
d1	3.0	RI	h2	1	(0.15, 0.3)	{143}	929	313.51	-139.35	45.3
d1	3.0	RI	h2	1	(0.15, 0.35)	{143}	929	313.51	-185.8	29.62
d1	3.0	RI	h2	1	(0.15, 0.4)	{143}	929	313.51	-232.25	13.95
d1	3.0	RI	h2	1	(0.15, 0.45)	{143}	929	313.51	-278.7	-1.73
d1	3.0	RI	h2	1	(0.15, 0.5)	{143}	929	313.51	-325.15	-17.41
d1	3.0	RI	h2	1	(0.15, 0.55)	{143}	929	313.51	-371.6	-33.08
d1	3.0	RI	h2	1	(0.15, 0.6)	{143}	929	313.51	-418.05	-48.76
d1	3.0	RI	h2	1	(0.15, 0.65)	{143}	929	313.51	-464.5	-64.43
d1	3.0	RI	h2	1	(0.15, 0.7)	{143}	929	313.51	-510.95	-80.11
d1	3.0	RI	h2	1	(0.15, 0.75)	{143}	929	313.51	-557.4	-95.78
d1	3.0	RI	h2	1	(0.15, 0.8)	{143}	929	313.51	-603.85	-111.46
d1	3.0	RI	h2	1	(0.15, 0.85)	{143}	929	313.51	-650.3	-127.13
d1	3.0	RI	h2	1	(0.15, 0.9)	{143}	929	313.51	-696.75	-142.81
d1	3.0	RI	h2	1	(0.15, 0.95)	{143}	929	313.51	-743.2	-158.49
d1	3.0	RI	h2	1	(0.15, 1.0)	{143}	929	313.51	-789.65	-174.16
d1	3.0	RI	h2	1	(0.2, 0.0)	{53}	744	262.76	148.8	148.8
d1	3.0	RI	h2	1	(0.2, 0.05)	{53}	744	262.76	111.6	135.66
d1	3.0	RI	h2	1	(0.2, 0.1)	{53}	744	262.76	74.4	122.52
d1	3.0	RI	h2	1	(0.2, 0.15)	{53}	744	262.76	37.2	109.39
d1	3.0	RI	h2	1	(0.2, 0.2)	{53}	744	262.76	0.0	96.25
d1	3.0	RI	h2	1	(0.2, 0.25)	{53}	744	262.76	-37.2	83.11
d1	3.0	RI	h2	1	(0.2, 0.3)	{143}	871	303.54	-87.1	83.14
d1	3.0	RI	h2	1	(0.2, 0.35)	{143}	871	303.54	-130.65	67.96
d1	3.0	RI	h2	1	(0.2, 0.4)	{143}	871	303.54	-174.2	52.78
d1	3.0	RI	h2	1	(0.2, 0.45)	{143}	871	303.54	-217.75	37.61
d1	3.0	RI	h2	1	(0.2, 0.5)	{143}	871	303.54	-261.3	22.43
d1	3.0	RI	h2	1	(0.2, 0.55)	{143}	871	303.54	-304.85	7.25
d1	3.0	RI	h2	1	(0.2, 0.6)	{143}	871	303.54	-348.4	-7.92
d1	3.0	RI	h2	1	(0.2, 0.65)	{143}	871	303.54	-391.95	-23.1
d1	3.0	RI	h2	1	(0.2, 0.7)	{143}	871	303.54	-435.5	-38.28
d1	3.0	RI	h2	1	(0.2, 0.75)	{143}	871	303.54	-479.05	-53.45
d1	3.0	RI	h2	1	(0.2, 0.8)	{143}	871	303.54	-522.6	-68.63
d1	3.0	RI	h2	1	(0.2, 0.85)	{143}	871	303.54	-566.15	-83.81
d1	3.0	RI	h2	1	(0.2, 0.9)	{143}	871	303.54	-609.7	-98.98
d1	3.0	RI	h2	1	(0.2, 0.95)	{143}	871	303.54	-653.25	-114.16
d1	3.0	RI	h2	1	(0.2, 1.0)	{143}	871	303.54	-696.8	-129.34
d1	3.0	RI	h2	1	(0.25, 0.0)	{53}	655	242.12	163.75	163.75
d1	3.0	RI	h2	1	(0.25, 0.05)	{53}	655	242.12	131.0	151.64
d1	3.0	RI	h2	1	(0.25, 0.1)	{53}	655	242.12	98.25	139.54
d1	3.0	RI	h2	1	(0.25, 0.15)	{53}	655	242.12	65.5	127.43
d1	3.0	RI	h2	1	(0.25, 0.2)	{53}	655	242.12	32.75	115.33
d1	3.0	RI	h2	1	(0.25, 0.25)	{53}	655	242.12	0.0	103.22
d1	3.0	RI	h2	1	(0.25, 0.3)	{143}	765	278.92	-38.25	107.57
d1	3.0	RI	h2	1	(0.25, 0.35)	{143}	765	278.92	-76.5	93.63
d1	3.0	RI	h2	1	(0.25, 0.4)	{143}	765	278.92	-114.75	79.68
d1	3.0	RI	h2	1	(0.25, 0.45)	{143}	765	278.92	-153.0	65.74
d1	3.0	RI	h2	1	(0.25, 0.5)	{143}	765	278.92	-191.25	51.79
d1	3.0	RI	h2	1	(0.25, 0.55)	{143}	765	278.92	-229.5	37.84
d1	3.0	RI	h2	1	(0.25, 0.6)	{143}	765	278.92	-267.75	23.9
d1	3.0	RI	h2	1	(0.25, 0.65)	{143}	765	278.92	-306.0	9.95
d1	3.0	RI	h2	1	(0.25, 0.7)	{143}	765	278.92	-344.25	-4.0
d1	3.0	RI	h2	1	(0.25, 0.75)	{143}	765	278.92	-382.5	-17.94
d1	3.0	RI	h2	1	(0.25, 0.8)	{143}	765	278.92	-420.75	-31.89
d1	3.0	RI	h2	1	(0.25, 0.85)	{143}	765	278.92	-459.0	-45.83
d1	3.0	RI	h2	1	(0.25, 0.9)	{143}	765	278.92	-497.25	-59.78
d1	3.0	RI	h2	1	(0.25, 0.95)	{143}	765	278.92	-535.5	-73.73
d1	3.0	RI	h2	1	(0.25, 1.0)	{143}	765	278.92	-573.75	-87.67
d1	3.0	RI	h2	1	(0.3, 0.0)	{53}	485	197.12	145.5	145.5
d1	3.0	RI	h2	1	(0.3, 0.05)	{53}	485	197.12	121.25	135.64
d1	3.0	RI	h2	1	(0.3, 0.1)	{53}	485	197.12	97.0	125.79
d1	3.0	RI	h2	1	(0.3, 0.15)	{53}	485	197.12	72.75	115.93
d1	3.0	RI	h2	1	(0.3, 0.2)	{53}	485	197.12	48.5	106.08
d1	3.0	RI	h2	1	(0.3, 0.25)	{53}	485	197.12	24.25	96.22
d1	3.0	RI	h2	1	(0.3, 0.3)	{143}	546	220.59	0.0	97.62
d1	3.0	RI	h2	1	(0.3, 0.35)	{143}	546	220.59	-27.3	86.59
d1	3.0	RI	h2	1	(0.3, 0.4)	{143}	546	220.59	-54.6	75.56
d1	3.0	RI	h2	1	(0.3, 0.45)	{143}	546	220.59	-81.9	64.53
d1	3.0	RI	h2	1	(0.3, 0.5)	{143}	546	220.59	-109.2	53.5
d1	3.0	RI	h2	1	(0.3, 0.55)	{143}	546	220.59	-136.5	42.48
d1	3.0	RI	h2	1	(0.3, 0.6)	{143}	546	220.59	-163.8	31.45
d1	3.0	RI	h2	1	(0.3, 0.65)	{143}	546	220.59	-191.1	20.42
d1	3.0	RI	h2	1	(0.3, 0.7)	{143}	546	220.59	-218.4	9.39
d1	3.0	RI	h2	1	(0.3, 0.75)	{143}	546	220.59	-245.7	-1.64
d1	3.0	RI	h2	1	(0.3, 0.8)	{143}	546	220.59	-273.0	-12.67
d1	3.0	RI	h2	1	(0.3, 0.85)	{143}	546	220.59	-300.3	-23.7
d1	3.0	RI	h2	1	(0.3, 0.9)	{143}	546	220.59	-327.6	-34.73
d1	3.0	RI	h2	1	(0.3, 0.95)	{143}	546	220.59	-354.9	-45.76
d1	3.0	RI	h2	1	(0.3, 1.0)	{143}	546	220.59	-382.2	-56.79
d1	3.0	RI	h2	1	(0.35, 0.0)	{53}	332	148.82	116.2	116.2
d1	3.0	RI	h2	1	(0.35, 0.05)	{53}	332	148.82	99.6	108.76
d1	3.0	RI	h2	1	(0.35, 0.1)	{53}	332	148.82	83.0	101.32
d1	3.0	RI	h2	1	(0.35, 0.15)	{53}	332	148.82	66.4	93.88
d1	3.0	RI	h2	1	(0.35, 0.2)	{53}	332	148.82	49.8	86.44
d1	3.0	RI	h2	1	(0.35, 0.25)	{53}	332	148.82	33.2	78.99
d1	3.0	RI	h2	1	(0.35, 0.3)	{143}	361	162.4	18.05	77.63
d1	3.0	RI	h2	1	(0.35, 0.35)	{143}	361	162.4	0.0	69.51
d1	3.0	RI	h2	1	(0.35, 0.4)	{143}	361	162.4	-18.05	61.39
d1	3.0	RI	h2	1	(0.35, 0.45)	{143}	361	162.4	-36.1	53.27
d1	3.0	RI	h2	1	(0.35, 0.5)	{143}	361	162.4	-54.15	45.15
d1	3.0	RI	h2	1	(0.35, 0.55)	{143}	361	162.4	-72.2	37.03
d1	3.0	RI	h2	1	(0.35, 0.6)	{143}	361	162.4	-90.25	28.91
d1	3.0	RI	h2	1	(0.35, 0.65)	{143}	361	162.4	-108.3	20.79
d1	3.0	RI	h2	1	(0.35, 0.7)	{143}	361	162.4	-126.35	12.67
d1	3.0	RI	h2	1	(0.35, 0.75)	{143}	361	162.4	-144.4	4.55
d1	3.0	RI	h2	1	(0.35, 0.8)	{143}	361	162.4	-162.45	-3.57
d1	3.0	RI	h2	1	(0.35, 0.85)	{143}	361	162.4	-180.5	-11.69
d1	3.0	RI	h2	1	(0.35, 0.9)	{143}	361	162.4	-198.55	-19.81
d1	3.0	RI	h2	1	(0.35, 0.95)	{143}	361	162.4	-216.6	-27.93
d1	3.0	RI	h2	1	(0.35, 1.0)	{143}	361	162.4	-234.65	-36.05
d1	3.0	RI	h2	1	(0.4, 0.0)	{53}	184	95.21	73.6	73.6
d1	3.0	RI	h2	1	(0.4, 0.05)	{53}	184	95.21	64.4	68.84
d1	3.0	RI	h2	1	(0.4, 0.1)	{53}	184	95.21	55.2	64.08
d1	3.0	RI	h2	1	(0.4, 0.15)	{53}	184	95.21	46.0	59.32
d1	3.0	RI	h2	1	(0.4, 0.2)	{53}	184	95.21	36.8	54.56
d1	3.0	RI	h2	1	(0.4, 0.25)	{53}	184	95.21	27.6	49.8
d1	3.0	RI	h2	1	(0.4, 0.3)	{143}	173	94.07	17.3	40.98
d1	3.0	RI	h2	1	(0.4, 0.35)	{143}	173	94.07	8.65	36.27
d1	3.0	RI	h2	1	(0.4, 0.4)	{143}	173	94.07	0.0	31.57
d1	3.0	RI	h2	1	(0.4, 0.45)	{143}	173	94.07	-8.65	26.87
d1	3.0	RI	h2	1	(0.4, 0.5)	{143}	173	94.07	-17.3	22.16
d1	3.0	RI	h2	1	(0.4, 0.55)	{143}	173	94.07	-25.95	17.46
d1	3.0	RI	h2	1	(0.4, 0.6)	{143}	173	94.07	-34.6	12.76
d1	3.0	RI	h2	1	(0.4, 0.65)	{143}	173	94.07	-43.25	8.05
d1	3.0	RI	h2	1	(0.4, 0.7)	{143}	173	94.07	-51.9	3.35
d1	3.0	RI	h2	1	(0.4, 0.75)	{143}	173	94.07	-60.55	-1.35
d1	3.0	RI	h2	1	(0.4, 0.8)	{143}	173	94.07	-69.2	-6.06
d1	3.0	RI	h2	1	(0.4, 0.85)	{143}	173	94.07	-77.85	-10.76
d1	3.0	RI	h2	1	(0.4, 0.9)	{143}	173	94.07	-86.5	-15.47
d1	3.0	RI	h2	1	(0.4, 0.95)	{143}	173	94.07	-95.15	-20.17
d1	3.0	RI	h2	1	(0.4, 1.0)	{143}	173	94.07	-103.8	-24.87
d1	3.0	RI	h2	1	(0.45, 0.0)	{53}	153	81.93	68.85	68.85
d1	3.0	RI	h2	1	(0.45, 0.05)	{53}	153	81.93	61.2	64.75
d1	3.0	RI	h2	1	(0.45, 0.1)	{53}	153	81.93	53.55	60.66
d1	3.0	RI	h2	1	(0.45, 0.15)	{53}	153	81.93	45.9	56.56
d1	3.0	RI	h2	1	(0.45, 0.2)	{53}	153	81.93	38.25	52.46
d1	3.0	RI	h2	1	(0.45, 0.25)	{53}	153	81.93	30.6	48.37
d1	3.0	RI	h2	1	(0.45, 0.3)	{143}	158	87.77	23.7	44.77
d1	3.0	RI	h2	1	(0.45, 0.35)	{143}	158	87.77	15.8	40.38
d1	3.0	RI	h2	1	(0.45, 0.4)	{143}	158	87.77	7.9	35.99
d1	3.0	RI	h2	1	(0.45, 0.45)	{143}	158	87.77	0.0	31.6
d1	3.0	RI	h2	1	(0.45, 0.5)	{143}	158	87.77	-7.9	27.22
d1	3.0	RI	h2	1	(0.45, 0.55)	{143}	158	87.77	-15.8	22.83
d1	3.0	RI	h2	1	(0.45, 0.6)	{143}	158	87.77	-23.7	18.44
d1	3.0	RI	h2	1	(0.45, 0.65)	{143}	158	87.77	-31.6	14.05
d1	3.0	RI	h2	1	(0.45, 0.7)	{143}	158	87.77	-39.5	9.66
d1	3.0	RI	h2	1	(0.45, 0.75)	{143}	158	87.77	-47.4	5.27
d1	3.0	RI	h2	1	(0.45, 0.8)	{143}	158	87.77	-55.3	0.89
d1	3.0	RI	h2	1	(0.45, 0.85)	{143}	158	87.77	-63.2	-3.5
d1	3.0	RI	h2	1	(0.45, 0.9)	{143}	158	87.77	-71.1	-7.89
d1	3.0	RI	h2	1	(0.45, 0.95)	{143}	158	87.77	-79.0	-12.28
d1	3.0	RI	h2	1	(0.45, 1.0)	{143}	158	87.77	-86.9	-16.67
d1	3.0	RI	h2	1	(0.5, 0.0)	{53}	68	42.16	34.0	34.0
d1	3.0	RI	h2	1	(0.5, 0.05)	{53}	68	42.16	30.6	31.89
d1	3.0	RI	h2	1	(0.5, 0.1)	{53}	68	42.16	27.2	29.78
d1	3.0	RI	h2	1	(0.5, 0.15)	{53}	68	42.16	23.8	27.68
d1	3.0	RI	h2	1	(0.5, 0.2)	{53}	68	42.16	20.4	25.57
d1	3.0	RI	h2	1	(0.5, 0.25)	{53}	68	42.16	17.0	23.46
d1	3.0	RI	h2	1	(0.5, 0.3)	{143}	100	60.34	20.0	31.9
d1	3.0	RI	h2	1	(0.5, 0.35)	{143}	100	60.34	15.0	28.88
d1	3.0	RI	h2	1	(0.5, 0.4)	{143}	100	60.34	10.0	25.86
d1	3.0	RI	h2	1	(0.5, 0.45)	{143}	100	60.34	5.0	22.85
d1	3.0	RI	h2	1	(0.5, 0.5)	{143}	100	60.34	0.0	19.83
d1	3.0	RI	h2	1	(0.5, 0.55)	{143}	100	60.34	-5.0	16.81
d1	3.0	RI	h2	1	(0.5, 0.6)	{143}	100	60.34	-10.0	13.79
d1	3.0	RI	h2	1	(0.5, 0.65)	{143}	100	60.34	-15.0	10.78
d1	3.0	RI	h2	1	(0.5, 0.7)	{143}	100	60.34	-20.0	7.76
d1	3.0	RI	h2	1	(0.5, 0.75)	{143}	100	60.34	-25.0	4.74
d1	3.0	RI	h2	1	(0.5, 0.8)	{143}	100	60.34	-30.0	1.73
d1	3.0	RI	h2	1	(0.5, 0.85)	{143}	100	60.34	-35.0	-1.29
d1	3.0	RI	h2	1	(0.5, 0.9)	{143}	100	60.34	-40.0	-4.31
d1	3.0	RI	h2	1	(0.5, 0.95)	{143}	100	60.34	-45.0	-7.33
d1	3.0	RI	h2	1	(0.5, 1.0)	{143}	100	60.34	-50.0	-10.34
d1	3.0	RI	h2	1	(0.55, 0.0)	{53}	39	26.87	21.45	21.45
d1	3.0	RI	h2	1	(0.55, 0.05)	{53}	39	26.87	19.5	20.11
d1	3.0	RI	h2	1	(0.55, 0.1)	{53}	39	26.87	17.55	18.76
d1	3.0	RI	h2	1	(0.55, 0.15)	{53}	39	26.87	15.6	17.42
d1	3.0	RI	h2	1	(0.55, 0.2)	{53}	39	26.87	13.65	16.08
d1	3.0	RI	h2	1	(0.55, 0.25)	{53}	39	26.87	11.7	14.73
d1	3.0	RI	h2	1	(0.55, 0.3)	{143}	65	42.37	16.25	23.04
d1	3.0	RI	h2	1	(0.55, 0.35)	{143}	65	42.37	13.0	20.92
d1	3.0	RI	h2	1	(0.55, 0.4)	{143}	65	42.37	9.75	18.8
d1	3.0	RI	h2	1	(0.55, 0.45)	{143}	65	42.37	6.5	16.68
d1	3.0	RI	h2	1	(0.55, 0.5)	{143}	65	42.37	3.25	14.57
d1	3.0	RI	h2	1	(0.55, 0.55)	{143}	65	42.37	0.0	12.45
d1	3.0	RI	h2	1	(0.55, 0.6)	{143}	65	42.37	-3.25	10.33
d1	3.0	RI	h2	1	(0.55, 0.65)	{143}	65	42.37	-6.5	8.21
d1	3.0	RI	h2	1	(0.55, 0.7)	{143}	65	42.37	-9.75	6.09
d1	3.0	RI	h2	1	(0.55, 0.75)	{143}	65	42.37	-13.0	3.97
d1	3.0	RI	h2	1	(0.55, 0.8)	{143}	65	42.37	-16.25	1.85
d1	3.0	RI	h2	1	(0.55, 0.85)	{143}	65	42.37	-19.5	-0.26
d1	3.0	RI	h2	1	(0.55, 0.9)	{143}	65	42.37	-22.75	-2.38
d1	3.0	RI	h2	1	(0.55, 0.95)	{143}	65	42.37	-26.0	-4.5
d1	3.0	RI	h2	1	(0.55, 1.0)	{143}	65	42.37	-29.25	-6.62
d1	3.0	RI	h2	1	(0.6, 0.0)	{53}	32	22.69	19.2	19.2
d1	3.0	RI	h2	1	(0.6, 0.05)	{53}	32	22.69	17.6	18.07
d1	3.0	RI	h2	1	(0.6, 0.1)	{53}	32	22.69	16.0	16.93
d1	3.0	RI	h2	1	(0.6, 0.15)	{53}	32	22.69	14.4	15.8
d1	3.0	RI	h2	1	(0.6, 0.2)	{53}	32	22.69	12.8	14.66
d1	3.0	RI	h2	1	(0.6, 0.25)	{53}	32	22.69	11.2	13.53
d1	3.0	RI	h2	1	(0.6, 0.3)	{143}	38	26.96	11.4	14.71
d1	3.0	RI	h2	1	(0.6, 0.35)	{143}	38	26.96	9.5	13.37
d1	3.0	RI	h2	1	(0.6, 0.4)	{143}	38	26.96	7.6	12.02
d1	3.0	RI	h2	1	(0.6, 0.45)	{143}	38	26.96	5.7	10.67
d1	3.0	RI	h2	1	(0.6, 0.5)	{143}	38	26.96	3.8	9.32
d1	3.0	RI	h2	1	(0.6, 0.55)	{143}	38	26.96	1.9	7.97
d1	3.0	RI	h2	1	(0.6, 0.6)	{143}	38	26.96	0.0	6.63
d1	3.0	RI	h2	1	(0.6, 0.65)	{143}	38	26.96	-1.9	5.28
d1	3.0	RI	h2	1	(0.6, 0.7)	{143}	38	26.96	-3.8	3.93
d1	3.0	RI	h2	1	(0.6, 0.75)	{143}	38	26.96	-5.7	2.58
d1	3.0	RI	h2	1	(0.6, 0.8)	{143}	38	26.96	-7.6	1.23
d1	3.0	RI	h2	1	(0.6, 0.85)	{143}	38	26.96	-9.5	-0.11
d1	3.0	RI	h2	1	(0.6, 0.9)	{143}	38	26.96	-11.4	-1.46
d1	3.0	RI	h2	1	(0.6, 0.95)	{143}	38	26.96	-13.3	-2.81
d1	3.0	RI	h2	1	(0.6, 1.0)	{143}	38	26.96	-15.2	-4.16
d1	3.0	RI	h2	1	(0.65, 0.0)	{53}	26	18.98	16.9	16.9
d1	3.0	RI	h2	1	(0.65, 0.05)	{53}	26	18.98	15.6	15.95
d1	3.0	RI	h2	1	(0.65, 0.1)	{53}	26	18.98	14.3	15.0
d1	3.0	RI	h2	1	(0.65, 0.15)	{53}	26	18.98	13.0	14.05
d1	3.0	RI	h2	1	(0.65, 0.2)	{53}	26	18.98	11.7	13.1
d1	3.0	RI	h2	1	(0.65, 0.25)	{53}	26	18.98	10.4	12.15
d1	3.0	RI	h2	1	(0.65, 0.3)	{143}	29	21.4	10.15	12.43
d1	3.0	RI	h2	1	(0.65, 0.35)	{143}	29	21.4	8.7	11.36
d1	3.0	RI	h2	1	(0.65, 0.4)	{143}	29	21.4	7.25	10.29
d1	3.0	RI	h2	1	(0.65, 0.45)	{143}	29	21.4	5.8	9.22
d1	3.0	RI	h2	1	(0.65, 0.5)	{143}	29	21.4	4.35	8.15
d1	3.0	RI	h2	1	(0.65, 0.55)	{143}	29	21.4	2.9	7.08
d1	3.0	RI	h2	1	(0.65, 0.6)	{143}	29	21.4	1.45	6.01
d1	3.0	RI	h2	1	(0.65, 0.65)	{143}	29	21.4	0.0	4.94
d1	3.0	RI	h2	1	(0.65, 0.7)	{143}	29	21.4	-1.45	3.87
