did	lamb	obj	method	budget	scheme	setM_star	I	W	RI	RW
d1	3.0	RI	h2	1	(0.65, 0.75)	{143}	29	21.4	-2.9	2.8
d1	3.0	RI	h2	1	(0.65, 0.8)	{143}	29	21.4	-4.35	1.73
d1	3.0	RI	h2	1	(0.65, 0.85)	{143}	29	21.4	-5.8	0.66
d1	3.0	RI	h2	1	(0.65, 0.9)	{143}	29	21.4	-7.25	-0.41
d1	3.0	RI	h2	1	(0.65, 0.95)	{143}	29	21.4	-8.7	-1.48
d1	3.0	RI	h2	1	(0.65, 1.0)	{143}	29	21.4	-10.15	-2.55
d1	3.0	RI	h2	1	(0.7, 0.0)	{53}	9	7.75	6.3	6.3
d1	3.0	RI	h2	1	(0.7, 0.05)	{53}	9	7.75	5.85	5.91
d1	3.0	RI	h2	1	(0.7, 0.1)	{53}	9	7.75	5.4	5.53
d1	3.0	RI	h2	1	(0.7, 0.15)	{53}	9	7.75	4.95	5.14
d1	3.0	RI	h2	1	(0.7, 0.2)	{53}	9	7.75	4.5	4.75
d1	3.0	RI	h2	1	(0.7, 0.25)	{53}	9	7.75	4.05	4.36
d1	3.0	RI	h2	1	(0.7, 0.3)	{143}	29	21.4	11.6	13.88
d1	3.0	RI	h2	1	(0.7, 0.35)	{143}	29	21.4	10.15	12.81
d1	3.0	RI	h2	1	(0.7, 0.4)	{143}	29	21.4	8.7	11.74
d1	3.0	RI	h2	1	(0.7, 0.45)	{143}	29	21.4	7.25	10.67
d1	3.0	RI	h2	1	(0.7, 0.5)	{143}	29	21.4	5.8	9.6
d1	3.0	RI	h2	1	(0.7, 0.55)	{143}	29	21.4	4.35	8.53
d1	3.0	RI	h2	1	(0.7, 0.6)	{143}	29	21.4	2.9	7.46
d1	3.0	RI	h2	1	(0.7, 0.65)	{143}	29	21.4	1.45	6.39
d1	3.0	RI	h2	1	(0.7, 0.7)	{143}	29	21.4	0.0	5.32
d1	3.0	RI	h2	1	(0.7, 0.75)	{143}	29	21.4	-1.45	4.25
d1	3.0	RI	h2	1	(0.7, 0.8)	{143}	29	21.4	-2.9	3.18
d1	3.0	RI	h2	1	(0.7, 0.85)	{143}	29	21.4	-4.35	2.11
d1	3.0	RI	h2	1	(0.7, 0.9)	{143}	29	21.4	-5.8	1.04
d1	3.0	RI	h2	1	(0.7, 0.95)	{143}	29	21.4	-7.25	-0.03
d1	3.0	RI	h2	1	(0.7, 1.0)	{143}	29	21.4	-8.7	-1.1
d1	3.0	RI	h2	1	(0.75, 0.0)	{53}	9	7.75	6.75	6.75
d1	3.0	RI	h2	1	(0.75, 0.05)	{53}	9	7.75	6.3	6.36
d1	3.0	RI	h2	1	(0.75, 0.1)	{53}	9	7.75	5.85	5.98
d1	3.0	RI	h2	1	(0.75, 0.15)	{53}	9	7.75	5.4	5.59
d1	3.0	RI	h2	1	(0.75, 0.2)	{53}	9	7.75	4.95	5.2
d1	3.0	RI	h2	1	(0.75, 0.25)	{53}	9	7.75	4.5	4.81
d1	3.0	RI	h2	1	(0.75, 0.3)	{143}	1	0.85	0.45	0.49
d1	3.0	RI	h2	1	(0.75, 0.35)	{143}	1	0.85	0.4	0.45
d1	3.0	RI	h2	1	(0.75, 0.4)	{143}	1	0.85	0.35	0.41
d1	3.0	RI	h2	1	(0.75, 0.45)	{143}	1	0.85	0.3	0.37
d1	3.0	RI	h2	1	(0.75, 0.5)	{143}	1	0.85	0.25	0.32
d1	3.0	RI	h2	1	(0.75, 0.55)	{143}	1	0.85	0.2	0.28
d1	3.0	RI	h2	1	(0.75, 0.6)	{143}	1	0.85	0.15	0.24
d1	3.0	RI	h2	1	(0.75, 0.65)	{143}	1	0.85	0.1	0.2
d1	3.0	RI	h2	1	(0.75, 0.7)	{143}	1	0.85	0.05	0.15
d1	3.0	RI	h2	1	(0.75, 0.75)	{143}	1	0.85	0.0	0.11
d1	3.0	RI	h2	1	(0.75, 0.8)	{143}	1	0.85	-0.05	0.07
d1	3.0	RI	h2	1	(0.75, 0.85)	{143}	1	0.85	-0.1	0.02
d1	3.0	RI	h2	1	(0.75, 0.9)	{143}	1	0.85	-0.15	-0.02
d1	3.0	RI	h2	1	(0.75, 0.95)	{143}	1	0.85	-0.2	-0.06
d1	3.0	RI	h2	1	(0.75, 1.0)	{143}	1	0.85	-0.25	-0.1
d1	3.0	RI	h2	1	(0.8, 0.0)	{53}	9	7.75	7.2	7.2
d1	3.0	RI	h2	1	(0.8, 0.05)	{53}	9	7.75	6.75	6.81
d1	3.0	RI	h2	1	(0.8, 0.1)	{53}	9	7.75	6.3	6.43
d1	3.0	RI	h2	1	(0.8, 0.15)	{53}	9	7.75	5.85	6.04
d1	3.0	RI	h2	1	(0.8, 0.2)	{53}	9	7.75	5.4	5.65
d1	3.0	RI	h2	1	(0.8, 0.25)	{53}	9	7.75	4.95	5.26
d1	3.0	RI	h2	1	(0.8, 0.3)	{143}	1	0.85	0.5	0.54
d1	3.0	RI	h2	1	(0.8, 0.35)	{143}	1	0.85	0.45	0.5
d1	3.0	RI	h2	1	(0.8, 0.4)	{143}	1	0.85	0.4	0.46
d1	3.0	RI	h2	1	(0.8, 0.45)	{143}	1	0.85	0.35	0.42
d1	3.0	RI	h2	1	(0.8, 0.5)	{143}	1	0.85	0.3	0.37
d1	3.0	RI	h2	1	(0.8, 0.55)	{143}	1	0.85	0.25	0.33
d1	3.0	RI	h2	1	(0.8, 0.6)	{143}	1	0.85	0.2	0.29
d1	3.0	RI	h2	1	(0.8, 0.65)	{143}	1	0.85	0.15	0.25
d1	3.0	RI	h2	1	(0.8, 0.7)	{143}	1	0.85	0.1	0.2
d1	3.0	RI	h2	1	(0.8, 0.75)	{143}	1	0.85	0.05	0.16
d1	3.0	RI	h2	1	(0.8, 0.8)	{143}	1	0.85	0.0	0.12
d1	3.0	RI	h2	1	(0.8, 0.85)	{143}	1	0.85	-0.05	0.07
d1	3.0	RI	h2	1	(0.8, 0.9)	{143}	1	0.85	-0.1	0.03
d1	3.0	RI	h2	1	(0.8, 0.95)	{143}	1	0.85	-0.15	-0.01
d1	3.0	RI	h2	1	(0.8, 1.0)	{143}	1	0.85	-0.2	-0.05
d1	3.0	RI	h2	1	(0.85, 0.0)	{53}	9	7.75	7.65	7.65
d1	3.0	RI	h2	1	(0.85, 0.05)	{53}	9	7.75	7.2	7.26
d1	3.0	RI	h2	1	(0.85, 0.1)	{53}	9	7.75	6.75	6.88
d1	3.0	RI	h2	1	(0.85, 0.15)	{53}	9	7.75	6.3	6.49
d1	3.0	RI	h2	1	(0.85, 0.2)	{53}	9	7.75	5.85	6.1
d1	3.0	RI	h2	1	(0.85, 0.25)	{53}	9	7.75	5.4	5.71
d1	3.0	RI	h2	1	(0.85, 0.3)	{143}	1	0.85	0.55	0.59
d1	3.0	RI	h2	1	(0.85, 0.35)	{143}	1	0.85	0.5	0.55
d1	3.0	RI	h2	1	(0.85, 0.4)	{143}	1	0.85	0.45	0.51
d1	3.0	RI	h2	1	(0.85, 0.45)	{143}	1	0.85	0.4	0.47
d1	3.0	RI	h2	1	(0.85, 0.5)	{143}	1	0.85	0.35	0.42
d1	3.0	RI	h2	1	(0.85, 0.55)	{143}	1	0.85	0.3	0.38
d1	3.0	RI	h2	1	(0.85, 0.6)	{143}	1	0.85	0.25	0.34
d1	3.0	RI	h2	1	(0.85, 0.65)	{143}	1	0.85	0.2	0.3
d1	3.0	RI	h2	1	(0.85, 0.7)	{143}	1	0.85	0.15	0.25
d1	3.0	RI	h2	1	(0.85, 0.75)	{143}	1	0.85	0.1	0.21
d1	3.0	RI	h2	1	(0.85, 0.8)	{143}	1	0.85	0.05	0.17
d1	3.0	RI	h2	1	(0.85, 0.85)	{143}	1	0.85	0.0	0.12
d1	3.0	RI	h2	1	(0.85, 0.9)	{143}	1	0.85	-0.05	0.08
d1	3.0	RI	h2	1	(0.85, 0.95)	{143}	1	0.85	-0.1	0.04
d1	3.0	RI	h2	1	(0.85, 1.0)	{143}	1	0.85	-0.15	-0.0
d1	3.0	RI	h2	1	(0.9, 0.0)	{53}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.9, 0.05)	{53}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.9, 0.1)	{53}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.9, 0.15)	{53}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.9, 0.2)	{53}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.9, 0.25)	{53}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.9, 0.3)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.9, 0.35)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.9, 0.4)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.9, 0.45)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.9, 0.5)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.9, 0.55)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.9, 0.6)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.9, 0.65)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.9, 0.7)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.9, 0.75)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.9, 0.8)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.9, 0.85)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.9, 0.9)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.9, 0.95)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.9, 1.0)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 0.0)	{53}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 0.05)	{53}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 0.1)	{53}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 0.15)	{53}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 0.2)	{53}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 0.25)	{53}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 0.3)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 0.35)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 0.4)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 0.45)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 0.5)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 0.55)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 0.6)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 0.65)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 0.7)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 0.75)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 0.8)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 0.85)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 0.9)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 0.95)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(0.95, 1.0)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 0.0)	{53}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 0.05)	{53}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 0.1)	{53}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 0.15)	{53}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 0.2)	{53}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 0.25)	{53}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 0.3)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 0.35)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 0.4)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 0.45)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 0.5)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 0.55)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 0.6)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 0.65)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 0.7)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 0.75)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 0.8)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 0.85)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 0.9)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 0.95)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	1	(1.0, 1.0)	{143}	0	0	0.0	0.0
d1	3.0	RI	h2	2	(0.0, 0.0)	{53}	821	275.01	0.0	0.0
d1	3.0	RI	h2	2	(0.0, 0.05)	{53}	821	275.01	-41.05	-13.75
d1	3.0	RI	h2	2	(0.0, 0.1)	{53}	821	275.01	-82.1	-27.5
d1	3.0	RI	h2	2	(0.0, 0.15)	{53}	821	275.01	-123.15	-41.25
d1	3.0	RI	h2	2	(0.0, 0.2)	{72, 53}	1331	442.51	-266.2	-88.5
d1	3.0	RI	h2	2	(0.0, 0.25)	{72, 53}	1331	442.51	-332.75	-110.63
d1	3.0	RI	h2	2	(0.0, 0.3)	{53, 143}	1734	578.9	-520.2	-173.67
d1	3.0	RI	h2	2	(0.0, 0.35)	{53, 143}	1734	578.9	-606.9	-202.61
d1	3.0	RI	h2	2	(0.0, 0.4)	{53, 143}	1734	578.9	-693.6	-231.56
d1	3.0	RI	h2	2	(0.0, 0.45)	{53, 143}	1734	578.9	-780.3	-260.5
d1	3.0	RI	h2	2	(0.0, 0.5)	{53, 143}	1734	578.9	-867.0	-289.45
d1	3.0	RI	h2	2	(0.0, 0.55)	{53, 143}	1734	578.9	-953.7	-318.39
d1	3.0	RI	h2	2	(0.0, 0.6)	{53, 143}	1734	578.9	-1040.4	-347.34
d1	3.0	RI	h2	2	(0.0, 0.65)	{53, 143}	1734	578.9	-1127.1	-376.28
d1	3.0	RI	h2	2	(0.0, 0.7)	{53, 143}	1734	578.9	-1213.8	-405.23
d1	3.0	RI	h2	2	(0.0, 0.75)	{53, 143}	1734	578.9	-1300.5	-434.17
d1	3.0	RI	h2	2	(0.0, 0.8)	{53, 143}	1734	578.9	-1387.2	-463.12
d1	3.0	RI	h2	2	(0.0, 0.85)	{53, 143}	1734	578.9	-1473.9	-492.06
d1	3.0	RI	h2	2	(0.0, 0.9)	{53, 143}	1734	578.9	-1560.6	-521.01
d1	3.0	RI	h2	2	(0.0, 0.95)	{53, 143}	1734	578.9	-1647.3	-549.95
d1	3.0	RI	h2	2	(0.0, 1.0)	{53, 143}	1734	578.9	-1734.0	-578.9
d1	3.0	RI	h2	2	(0.05, 0.0)	{53}	821	275.01	41.05	41.05
d1	3.0	RI	h2	2	(0.05, 0.05)	{53}	821	275.01	0.0	27.3
d1	3.0	RI	h2	2	(0.05, 0.1)	{53}	821	275.01	-41.05	13.55
d1	3.0	RI	h2	2	(0.05, 0.15)	{53}	821	275.01	-82.1	-0.2
d1	3.0	RI	h2	2	(0.05, 0.2)	{72, 53}	1331	442.51	-199.65	-21.95
d1	3.0	RI	h2	2	(0.05, 0.25)	{72, 53}	1331	442.51	-266.2	-44.08
d1	3.0	RI	h2	2	(0.05, 0.3)	{53, 143}	1734	578.9	-433.5	-86.97
d1	3.0	RI	h2	2	(0.05, 0.35)	{53, 143}	1734	578.9	-520.2	-115.91
d1	3.0	RI	h2	2	(0.05, 0.4)	{53, 143}	1734	578.9	-606.9	-144.86
d1	3.0	RI	h2	2	(0.05, 0.45)	{53, 143}	1734	578.9	-693.6	-173.8
d1	3.0	RI	h2	2	(0.05, 0.5)	{53, 143}	1734	578.9	-780.3	-202.75
d1	3.0	RI	h2	2	(0.05, 0.55)	{53, 143}	1734	578.9	-867.0	-231.69
d1	3.0	RI	h2	2	(0.05, 0.6)	{53, 143}	1734	578.9	-953.7	-260.64
d1	3.0	RI	h2	2	(0.05, 0.65)	{53, 143}	1734	578.9	-1040.4	-289.58
d1	3.0	RI	h2	2	(0.05, 0.7)	{53, 143}	1734	578.9	-1127.1	-318.53
d1	3.0	RI	h2	2	(0.05, 0.75)	{53, 143}	1734	578.9	-1213.8	-347.47
d1	3.0	RI	h2	2	(0.05, 0.8)	{53, 143}	1734	578.9	-1300.5	-376.42
d1	3.0	RI	h2	2	(0.05, 0.85)	{53, 143}	1734	578.9	-1387.2	-405.36
d1	3.0	RI	h2	2	(0.05, 0.9)	{53, 143}	1734	578.9	-1473.9	-434.31
d1	3.0	RI	h2	2	(0.05, 0.95)	{53, 143}	1734	578.9	-1560.6	-463.25
d1	3.0	RI	h2	2	(0.05, 1.0)	{53, 143}	1734	578.9	-1647.3	-492.2
d1	3.0	RI	h2	2	(0.1, 0.0)	{53}	821	275.01	82.1	82.1
d1	3.0	RI	h2	2	(0.1, 0.05)	{53}	821	275.01	41.05	68.35
d1	3.0	RI	h2	2	(0.1, 0.1)	{53}	821	275.01	0.0	54.6
d1	3.0	RI	h2	2	(0.1, 0.15)	{53}	821	275.01	-41.05	40.85
d1	3.0	RI	h2	2	(0.1, 0.2)	{72, 53}	1331	442.51	-133.1	44.6
d1	3.0	RI	h2	2	(0.1, 0.25)	{72, 53}	1331	442.51	-199.65	22.47
d1	3.0	RI	h2	2	(0.1, 0.3)	{53, 143}	1734	578.9	-346.8	-0.27
d1	3.0	RI	h2	2	(0.1, 0.35)	{53, 143}	1734	578.9	-433.5	-29.21
d1	3.0	RI	h2	2	(0.1, 0.4)	{53, 143}	1734	578.9	-520.2	-58.16
d1	3.0	RI	h2	2	(0.1, 0.45)	{53, 143}	1734	578.9	-606.9	-87.1
d1	3.0	RI	h2	2	(0.1, 0.5)	{53, 143}	1734	578.9	-693.6	-116.05
d1	3.0	RI	h2	2	(0.1, 0.55)	{53, 143}	1734	578.9	-780.3	-144.99
d1	3.0	RI	h2	2	(0.1, 0.6)	{53, 143}	1734	578.9	-867.0	-173.94
d1	3.0	RI	h2	2	(0.1, 0.65)	{53, 143}	1734	578.9	-953.7	-202.88
d1	3.0	RI	h2	2	(0.1, 0.7)	{53, 143}	1734	578.9	-1040.4	-231.83
d1	3.0	RI	h2	2	(0.1, 0.75)	{53, 143}	1734	578.9	-1127.1	-260.77
d1	3.0	RI	h2	2	(0.1, 0.8)	{53, 143}	1734	578.9	-1213.8	-289.72
d1	3.0	RI	h2	2	(0.1, 0.85)	{53, 143}	1734	578.9	-1300.5	-318.66
d1	3.0	RI	h2	2	(0.1, 0.9)	{53, 143}	1734	578.9	-1387.2	-347.61
d1	3.0	RI	h2	2	(0.1, 0.95)	{53, 143}	1734	578.9	-1473.9	-376.55
d1	3.0	RI	h2	2	(0.1, 1.0)	{53, 143}	1734	578.9	-1560.6	-405.5
d1	3.0	RI	h2	2	(0.15, 0.0)	{53}	793	271.19	118.95	118.95
d1	3.0	RI	h2	2	(0.15, 0.05)	{53}	793	271.19	79.3	105.39
d1	3.0	RI	h2	2	(0.15, 0.1)	{53}	793	271.19	39.65	91.83
d1	3.0	RI	h2	2	(0.15, 0.15)	{53}	793	271.19	0.0	78.27
d1	3.0	RI	h2	2	(0.15, 0.2)	{72, 53}	1286	436.36	-64.3	105.63
d1	3.0	RI	h2	2	(0.15, 0.25)	{72, 53}	1286	436.36	-128.6	83.81
d1	3.0	RI	h2	2	(0.15, 0.3)	{53, 143}	1678	571.24	-251.7	80.33
d1	3.0	RI	h2	2	(0.15, 0.35)	{53, 143}	1678	571.24	-335.6	51.77
d1	3.0	RI	h2	2	(0.15, 0.4)	{53, 143}	1678	571.24	-419.5	23.2
d1	3.0	RI	h2	2	(0.15, 0.45)	{53, 143}	1678	571.24	-503.4	-5.36
d1	3.0	RI	h2	2	(0.15, 0.5)	{53, 143}	1678	571.24	-587.3	-33.92
d1	3.0	RI	h2	2	(0.15, 0.55)	{53, 143}	1678	571.24	-671.2	-62.48
d1	3.0	RI	h2	2	(0.15, 0.6)	{53, 143}	1678	571.24	-755.1	-91.05
d1	3.0	RI	h2	2	(0.15, 0.65)	{53, 143}	1678	571.24	-839.0	-119.61
d1	3.0	RI	h2	2	(0.15, 0.7)	{53, 143}	1678	571.24	-922.9	-148.17
d1	3.0	RI	h2	2	(0.15, 0.75)	{53, 143}	1678	571.24	-1006.8	-176.73
d1	3.0	RI	h2	2	(0.15, 0.8)	{53, 143}	1678	571.24	-1090.7	-205.29
d1	3.0	RI	h2	2	(0.15, 0.85)	{53, 143}	1678	571.24	-1174.6	-233.86
d1	3.0	RI	h2	2	(0.15, 0.9)	{53, 143}	1678	571.24	-1258.5	-262.42
d1	3.0	RI	h2	2	(0.15, 0.95)	{53, 143}	1678	571.24	-1342.4	-290.98
d1	3.0	RI	h2	2	(0.15, 1.0)	{53, 143}	1678	571.24	-1426.3	-319.54
d1	3.0	RI	h2	2	(0.2, 0.0)	{53}	744	262.76	148.8	148.8
d1	3.0	RI	h2	2	(0.2, 0.05)	{53}	744	262.76	111.6	135.66
d1	3.0	RI	h2	2	(0.2, 0.1)	{53}	744	262.76	74.4	122.52
d1	3.0	RI	h2	2	(0.2, 0.15)	{53}	744	262.76	37.2	109.39
d1	3.0	RI	h2	2	(0.2, 0.2)	{72, 53}	1203	422.09	0.0	156.18
d1	3.0	RI	h2	2	(0.2, 0.25)	{72, 53}	1203	422.09	-60.15	135.08
d1	3.0	RI	h2	2	(0.2, 0.3)	{53, 143}	1575	553.53	-157.5	148.94
d1	3.0	RI	h2	2	(0.2, 0.35)	{53, 143}	1575	553.53	-236.25	121.26
d1	3.0	RI	h2	2	(0.2, 0.4)	{53, 143}	1575	553.53	-315.0	93.59
d1	3.0	RI	h2	2	(0.2, 0.45)	{53, 143}	1575	553.53	-393.75	65.91
d1	3.0	RI	h2	2	(0.2, 0.5)	{53, 143}	1575	553.53	-472.5	38.23
d1	3.0	RI	h2	2	(0.2, 0.55)	{53, 143}	1575	553.53	-551.25	10.56
d1	3.0	RI	h2	2	(0.2, 0.6)	{53, 143}	1575	553.53	-630.0	-17.12
d1	3.0	RI	h2	2	(0.2, 0.65)	{53, 143}	1575	553.53	-708.75	-44.8
d1	3.0	RI	h2	2	(0.2, 0.7)	{53, 143}	1575	553.53	-787.5	-72.47
d1	3.0	RI	h2	2	(0.2, 0.75)	{53, 143}	1575	553.53	-866.25	-100.15
d1	3.0	RI	h2	2	(0.2, 0.8)	{53, 143}	1575	553.53	-945.0	-127.83
d1	3.0	RI	h2	2	(0.2, 0.85)	{53, 143}	1575	553.53	-1023.75	-155.5
d1	3.0	RI	h2	2	(0.2, 0.9)	{53, 143}	1575	553.53	-1102.5	-183.18
d1	3.0	RI	h2	2	(0.2, 0.95)	{53, 143}	1575	553.53	-1181.25	-210.86
d1	3.0	RI	h2	2	(0.2, 1.0)	{53, 143}	1575	553.53	-1260.0	-238.53
d1	3.0	RI	h2	2	(0.25, 0.0)	{53}	655	242.12	163.75	163.75
d1	3.0	RI	h2	2	(0.25, 0.05)	{53}	655	242.12	131.0	151.64
d1	3.0	RI	h2	2	(0.25, 0.1)	{53}	655	242.12	98.25	139.54
d1	3.0	RI	h2	2	(0.25, 0.15)	{53}	655	242.12	65.5	127.43
d1	3.0	RI	h2	2	(0.25, 0.2)	{72, 53}	1051	386.82	52.55	185.39
d1	3.0	RI	h2	2	(0.25, 0.25)	{72, 53}	1051	386.82	0.0	166.04
d1	3.0	RI	h2	2	(0.25, 0.3)	{53, 143}	1385	509.44	-69.25	193.42
d1	3.0	RI	h2	2	(0.25, 0.35)	{53, 143}	1385	509.44	-138.5	167.95
d1	3.0	RI	h2	2	(0.25, 0.4)	{53, 143}	1385	509.44	-207.75	142.47
d1	3.0	RI	h2	2	(0.25, 0.45)	{53, 143}	1385	509.44	-277.0	117.0
d1	3.0	RI	h2	2	(0.25, 0.5)	{53, 143}	1385	509.44	-346.25	91.53
d1	3.0	RI	h2	2	(0.25, 0.55)	{53, 143}	1385	509.44	-415.5	66.06
d1	3.0	RI	h2	2	(0.25, 0.6)	{53, 143}	1385	509.44	-484.75	40.59
d1	3.0	RI	h2	2	(0.25, 0.65)	{53, 143}	1385	509.44	-554.0	15.11
d1	3.0	RI	h2	2	(0.25, 0.7)	{53, 143}	1385	509.44	-623.25	-10.36
d1	3.0	RI	h2	2	(0.25, 0.75)	{53, 143}	1385	509.44	-692.5	-35.83
d1	3.0	RI	h2	2	(0.25, 0.8)	{53, 143}	1385	509.44	-761.75	-61.3
d1	3.0	RI	h2	2	(0.25, 0.85)	{53, 143}	1385	509.44	-831.0	-86.77
d1	3.0	RI	h2	2	(0.25, 0.9)	{53, 143}	1385	509.44	-900.25	-112.25
d1	3.0	RI	h2	2	(0.25, 0.95)	{53, 143}	1385	509.44	-969.5	-137.72
d1	3.0	RI	h2	2	(0.25, 1.0)	{53, 143}	1385	509.44	-1038.75	-163.19
d1	3.0	RI	h2	2	(0.3, 0.0)	{53}	485	197.12	145.5	145.5
d1	3.0	RI	h2	2	(0.3, 0.05)	{53}	485	197.12	121.25	135.64
d1	3.0	RI	h2	2	(0.3, 0.1)	{53}	485	197.12	97.0	125.79
d1	3.0	RI	h2	2	(0.3, 0.15)	{53}	485	197.12	72.75	115.93
d1	3.0	RI	h2	2	(0.3, 0.2)	{72, 53}	773	313.08	77.3	169.28
d1	3.0	RI	h2	2	(0.3, 0.25)	{72, 53}	773	313.08	38.65	153.63
d1	3.0	RI	h2	2	(0.3, 0.3)	{53, 143}	1010	409.81	0.0	180.06
d1	3.0	RI	h2	2	(0.3, 0.35)	{53, 143}	1010	409.81	-50.5	159.57
d1	3.0	RI	h2	2	(0.3, 0.4)	{53, 143}	1010	409.81	-101.0	139.08
d1	3.0	RI	h2	2	(0.3, 0.45)	{53, 143}	1010	409.81	-151.5	118.59
d1	3.0	RI	h2	2	(0.3, 0.5)	{53, 143}	1010	409.81	-202.0	98.1
d1	3.0	RI	h2	2	(0.3, 0.55)	{53, 143}	1010	409.81	-252.5	77.61
d1	3.0	RI	h2	2	(0.3, 0.6)	{53, 143}	1010	409.81	-303.0	57.11
d1	3.0	RI	h2	2	(0.3, 0.65)	{53, 143}	1010	409.81	-353.5	36.62
d1	3.0	RI	h2	2	(0.3, 0.7)	{53, 143}	1010	409.81	-404.0	16.13
d1	3.0	RI	h2	2	(0.3, 0.75)	{53, 143}	1010	409.81	-454.5	-4.36
d1	3.0	RI	h2	2	(0.3, 0.8)	{53, 143}	1010	409.81	-505.0	-24.85
d1	3.0	RI	h2	2	(0.3, 0.85)	{53, 143}	1010	409.81	-555.5	-45.34
d1	3.0	RI	h2	2	(0.3, 0.9)	{53, 143}	1010	409.81	-606.0	-65.83
d1	3.0	RI	h2	2	(0.3, 0.95)	{53, 143}	1010	409.81	-656.5	-86.32
d1	3.0	RI	h2	2	(0.3, 1.0)	{53, 143}	1010	409.81	-707.0	-106.81
d1	3.0	RI	h2	2	(0.35, 0.0)	{53}	332	148.82	116.2	116.2
d1	3.0	RI	h2	2	(0.35, 0.05)	{53}	332	148.82	99.6	108.76
d1	3.0	RI	h2	2	(0.35, 0.1)	{53}	332	148.82	83.0	101.32
