did	lamb	obj	method	budget	scheme	setM	I	W	RI	RW
d1	2.0	RI	h2	1	(0.9, 0.9)	{143}	0	0.0	0.0	0.0
d1	2.0	RI	h2	1	(0.9, 0.95)	{143}	0	0.0	0.0	0.0
d1	2.0	RI	h2	1	(0.9, 1.0)	{143}	0	0.0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 0.0)	{53}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 0.05)	{53}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 0.1)	{53}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 0.15)	{53}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 0.2)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 0.25)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 0.3)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 0.35)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 0.4)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 0.45)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 0.5)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 0.55)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 0.6)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 0.65)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 0.7)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 0.75)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 0.8)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 0.85)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 0.9)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 0.95)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(0.95, 1.0)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 0.0)	{53}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 0.05)	{53}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 0.1)	{53}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 0.15)	{53}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 0.2)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 0.25)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 0.3)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 0.35)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 0.4)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 0.45)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 0.5)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 0.55)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 0.6)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 0.65)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 0.7)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 0.75)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 0.8)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 0.85)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 0.9)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 0.95)	{143}	0	0	0.0	0.0
d1	2.0	RI	h2	1	(1.0, 1.0)	{143}	0	0	0.0	0.0
