did	lamb	obj	method	budget	scheme	setM	I	W	RI	RW
d1	2.0	RI	brute	1	(0.0, 0.0)	(53,)	821	390.49	0.0	0.0
d1	2.0	RI	brute	1	(0.0, 0.05)	(53,)	821	390.49	-41.05	-19.52
d1	2.0	RI	brute	1	(0.0, 0.1)	(53,)	821	390.49	-82.1	-39.05
d1	2.0	RI	brute	1	(0.0, 0.15)	(125,)	732	347.49	-109.8	-52.12
d1	2.0	RI	brute	1	(0.0, 0.2)	(125,)	732	347.49	-146.4	-69.5
d1	2.0	RI	brute	1	(0.0, 0.25)	(50,)	618	300.51	-154.5	-75.13
d1	2.0	RI	brute	1	(0.0, 0.3)	(47,)	536	262.1	-160.8	-78.63
d1	2.0	RI	brute	1	(0.0, 0.35)	(141,)	398	192.38	-139.3	-67.33
d1	2.0	RI	brute	1	(0.0, 0.4)	(20,)	330	162.35	-132.0	-64.94
d1	2.0	RI	brute	1	(0.0, 0.45)	(20,)	330	162.35	-148.5	-73.06
d1	2.0	RI	brute	1	(0.0, 0.5)	(67,)	323	163.1	-161.5	-81.55
d1	2.0	RI	brute	1	(0.0, 0.55)	(145,)	272	124.86	-149.6	-68.67
d1	2.0	RI	brute	1	(0.0, 0.6)	(215,)	243	116.11	-145.8	-69.66
d1	2.0	RI	brute	1	(0.0, 0.65)	(131,)	200	103.19	-130.0	-67.07
d1	2.0	RI	brute	1	(0.0, 0.7)	(98,)	114	57.71	-79.8	-40.4
d1	2.0	RI	brute	1	(0.0, 0.75)	(196,)	51	27.27	-38.25	-20.45
d1	2.0	RI	brute	1	(0.0, 0.8)	(196,)	51	27.27	-40.8	-21.82
d1	2.0	RI	brute	1	(0.0, 0.85)	(196,)	51	27.27	-43.35	-23.18
d1	2.0	RI	brute	1	(0.0, 0.9)	(196,)	51	27.27	-45.9	-24.55
d1	2.0	RI	brute	1	(0.0, 0.95)	(196,)	51	27.27	-48.45	-25.91
d1	2.0	RI	brute	1	(0.0, 1.0)	(196,)	51	27.27	-51.0	-27.27
d1	2.0	RI	brute	1	(0.05, 0.0)	(53,)	821	390.49	41.05	41.05
d1	2.0	RI	brute	1	(0.05, 0.05)	(53,)	821	390.49	0.0	21.53
d1	2.0	RI	brute	1	(0.05, 0.1)	(53,)	821	390.49	-41.05	2.0
d1	2.0	RI	brute	1	(0.05, 0.15)	(125,)	732	347.49	-73.2	-15.52
d1	2.0	RI	brute	1	(0.05, 0.2)	(125,)	732	347.49	-109.8	-32.9
d1	2.0	RI	brute	1	(0.05, 0.25)	(50,)	618	300.51	-123.6	-44.23
d1	2.0	RI	brute	1	(0.05, 0.3)	(47,)	536	262.1	-134.0	-51.83
d1	2.0	RI	brute	1	(0.05, 0.35)	(141,)	398	192.38	-119.4	-47.43
d1	2.0	RI	brute	1	(0.05, 0.4)	(20,)	330	162.35	-115.5	-48.44
d1	2.0	RI	brute	1	(0.05, 0.45)	(20,)	330	162.35	-132.0	-56.56
d1	2.0	RI	brute	1	(0.05, 0.5)	(67,)	323	163.1	-145.35	-65.4
d1	2.0	RI	brute	1	(0.05, 0.55)	(145,)	272	124.86	-136.0	-55.07
d1	2.0	RI	brute	1	(0.05, 0.6)	(215,)	243	116.11	-133.65	-57.51
d1	2.0	RI	brute	1	(0.05, 0.65)	(131,)	200	103.19	-120.0	-57.07
d1	2.0	RI	brute	1	(0.05, 0.7)	(98,)	114	57.71	-74.1	-34.7
d1	2.0	RI	brute	1	(0.05, 0.75)	(196,)	51	27.27	-35.7	-17.9
d1	2.0	RI	brute	1	(0.05, 0.8)	(196,)	51	27.27	-38.25	-19.27
d1	2.0	RI	brute	1	(0.05, 0.85)	(196,)	51	27.27	-40.8	-20.63
d1	2.0	RI	brute	1	(0.05, 0.9)	(196,)	51	27.27	-43.35	-22.0
d1	2.0	RI	brute	1	(0.05, 0.95)	(196,)	51	27.27	-45.9	-23.36
d1	2.0	RI	brute	1	(0.05, 1.0)	(196,)	51	27.27	-48.45	-24.72
d1	2.0	RI	brute	1	(0.1, 0.0)	(53,)	821	390.49	82.1	82.1
d1	2.0	RI	brute	1	(0.1, 0.05)	(53,)	821	390.49	41.05	62.58
d1	2.0	RI	brute	1	(0.1, 0.1)	(53,)	821	390.49	0.0	43.05
d1	2.0	RI	brute	1	(0.1, 0.15)	(125,)	732	347.49	-36.6	21.08
d1	2.0	RI	brute	1	(0.1, 0.2)	(125,)	732	347.49	-73.2	3.7
d1	2.0	RI	brute	1	(0.1, 0.25)	(50,)	618	300.51	-92.7	-13.33
d1	2.0	RI	brute	1	(0.1, 0.3)	(47,)	536	262.1	-107.2	-25.03
d1	2.0	RI	brute	1	(0.1, 0.35)	(141,)	398	192.38	-99.5	-27.53
d1	2.0	RI	brute	1	(0.1, 0.4)	(20,)	330	162.35	-99.0	-31.94
d1	2.0	RI	brute	1	(0.1, 0.45)	(20,)	330	162.35	-115.5	-40.06
d1	2.0	RI	brute	1	(0.1, 0.5)	(67,)	323	163.1	-129.2	-49.25
d1	2.0	RI	brute	1	(0.1, 0.55)	(145,)	272	124.86	-122.4	-41.47
d1	2.0	RI	brute	1	(0.1, 0.6)	(215,)	243	116.11	-121.5	-45.36
d1	2.0	RI	brute	1	(0.1, 0.65)	(131,)	200	103.19	-110.0	-47.07
d1	2.0	RI	brute	1	(0.1, 0.7)	(98,)	114	57.71	-68.4	-29.0
d1	2.0	RI	brute	1	(0.1, 0.75)	(196,)	51	27.27	-33.15	-15.35
d1	2.0	RI	brute	1	(0.1, 0.8)	(196,)	51	27.27	-35.7	-16.72
d1	2.0	RI	brute	1	(0.1, 0.85)	(196,)	51	27.27	-38.25	-18.08
d1	2.0	RI	brute	1	(0.1, 0.9)	(196,)	51	27.27	-40.8	-19.45
d1	2.0	RI	brute	1	(0.1, 0.95)	(196,)	51	27.27	-43.35	-20.81
d1	2.0	RI	brute	1	(0.1, 1.0)	(196,)	51	27.27	-45.9	-22.17
d1	2.0	RI	brute	1	(0.15, 0.0)	(53,)	821	390.49	123.15	123.15
d1	2.0	RI	brute	1	(0.15, 0.05)	(53,)	821	390.49	82.1	103.63
d1	2.0	RI	brute	1	(0.15, 0.1)	(53,)	821	390.49	41.05	84.1
d1	2.0	RI	brute	1	(0.15, 0.15)	(72,)	755	354.36	0.0	60.1
d1	2.0	RI	brute	1	(0.15, 0.2)	(125,)	732	347.49	-36.6	40.3
d1	2.0	RI	brute	1	(0.15, 0.25)	(50,)	618	300.51	-61.8	17.57
d1	2.0	RI	brute	1	(0.15, 0.3)	(47,)	536	262.1	-80.4	1.77
d1	2.0	RI	brute	1	(0.15, 0.35)	(141,)	398	192.38	-79.6	-7.63
d1	2.0	RI	brute	1	(0.15, 0.4)	(20,)	330	162.35	-82.5	-15.44
d1	2.0	RI	brute	1	(0.15, 0.45)	(20,)	330	162.35	-99.0	-23.56
d1	2.0	RI	brute	1	(0.15, 0.5)	(67,)	323	163.1	-113.05	-33.1
d1	2.0	RI	brute	1	(0.15, 0.55)	(145,)	272	124.86	-108.8	-27.87
d1	2.0	RI	brute	1	(0.15, 0.6)	(215,)	243	116.11	-109.35	-33.21
d1	2.0	RI	brute	1	(0.15, 0.65)	(131,)	200	103.19	-100.0	-37.07
d1	2.0	RI	brute	1	(0.15, 0.7)	(98,)	114	57.71	-62.7	-23.3
d1	2.0	RI	brute	1	(0.15, 0.75)	(196,)	51	27.27	-30.6	-12.8
d1	2.0	RI	brute	1	(0.15, 0.8)	(196,)	51	27.27	-33.15	-14.17
d1	2.0	RI	brute	1	(0.15, 0.85)	(196,)	51	27.27	-35.7	-15.53
d1	2.0	RI	brute	1	(0.15, 0.9)	(196,)	51	27.27	-38.25	-16.9
d1	2.0	RI	brute	1	(0.15, 0.95)	(196,)	51	27.27	-40.8	-18.26
d1	2.0	RI	brute	1	(0.15, 1.0)	(196,)	51	27.27	-43.35	-19.62
d1	2.0	RI	brute	1	(0.2, 0.0)	(53,)	821	390.49	164.2	164.2
d1	2.0	RI	brute	1	(0.2, 0.05)	(53,)	821	390.49	123.15	144.68
d1	2.0	RI	brute	1	(0.2, 0.1)	(53,)	821	390.49	82.1	125.15
d1	2.0	RI	brute	1	(0.2, 0.15)	(53,)	821	390.49	41.05	105.63
d1	2.0	RI	brute	1	(0.2, 0.2)	(72,)	755	354.36	0.0	80.13
d1	2.0	RI	brute	1	(0.2, 0.25)	(50,)	618	300.51	-30.9	48.47
d1	2.0	RI	brute	1	(0.2, 0.3)	(47,)	536	262.1	-53.6	28.57
d1	2.0	RI	brute	1	(0.2, 0.35)	(141,)	398	192.38	-59.7	12.27
d1	2.0	RI	brute	1	(0.2, 0.4)	(20,)	330	162.35	-66.0	1.06
d1	2.0	RI	brute	1	(0.2, 0.45)	(20,)	330	162.35	-82.5	-7.06
d1	2.0	RI	brute	1	(0.2, 0.5)	(67,)	323	163.1	-96.9	-16.95
d1	2.0	RI	brute	1	(0.2, 0.55)	(145,)	272	124.86	-95.2	-14.27
d1	2.0	RI	brute	1	(0.2, 0.6)	(215,)	243	116.11	-97.2	-21.06
d1	2.0	RI	brute	1	(0.2, 0.65)	(131,)	200	103.19	-90.0	-27.07
d1	2.0	RI	brute	1	(0.2, 0.7)	(98,)	114	57.71	-57.0	-17.6
d1	2.0	RI	brute	1	(0.2, 0.75)	(196,)	51	27.27	-28.05	-10.25
d1	2.0	RI	brute	1	(0.2, 0.8)	(196,)	51	27.27	-30.6	-11.62
d1	2.0	RI	brute	1	(0.2, 0.85)	(196,)	51	27.27	-33.15	-12.98
d1	2.0	RI	brute	1	(0.2, 0.9)	(196,)	51	27.27	-35.7	-14.35
d1	2.0	RI	brute	1	(0.2, 0.95)	(196,)	51	27.27	-38.25	-15.71
d1	2.0	RI	brute	1	(0.2, 1.0)	(196,)	51	27.27	-40.8	-17.07
d1	2.0	RI	brute	1	(0.25, 0.0)	(53,)	821	390.49	205.25	205.25
d1	2.0	RI	brute	1	(0.25, 0.05)	(53,)	821	390.49	164.2	185.73
d1	2.0	RI	brute	1	(0.25, 0.1)	(53,)	821	390.49	123.15	166.2
d1	2.0	RI	brute	1	(0.25, 0.15)	(53,)	821	390.49	82.1	146.68
d1	2.0	RI	brute	1	(0.25, 0.2)	(143,)	959	452.7	47.95	149.21
d1	2.0	RI	brute	1	(0.25, 0.25)	(72,)	755	354.36	0.0	100.16
d1	2.0	RI	brute	1	(0.25, 0.3)	(47,)	536	262.1	-26.8	55.37
d1	2.0	RI	brute	1	(0.25, 0.35)	(141,)	398	192.38	-39.8	32.17
d1	2.0	RI	brute	1	(0.25, 0.4)	(20,)	330	162.35	-49.5	17.56
d1	2.0	RI	brute	1	(0.25, 0.45)	(20,)	330	162.35	-66.0	9.44
d1	2.0	RI	brute	1	(0.25, 0.5)	(67,)	323	163.1	-80.75	-0.8
d1	2.0	RI	brute	1	(0.25, 0.55)	(145,)	272	124.86	-81.6	-0.67
d1	2.0	RI	brute	1	(0.25, 0.6)	(215,)	243	116.11	-85.05	-8.91
d1	2.0	RI	brute	1	(0.25, 0.65)	(131,)	200	103.19	-80.0	-17.07
d1	2.0	RI	brute	1	(0.25, 0.7)	(98,)	114	57.71	-51.3	-11.9
d1	2.0	RI	brute	1	(0.25, 0.75)	(196,)	51	27.27	-25.5	-7.7
d1	2.0	RI	brute	1	(0.25, 0.8)	(196,)	51	27.27	-28.05	-9.07
d1	2.0	RI	brute	1	(0.25, 0.85)	(196,)	51	27.27	-30.6	-10.43
d1	2.0	RI	brute	1	(0.25, 0.9)	(196,)	51	27.27	-33.15	-11.8
d1	2.0	RI	brute	1	(0.25, 0.95)	(196,)	51	27.27	-35.7	-13.16
d1	2.0	RI	brute	1	(0.25, 1.0)	(196,)	51	27.27	-38.25	-14.52
d1	2.0	RI	brute	1	(0.3, 0.0)	(53,)	793	383.06	237.9	237.9
d1	2.0	RI	brute	1	(0.3, 0.05)	(53,)	793	383.06	198.25	218.75
d1	2.0	RI	brute	1	(0.3, 0.1)	(53,)	793	383.06	158.6	199.59
d1	2.0	RI	brute	1	(0.3, 0.15)	(53,)	793	383.06	118.95	180.44
d1	2.0	RI	brute	1	(0.3, 0.2)	(143,)	929	444.74	92.9	189.75
d1	2.0	RI	brute	1	(0.3, 0.25)	(143,)	929	444.74	46.45	167.51
d1	2.0	RI	brute	1	(0.3, 0.3)	(72,)	730	347.72	0.0	114.68
d1	2.0	RI	brute	1	(0.3, 0.35)	(141,)	386	189.19	-19.3	49.58
d1	2.0	RI	brute	1	(0.3, 0.4)	(20,)	320	159.7	-32.0	32.12
d1	2.0	RI	brute	1	(0.3, 0.45)	(20,)	320	159.7	-48.0	24.14
d1	2.0	RI	brute	1	(0.3, 0.5)	(67,)	314	160.71	-62.8	13.85
d1	2.0	RI	brute	1	(0.3, 0.55)	(145,)	263	122.47	-65.75	11.54
d1	2.0	RI	brute	1	(0.3, 0.6)	(215,)	236	114.25	-70.8	2.25
d1	2.0	RI	brute	1	(0.3, 0.65)	(131,)	194	101.6	-67.9	-7.84
d1	2.0	RI	brute	1	(0.3, 0.7)	(98,)	111	56.92	-44.4	-6.54
d1	2.0	RI	brute	1	(0.3, 0.75)	(196,)	50	27.01	-22.5	-5.26
d1	2.0	RI	brute	1	(0.3, 0.8)	(196,)	50	27.01	-25.0	-6.61
d1	2.0	RI	brute	1	(0.3, 0.85)	(196,)	50	27.01	-27.5	-7.96
d1	2.0	RI	brute	1	(0.3, 0.9)	(196,)	50	27.01	-30.0	-9.31
d1	2.0	RI	brute	1	(0.3, 0.95)	(196,)	50	27.01	-32.5	-10.66
d1	2.0	RI	brute	1	(0.3, 1.0)	(196,)	50	27.01	-35.0	-12.01
d1	2.0	RI	brute	1	(0.35, 0.0)	(53,)	744	367.91	260.4	260.4
d1	2.0	RI	brute	1	(0.35, 0.05)	(53,)	744	367.91	223.2	242.0
d1	2.0	RI	brute	1	(0.35, 0.1)	(53,)	744	367.91	186.0	223.61
d1	2.0	RI	brute	1	(0.35, 0.15)	(53,)	744	367.91	148.8	205.21
d1	2.0	RI	brute	1	(0.35, 0.2)	(143,)	871	426.81	130.65	219.49
d1	2.0	RI	brute	1	(0.35, 0.25)	(143,)	871	426.81	87.1	198.15
d1	2.0	RI	brute	1	(0.35, 0.3)	(143,)	871	426.81	43.55	176.81
d1	2.0	RI	brute	1	(0.35, 0.35)	(1,)	707	371.44	0.0	117.45
d1	2.0	RI	brute	1	(0.35, 0.4)	(20,)	301	153.82	-15.05	43.82
d1	2.0	RI	brute	1	(0.35, 0.45)	(20,)	301	153.82	-30.1	36.13
d1	2.0	RI	brute	1	(0.35, 0.5)	(67,)	297	155.45	-44.55	26.22
d1	2.0	RI	brute	1	(0.35, 0.55)	(145,)	245	116.9	-49.0	21.45
d1	2.0	RI	brute	1	(0.35, 0.6)	(215,)	222	109.92	-55.5	11.75
d1	2.0	RI	brute	1	(0.35, 0.65)	(131,)	183	98.2	-54.9	0.22
d1	2.0	RI	brute	1	(0.35, 0.7)	(98,)	105	55.06	-36.75	-1.79
d1	2.0	RI	brute	1	(0.35, 0.75)	(196,)	48	26.39	-19.2	-2.99
d1	2.0	RI	brute	1	(0.35, 0.8)	(196,)	48	26.39	-21.6	-4.31
d1	2.0	RI	brute	1	(0.35, 0.85)	(196,)	48	26.39	-24.0	-5.63
d1	2.0	RI	brute	1	(0.35, 0.9)	(196,)	48	26.39	-26.4	-6.95
d1	2.0	RI	brute	1	(0.35, 0.95)	(196,)	48	26.39	-28.8	-8.27
d1	2.0	RI	brute	1	(0.35, 1.0)	(196,)	48	26.39	-31.2	-9.59
d1	2.0	RI	brute	1	(0.4, 0.0)	(53,)	655	334.31	262.0	262.0
d1	2.0	RI	brute	1	(0.4, 0.05)	(53,)	655	334.31	229.25	245.28
d1	2.0	RI	brute	1	(0.4, 0.1)	(53,)	655	334.31	196.5	228.57
d1	2.0	RI	brute	1	(0.4, 0.15)	(53,)	655	334.31	163.75	211.85
d1	2.0	RI	brute	1	(0.4, 0.2)	(143,)	765	386.76	153.0	228.65
d1	2.0	RI	brute	1	(0.4, 0.25)	(143,)	765	386.76	114.75	209.31
d1	2.0	RI	brute	1	(0.4, 0.3)	(143,)	765	386.76	76.5	189.97
d1	2.0	RI	brute	1	(0.4, 0.35)	(143,)	765	386.76	38.25	170.63
d1	2.0	RI	brute	1	(0.4, 0.4)	(1,)	639	345.83	0.0	117.27
d1	2.0	RI	brute	1	(0.4, 0.45)	(20,)	267	140.96	-13.35	43.37
d1	2.0	RI	brute	1	(0.4, 0.5)	(67,)	265	143.38	-26.5	34.31
d1	2.0	RI	brute	1	(0.4, 0.55)	(145,)	210	103.68	-31.5	26.98
d1	2.0	RI	brute	1	(0.4, 0.6)	(215,)	197	100.47	-39.4	18.52
d1	2.0	RI	brute	1	(0.4, 0.65)	(96,)	165	89.82	-41.25	7.62
d1	2.0	RI	brute	1	(0.4, 0.7)	(98,)	94	50.92	-28.2	1.96
d1	2.0	RI	brute	1	(0.4, 0.75)	(196,)	44	24.88	-15.4	-1.06
d1	2.0	RI	brute	1	(0.4, 0.8)	(196,)	44	24.88	-17.6	-2.3
d1	2.0	RI	brute	1	(0.4, 0.85)	(196,)	44	24.88	-19.8	-3.55
d1	2.0	RI	brute	1	(0.4, 0.9)	(196,)	44	24.88	-22.0	-4.79
d1	2.0	RI	brute	1	(0.4, 0.95)	(196,)	44	24.88	-24.2	-6.03
d1	2.0	RI	brute	1	(0.4, 1.0)	(196,)	44	24.88	-26.4	-7.28
d1	2.0	RI	brute	1	(0.45, 0.0)	(53,)	404	227.9	181.8	181.8
d1	2.0	RI	brute	1	(0.45, 0.05)	(53,)	404	227.9	161.6	170.4
d1	2.0	RI	brute	1	(0.45, 0.1)	(53,)	404	227.9	141.4	159.01
d1	2.0	RI	brute	1	(0.45, 0.15)	(53,)	404	227.9	121.2	147.61
d1	2.0	RI	brute	1	(0.45, 0.2)	(143,)	441	249.02	110.25	148.65
d1	2.0	RI	brute	1	(0.45, 0.25)	(143,)	441	249.02	88.2	136.2
d1	2.0	RI	brute	1	(0.45, 0.3)	(143,)	441	249.02	66.15	123.74
d1	2.0	RI	brute	1	(0.45, 0.35)	(143,)	441	249.02	44.1	111.29
d1	2.0	RI	brute	1	(0.45, 0.4)	(143,)	441	249.02	22.05	98.84
d1	2.0	RI	brute	1	(0.45, 0.45)	(1,)	401	244.38	0.0	70.48
d1	2.0	RI	brute	1	(0.45, 0.5)	(20,)	170	99.63	-8.5	26.69
d1	2.0	RI	brute	1	(0.45, 0.55)	(145,)	109	60.76	-10.9	15.63
d1	2.0	RI	brute	1	(0.45, 0.6)	(145,)	109	60.76	-16.35	12.6
d1	2.0	RI	brute	1	(0.45, 0.65)	(145,)	109	60.76	-21.8	9.56
d1	2.0	RI	brute	1	(0.45, 0.7)	(98,)	62	37.25	-15.5	1.83
d1	2.0	RI	brute	1	(0.45, 0.75)	(196,)	32	19.77	-9.6	-0.43
d1	2.0	RI	brute	1	(0.45, 0.8)	(196,)	32	19.77	-11.2	-1.42
d1	2.0	RI	brute	1	(0.45, 0.85)	(196,)	32	19.77	-12.8	-2.41
d1	2.0	RI	brute	1	(0.45, 0.9)	(196,)	32	19.77	-14.4	-3.4
d1	2.0	RI	brute	1	(0.45, 0.95)	(196,)	32	19.77	-16.0	-4.39
d1	2.0	RI	brute	1	(0.45, 1.0)	(196,)	32	19.77	-17.6	-5.37
d1	2.0	RI	brute	1	(0.5, 0.0)	(53,)	272	163.41	136.0	136.0
d1	2.0	RI	brute	1	(0.5, 0.05)	(53,)	272	163.41	122.4	127.83
d1	2.0	RI	brute	1	(0.5, 0.1)	(53,)	272	163.41	108.8	119.66
d1	2.0	RI	brute	1	(0.5, 0.15)	(53,)	272	163.41	95.2	111.49
d1	2.0	RI	brute	1	(0.5, 0.2)	(143,)	295	177.66	88.5	111.97
d1	2.0	RI	brute	1	(0.5, 0.25)	(143,)	295	177.66	73.75	103.08
d1	2.0	RI	brute	1	(0.5, 0.3)	(143,)	295	177.66	59.0	94.2
d1	2.0	RI	brute	1	(0.5, 0.35)	(1,)	326	207.69	48.9	90.31
d1	2.0	RI	brute	1	(0.5, 0.4)	(1,)	326	207.69	32.6	79.92
d1	2.0	RI	brute	1	(0.5, 0.45)	(1,)	326	207.69	16.3	69.54
d1	2.0	RI	brute	1	(0.5, 0.5)	(1,)	326	207.69	0.0	59.15
d1	2.0	RI	brute	1	(0.5, 0.55)	(145,)	81	47.03	-4.05	14.63
d1	2.0	RI	brute	1	(0.5, 0.6)	(145,)	81	47.03	-8.1	12.28
d1	2.0	RI	brute	1	(0.5, 0.65)	(145,)	81	47.03	-12.15	9.93
d1	2.0	RI	brute	1	(0.5, 0.7)	(29,)	46	28.21	-9.2	3.25
d1	2.0	RI	brute	1	(0.5, 0.75)	(196,)	25	16.36	-6.25	0.23
d1	2.0	RI	brute	1	(0.5, 0.8)	(196,)	25	16.36	-7.5	-0.59
d1	2.0	RI	brute	1	(0.5, 0.85)	(196,)	25	16.36	-8.75	-1.4
d1	2.0	RI	brute	1	(0.5, 0.9)	(196,)	25	16.36	-10.0	-2.22
d1	2.0	RI	brute	1	(0.5, 0.95)	(196,)	25	16.36	-11.25	-3.04
d1	2.0	RI	brute	1	(0.5, 1.0)	(196,)	25	16.36	-12.5	-3.86
d1	2.0	RI	brute	1	(0.55, 0.0)	(53,)	184	118.13	101.2	101.2
d1	2.0	RI	brute	1	(0.55, 0.05)	(53,)	184	118.13	92.0	95.29
d1	2.0	RI	brute	1	(0.55, 0.1)	(53,)	184	118.13	82.8	89.39
d1	2.0	RI	brute	1	(0.55, 0.15)	(53,)	184	118.13	73.6	83.48
d1	2.0	RI	brute	1	(0.55, 0.2)	(53,)	184	118.13	64.4	77.57
d1	2.0	RI	brute	1	(0.55, 0.25)	(53,)	184	118.13	55.2	71.67
d1	2.0	RI	brute	1	(0.55, 0.3)	(45,)	196	132.76	49.0	67.97
d1	2.0	RI	brute	1	(0.55, 0.35)	(1,)	264	176.11	52.8	83.56
d1	2.0	RI	brute	1	(0.55, 0.4)	(1,)	264	176.11	39.6	74.76
d1	2.0	RI	brute	1	(0.55, 0.45)	(1,)	264	176.11	26.4	65.95
d1	2.0	RI	brute	1	(0.55, 0.5)	(1,)	264	176.11	13.2	57.15
d1	2.0	RI	brute	1	(0.55, 0.55)	(1,)	264	176.11	0.0	48.34
d1	2.0	RI	brute	1	(0.55, 0.6)	(145,)	47	29.7	-2.35	8.03
d1	2.0	RI	brute	1	(0.55, 0.65)	(145,)	47	29.7	-4.7	6.55
d1	2.0	RI	brute	1	(0.55, 0.7)	(29,)	32	20.99	-4.8	2.9
d1	2.0	RI	brute	1	(0.55, 0.75)	(196,)	20	13.78	-4.0	0.66
d1	2.0	RI	brute	1	(0.55, 0.8)	(196,)	20	13.78	-5.0	-0.03
d1	2.0	RI	brute	1	(0.55, 0.85)	(196,)	20	13.78	-6.0	-0.71
d1	2.0	RI	brute	1	(0.55, 0.9)	(196,)	20	13.78	-7.0	-1.4
d1	2.0	RI	brute	1	(0.55, 0.95)	(196,)	20	13.78	-8.0	-2.09
d1	2.0	RI	brute	1	(0.55, 1.0)	(196,)	20	13.78	-9.0	-2.78
d1	2.0	RI	brute	1	(0.6, 0.0)	(53,)	123	82.6	73.8	73.8
d1	2.0	RI	brute	1	(0.6, 0.05)	(53,)	123	82.6	67.65	69.67
d1	2.0	RI	brute	1	(0.6, 0.1)	(53,)	123	82.6	61.5	65.54
d1	2.0	RI	brute	1	(0.6, 0.15)	(53,)	123	82.6	55.35	61.41
d1	2.0	RI	brute	1	(0.6, 0.2)	(143,)	129	89.11	51.6	59.58
d1	2.0	RI	brute	1	(0.6, 0.25)	(143,)	129	89.11	45.15	55.12
d1	2.0	RI	brute	1	(0.6, 0.3)	(45,)	149	105.58	44.7	57.72
d1	2.0	RI	brute	1	(0.6, 0.35)	(1,)	202	139.94	50.5	72.22
d1	2.0	RI	brute	1	(0.6, 0.4)	(1,)	202	139.94	40.4	65.22
d1	2.0	RI	brute	1	(0.6, 0.45)	(1,)	202	139.94	30.3	58.22
d1	2.0	RI	brute	1	(0.6, 0.5)	(1,)	202	139.94	20.2	51.23
d1	2.0	RI	brute	1	(0.6, 0.55)	(1,)	202	139.94	10.1	44.23
d1	2.0	RI	brute	1	(0.6, 0.6)	(1,)	202	139.94	0.0	37.23
d1	2.0	RI	brute	1	(0.6, 0.65)	(145,)	35	22.55	-1.75	6.34
d1	2.0	RI	brute	1	(0.6, 0.7)	(29,)	22	15.17	-2.2	2.58
d1	2.0	RI	brute	1	(0.6, 0.75)	(196,)	16	11.45	-2.4	1.01
d1	2.0	RI	brute	1	(0.6, 0.8)	(196,)	16	11.45	-3.2	0.44
d1	2.0	RI	brute	1	(0.6, 0.85)	(196,)	16	11.45	-4.0	-0.14
d1	2.0	RI	brute	1	(0.6, 0.9)	(196,)	16	11.45	-4.8	-0.71
d1	2.0	RI	brute	1	(0.6, 0.95)	(196,)	16	11.45	-5.6	-1.28
d1	2.0	RI	brute	1	(0.6, 1.0)	(196,)	16	11.45	-6.4	-1.85
d1	2.0	RI	brute	1	(0.65, 0.0)	(53,)	52	39.0	33.8	33.8
d1	2.0	RI	brute	1	(0.65, 0.05)	(53,)	52	39.0	31.2	31.85
d1	2.0	RI	brute	1	(0.65, 0.1)	(53,)	52	39.0	28.6	29.9
d1	2.0	RI	brute	1	(0.65, 0.15)	(125,)	52	39.52	26.0	27.87
d1	2.0	RI	brute	1	(0.65, 0.2)	(143,)	65	48.78	29.25	32.49
d1	2.0	RI	brute	1	(0.65, 0.25)	(143,)	65	48.78	26.0	30.05
d1	2.0	RI	brute	1	(0.65, 0.3)	(45,)	93	71.08	32.55	39.13
d1	2.0	RI	brute	1	(0.65, 0.35)	(1,)	112	84.6	33.6	43.19
d1	2.0	RI	brute	1	(0.65, 0.4)	(1,)	112	84.6	28.0	38.96
d1	2.0	RI	brute	1	(0.65, 0.45)	(1,)	112	84.6	22.4	34.73
d1	2.0	RI	brute	1	(0.65, 0.5)	(1,)	112	84.6	16.8	30.5
d1	2.0	RI	brute	1	(0.65, 0.55)	(27,)	121	93.61	12.1	27.16
d1	2.0	RI	brute	1	(0.65, 0.6)	(27,)	121	93.61	6.05	22.48
d1	2.0	RI	brute	1	(0.65, 0.65)	(1,)	112	84.6	0.0	17.81
d1	2.0	RI	brute	1	(0.65, 0.7)	(145,)	6	4.62	-0.3	0.67
d1	2.0	RI	brute	1	(0.65, 0.75)	(145,)	6	4.62	-0.6	0.44
d1	2.0	RI	brute	1	(0.65, 0.8)	(145,)	6	4.62	-0.9	0.2
d1	2.0	RI	brute	1	(0.65, 0.85)	(145,)	6	4.62	-1.2	-0.03
d1	2.0	RI	brute	1	(0.65, 0.9)	(145,)	6	4.62	-1.5	-0.26
d1	2.0	RI	brute	1	(0.65, 0.95)	(145,)	6	4.62	-1.8	-0.49
d1	2.0	RI	brute	1	(0.65, 1.0)	(145,)	6	4.62	-2.1	-0.72
d1	2.0	RI	brute	1	(0.7, 0.0)	(53,)	39	30.36	27.3	27.3
d1	2.0	RI	brute	1	(0.7, 0.05)	(53,)	39	30.36	25.35	25.78
d1	2.0	RI	brute	1	(0.7, 0.1)	(53,)	39	30.36	23.4	24.26
d1	2.0	RI	brute	1	(0.7, 0.15)	(53,)	39	30.36	21.45	22.75
d1	2.0	RI	brute	1	(0.7, 0.2)	(143,)	42	33.04	21.0	22.79
d1	2.0	RI	brute	1	(0.7, 0.25)	(50,)	44	34.58	19.8	22.16
d1	2.0	RI	brute	1	(0.7, 0.3)	(45,)	72	56.95	28.8	33.31
d1	2.0	RI	brute	1	(0.7, 0.35)	(1,)	88	68.51	30.8	37.62
d1	2.0	RI	brute	1	(0.7, 0.4)	(1,)	88	68.51	26.4	34.2
