did	lamb	obj	method	budget	scheme	setM	I	W	RI	RW
d1	2.0	A	brute	1	(0.05, 1.0)	(80,)	610	298.9626446280992	-579.5	-268.4626446280992
d1	2.0	A	brute	1	(0.05, 1.0)	(206,)	457	231.72675849403123	-434.15	-208.87675849403124
d1	2.0	A	brute	1	(0.05, 1.0)	(86,)	634	323.5630853994491	-602.3	-291.8630853994491
d1	2.0	A	brute	1	(0.05, 1.0)	(215,)	243	116.1074563820018	-230.85	-103.9574563820018
d1	2.0	A	brute	1	(0.05, 1.0)	(90,)	128	66.25977043158862	-121.6	-59.85977043158862
d1	2.0	A	brute	1	(0.05, 1.0)	(92,)	476	237.28033057851238	-452.2	-213.48033057851237
d1	2.0	A	brute	1	(0.05, 1.0)	(96,)	200	101.7022865013774	-190.0	-91.7022865013774
d1	2.0	A	brute	1	(0.05, 1.0)	(98,)	114	57.71409550045913	-108.3	-52.01409550045913
d1	2.0	A	brute	1	(0.05, 1.0)	(99,)	697	357.1945730027548	-662.15	-322.34457300275477
d1	2.0	A	brute	1	(0.05, 1.0)	(101,)	406	212.29462809917362	-385.7	-191.9946280991736
d1	2.0	A	brute	1	(0.05, 1.0)	(108,)	377	198.25619834710741	-358.15	-179.40619834710742
d1	2.0	A	brute	1	(0.05, 1.0)	(111,)	625	317.8767125803489	-593.75	-286.6267125803489
d1	2.0	A	brute	1	(0.05, 1.0)	(125,)	732	347.4939761248851	-695.4	-310.89397612488506
d1	2.0	A	brute	1	(0.1, 0.0)	(53,)	821	390.48921946740137	82.10000000000001	82.10000000000001
d1	2.0	A	brute	1	(0.1, 0.05)	(53,)	821	390.48921946740137	41.050000000000004	62.57553902662994
d1	2.0	A	brute	1	(0.1, 0.1)	(53,)	821	390.48921946740137	0.0	43.05107805325987
d1	2.0	A	brute	1	(0.1, 0.15)	(72,)	755	354.3579522497704	-37.75	22.346307162534444
d1	2.0	A	brute	1	(0.1, 0.15)	(125,)	732	347.4939761248851	-36.599999999999994	21.07590358126724
d1	2.0	A	brute	1	(0.1, 0.15)	(53,)	821	390.48921946740137	-41.04999999999998	23.526617079889803
d1	2.0	A	brute	1	(0.1, 0.2)	(72,)	755	354.3579522497704	-75.5	4.628409550045916
d1	2.0	A	brute	1	(0.1, 0.2)	(125,)	732	347.4939761248851	-73.2	3.701204775022987
d1	2.0	A	brute	1	(0.1, 0.2)	(53,)	821	390.48921946740137	-82.10000000000001	4.002156106519735
d1	2.0	A	brute	1	(0.1, 0.2)	(143,)	959	452.702865013774	-95.9	5.359426997245208
d1	2.0	A	brute	1	(0.1, 0.25)	(72,)	755	354.3579522497704	-113.25	-13.089488062442598
d1	2.0	A	brute	1	(0.1, 0.25)	(143,)	959	452.702865013774	-143.85	-17.27571625344349
d1	2.0	A	brute	1	(0.1, 0.25)	(50,)	618	300.51211202938487	-92.69999999999999	-13.328028007346212
d1	2.0	A	brute	1	(0.1, 0.25)	(53,)	821	390.48921946740137	-123.14999999999999	-15.522304866850334
d1	2.0	A	brute	1	(0.1, 0.25)	(125,)	732	347.4939761248851	-109.8	-13.673494031221267
d1	2.0	A	brute	1	(0.1, 0.3)	(72,)	755	354.3579522497704	-151.0	-30.807385674931112
d1	2.0	A	brute	1	(0.1, 0.3)	(44,)	622	307.700707070707	-124.39999999999999	-30.110212121212086
d1	2.0	A	brute	1	(0.1, 0.3)	(45,)	650	326.9537465564738	-130.0	-33.08612396694214
d1	2.0	A	brute	1	(0.1, 0.3)	(47,)	536	262.10252525252525	-107.19999999999999	-25.03075757575757
d1	2.0	A	brute	1	(0.1, 0.3)	(143,)	959	452.702865013774	-191.79999999999998	-39.91085950413219
d1	2.0	A	brute	1	(0.1, 0.3)	(50,)	618	300.51211202938487	-123.6	-28.35363360881545
d1	2.0	A	brute	1	(0.1, 0.3)	(53,)	821	390.48921946740137	-164.2	-35.0467658402204
d1	2.0	A	brute	1	(0.1, 0.3)	(183,)	876	413.79738292011024	-175.2	-36.53921487603306
d1	2.0	A	brute	1	(0.1, 0.3)	(125,)	732	347.4939761248851	-146.39999999999998	-31.04819283746552
d1	2.0	A	brute	1	(0.1, 0.35)	(1,)	775	391.4112947658402	-193.75	-59.493953168044044
d1	2.0	A	brute	1	(0.1, 0.35)	(72,)	755	354.3579522497704	-188.75	-48.525283287419626
d1	2.0	A	brute	1	(0.1, 0.35)	(169,)	616	293.7879063360881	-154.0	-41.225767217630825
d1	2.0	A	brute	1	(0.1, 0.35)	(44,)	622	307.700707070707	-155.5	-45.49524747474743
d1	2.0	A	brute	1	(0.1, 0.35)	(45,)	650	326.9537465564738	-162.49999999999997	-49.43381129476582
d1	2.0	A	brute	1	(0.1, 0.35)	(141,)	398	192.37786042240594	-99.49999999999997	-27.532251147842068
d1	2.0	A	brute	1	(0.1, 0.35)	(47,)	536	262.10252525252525	-134.0	-38.135883838383826
d1	2.0	A	brute	1	(0.1, 0.35)	(13,)	618	314.84135904499544	-154.49999999999997	-48.394475665748395
d1	2.0	A	brute	1	(0.1, 0.35)	(143,)	959	452.702865013774	-239.74999999999997	-62.546002754820876
d1	2.0	A	brute	1	(0.1, 0.35)	(50,)	618	300.51211202938487	-154.49999999999997	-43.37923921028469
d1	2.0	A	brute	1	(0.1, 0.35)	(148,)	437	205.83861340679522	-109.24999999999999	-28.34351469237832
d1	2.0	A	brute	1	(0.1, 0.35)	(53,)	821	390.48921946740137	-205.24999999999994	-54.57122681359046
d1	2.0	A	brute	1	(0.1, 0.35)	(183,)	876	413.79738292011024	-218.99999999999994	-57.22908402203858
d1	2.0	A	brute	1	(0.1, 0.35)	(125,)	732	347.4939761248851	-183.0	-48.42289164370976
d1	2.0	A	brute	1	(0.1, 0.4)	(1,)	775	391.4112947658402	-232.5	-79.06451790633608
d1	2.0	A	brute	1	(0.1, 0.4)	(65,)	616	301.9291184573002	-184.8	-59.17164738292009
d1	2.0	A	brute	1	(0.1, 0.4)	(99,)	697	357.1945730027548	-209.10000000000002	-73.17782920110191
d1	2.0	A	brute	1	(0.1, 0.4)	(71,)	422	198.44180899908167	-126.60000000000001	-37.176723599632666
d1	2.0	A	brute	1	(0.1, 0.4)	(72,)	755	354.3579522497704	-226.5	-66.24318089990817
d1	2.0	A	brute	1	(0.1, 0.4)	(169,)	616	293.7879063360881	-184.8	-55.91516253443525
d1	2.0	A	brute	1	(0.1, 0.4)	(44,)	622	307.700707070707	-186.60000000000002	-60.8802828282828
d1	2.0	A	brute	1	(0.1, 0.4)	(45,)	650	326.9537465564738	-195.0	-65.78149862258951
d1	2.0	A	brute	1	(0.1, 0.4)	(141,)	398	192.37786042240594	-119.4	-37.15114416896238
d1	2.0	A	brute	1	(0.1, 0.4)	(47,)	536	262.10252525252525	-160.8	-51.24101010101011
d1	2.0	A	brute	1	(0.1, 0.4)	(80,)	610	298.9626446280992	-183.0	-58.585057851239696
d1	2.0	A	brute	1	(0.1, 0.4)	(13,)	618	314.84135904499544	-185.4	-64.13654361799817
d1	2.0	A	brute	1	(0.1, 0.4)	(50,)	618	300.51211202938487	-185.4	-58.404844811753954
d1	2.0	A	brute	1	(0.1, 0.4)	(19,)	424	215.73048668503213	-127.20000000000002	-43.892194674012856
d1	2.0	A	brute	1	(0.1, 0.4)	(148,)	437	205.83861340679522	-131.10000000000002	-38.63544536271809
d1	2.0	A	brute	1	(0.1, 0.4)	(53,)	821	390.48921946740137	-246.3	-74.09568778696054
d1	2.0	A	brute	1	(0.1, 0.4)	(20,)	330	162.35244260789722	-99.0	-31.940977043158895
d1	2.0	A	brute	1	(0.1, 0.4)	(183,)	876	413.79738292011024	-262.8	-77.9189531680441
d1	2.0	A	brute	1	(0.1, 0.4)	(143,)	959	452.702865013774	-287.70000000000005	-85.18114600550959
d1	2.0	A	brute	1	(0.1, 0.4)	(125,)	732	347.4939761248851	-219.60000000000002	-65.79759044995403
d1	2.0	A	brute	1	(0.1, 0.45)	(1,)	775	391.4112947658402	-271.25	-98.63508264462808
d1	2.0	A	brute	1	(0.1, 0.45)	(141,)	398	192.37786042240594	-139.29999999999998	-46.77003719008267
d1	2.0	A	brute	1	(0.1, 0.45)	(13,)	618	314.84135904499544	-216.3	-79.87861157024795
d1	2.0	A	brute	1	(0.1, 0.45)	(143,)	959	452.702865013774	-335.65	-107.8162892561983
d1	2.0	A	brute	1	(0.1, 0.45)	(19,)	424	215.73048668503213	-148.4	-54.67871900826445
d1	2.0	A	brute	1	(0.1, 0.45)	(148,)	437	205.83861340679522	-152.95	-48.927376033057854
d1	2.0	A	brute	1	(0.1, 0.45)	(20,)	330	162.35244260789722	-115.5	-40.058599173553745
d1	2.0	A	brute	1	(0.1, 0.45)	(169,)	616	293.7879063360881	-215.6	-70.60455785123966
d1	2.0	A	brute	1	(0.1, 0.45)	(44,)	622	307.700707070707	-217.70000000000005	-76.26531818181813
d1	2.0	A	brute	1	(0.1, 0.45)	(45,)	650	326.9537465564738	-227.5	-82.12918595041322
d1	2.0	A	brute	1	(0.1, 0.45)	(174,)	432	203.66647382920104	-151.2	-48.44991322314047
d1	2.0	A	brute	1	(0.1, 0.45)	(173,)	649	319.2188613406795	-227.15	-78.74848760330576
d1	2.0	A	brute	1	(0.1, 0.45)	(47,)	536	262.10252525252525	-187.60000000000002	-64.34613636363636
d1	2.0	A	brute	1	(0.1, 0.45)	(50,)	618	300.51211202938487	-216.3	-73.43045041322318
d1	2.0	A	brute	1	(0.1, 0.45)	(53,)	821	390.48921946740137	-287.34999999999997	-93.62014876033062
d1	2.0	A	brute	1	(0.1, 0.45)	(183,)	876	413.79738292011024	-306.59999999999997	-98.60882231404959
d1	2.0	A	brute	1	(0.1, 0.45)	(65,)	616	301.9291184573002	-215.6	-74.2681033057851
d1	2.0	A	brute	1	(0.1, 0.45)	(71,)	422	198.44180899908167	-147.7	-47.09881404958675
d1	2.0	A	brute	1	(0.1, 0.45)	(72,)	755	354.3579522497704	-264.25	-83.96107851239668
d1	2.0	A	brute	1	(0.1, 0.45)	(73,)	570	287.52247933884297	-199.5	-72.38511570247934
d1	2.0	A	brute	1	(0.1, 0.45)	(80,)	610	298.9626446280992	-213.5	-73.53319008264464
d1	2.0	A	brute	1	(0.1, 0.45)	(99,)	697	357.1945730027548	-243.95000000000005	-91.03755785123967
d1	2.0	A	brute	1	(0.1, 0.45)	(111,)	625	317.8767125803489	-218.75	-80.54452066115701
d1	2.0	A	brute	1	(0.1, 0.45)	(125,)	732	347.4939761248851	-256.20000000000005	-83.17228925619828
d1	2.0	A	brute	1	(0.1, 0.5)	(1,)	775	391.4112947658402	-310.0	-118.20564738292009
d1	2.0	A	brute	1	(0.1, 0.5)	(141,)	398	192.37786042240594	-159.2	-56.38893021120297
d1	2.0	A	brute	1	(0.1, 0.5)	(13,)	618	314.84135904499544	-247.2	-95.62067952249771
d1	2.0	A	brute	1	(0.1, 0.5)	(143,)	959	452.702865013774	-383.6	-130.451432506887
d1	2.0	A	brute	1	(0.1, 0.5)	(19,)	424	215.73048668503213	-169.6	-65.46524334251606
d1	2.0	A	brute	1	(0.1, 0.5)	(148,)	437	205.83861340679522	-174.8	-59.219306703397606
d1	2.0	A	brute	1	(0.1, 0.5)	(20,)	330	162.35244260789722	-132.0	-48.17622130394861
d1	2.0	A	brute	1	(0.1, 0.5)	(169,)	616	293.7879063360881	-246.4	-85.29395316804406
d1	2.0	A	brute	1	(0.1, 0.5)	(44,)	622	307.700707070707	-248.8	-91.65035353535349
d1	2.0	A	brute	1	(0.1, 0.5)	(45,)	650	326.9537465564738	-260.0	-98.4768732782369
d1	2.0	A	brute	1	(0.1, 0.5)	(174,)	432	203.66647382920104	-172.8	-58.633236914600516
d1	2.0	A	brute	1	(0.1, 0.5)	(173,)	649	319.2188613406795	-259.6	-94.70943067033974
d1	2.0	A	brute	1	(0.1, 0.5)	(47,)	536	262.10252525252525	-214.4	-77.45126262626263
d1	2.0	A	brute	1	(0.1, 0.5)	(50,)	618	300.51211202938487	-247.2	-88.45605601469242
d1	2.0	A	brute	1	(0.1, 0.5)	(53,)	821	390.48921946740137	-328.4	-113.14460973370068
d1	2.0	A	brute	1	(0.1, 0.5)	(183,)	876	413.79738292011024	-350.4	-119.29869146005511
d1	2.0	A	brute	1	(0.1, 0.5)	(65,)	616	301.9291184573002	-246.4	-89.36455922865011
d1	2.0	A	brute	1	(0.1, 0.5)	(67,)	323	163.09834710743803	-129.2	-49.24917355371901
d1	2.0	A	brute	1	(0.1, 0.5)	(71,)	422	198.44180899908167	-168.8	-57.02090449954083
d1	2.0	A	brute	1	(0.1, 0.5)	(72,)	755	354.3579522497704	-302.0	-101.6789761248852
d1	2.0	A	brute	1	(0.1, 0.5)	(73,)	570	287.52247933884297	-228.0	-86.76123966942149
d1	2.0	A	brute	1	(0.1, 0.5)	(77,)	561	277.25934802571163	-224.4	-82.52967401285582
d1	2.0	A	brute	1	(0.1, 0.5)	(206,)	457	231.72675849403123	-182.8	-70.16337924701561
d1	2.0	A	brute	1	(0.1, 0.5)	(80,)	610	298.9626446280992	-244.0	-88.4813223140496
d1	2.0	A	brute	1	(0.1, 0.5)	(86,)	634	323.5630853994491	-253.6	-98.38154269972455
d1	2.0	A	brute	1	(0.1, 0.5)	(92,)	476	237.28033057851238	-190.4	-71.04016528925618
d1	2.0	A	brute	1	(0.1, 0.5)	(99,)	697	357.1945730027548	-278.8	-108.8972865013774
d1	2.0	A	brute	1	(0.1, 0.5)	(111,)	625	317.8767125803489	-250.0	-96.43835629017445
d1	2.0	A	brute	1	(0.1, 0.5)	(125,)	732	347.4939761248851	-292.8	-100.54698806244254
d1	2.0	A	brute	1	(0.1, 0.55)	(1,)	775	391.4112947658402	-348.75000000000006	-137.77621212121213
d1	2.0	A	brute	1	(0.1, 0.55)	(10,)	295	148.16879706152432	-132.75	-51.992838383838375
d1	2.0	A	brute	1	(0.1, 0.55)	(141,)	398	192.37786042240594	-179.1	-66.00782323232326
d1	2.0	A	brute	1	(0.1, 0.55)	(13,)	618	314.84135904499544	-278.1	-111.3627474747475
d1	2.0	A	brute	1	(0.1, 0.55)	(14,)	368	190.32941230486685	-165.6	-67.88117676767678
d1	2.0	A	brute	1	(0.1, 0.55)	(143,)	959	452.702865013774	-431.55000000000007	-153.0865757575757
d1	2.0	A	brute	1	(0.1, 0.55)	(145,)	272	124.85845730027548	-122.40000000000002	-41.47215151515151
d1	2.0	A	brute	1	(0.1, 0.55)	(19,)	424	215.73048668503213	-190.8	-76.25176767676767
d1	2.0	A	brute	1	(0.1, 0.55)	(148,)	437	205.83861340679522	-196.65000000000003	-69.51123737373737
d1	2.0	A	brute	1	(0.1, 0.55)	(20,)	330	162.35244260789722	-148.50000000000003	-56.29384343434347
d1	2.0	A	brute	1	(0.1, 0.55)	(27,)	610	328.2696877869605	-274.5	-119.5483282828283
d1	2.0	A	brute	1	(0.1, 0.55)	(169,)	616	293.7879063360881	-277.2	-99.98334848484848
d1	2.0	A	brute	1	(0.1, 0.55)	(44,)	622	307.700707070707	-279.90000000000003	-107.03538888888885
d1	2.0	A	brute	1	(0.1, 0.55)	(45,)	650	326.9537465564738	-292.50000000000006	-114.8245606060606
d1	2.0	A	brute	1	(0.1, 0.55)	(174,)	432	203.66647382920104	-194.40000000000003	-68.81656060606058
d1	2.0	A	brute	1	(0.1, 0.55)	(173,)	649	319.2188613406795	-292.05000000000007	-110.67037373737372
d1	2.0	A	brute	1	(0.1, 0.55)	(47,)	536	262.10252525252525	-241.20000000000002	-90.5563888888889
d1	2.0	A	brute	1	(0.1, 0.55)	(50,)	618	300.51211202938487	-278.1	-103.48166161616169
d1	2.0	A	brute	1	(0.1, 0.55)	(53,)	821	390.48921946740137	-369.45	-132.66907070707077
d1	2.0	A	brute	1	(0.1, 0.55)	(183,)	876	413.79738292011024	-394.2	-139.98856060606062
d1	2.0	A	brute	1	(0.1, 0.55)	(65,)	616	301.9291184573002	-277.2	-104.46101515151514
d1	2.0	A	brute	1	(0.1, 0.55)	(67,)	323	163.09834710743803	-145.35	-57.40409090909092
d1	2.0	A	brute	1	(0.1, 0.55)	(71,)	422	198.44180899908167	-189.90000000000003	-66.94299494949493
d1	2.0	A	brute	1	(0.1, 0.55)	(72,)	755	354.3579522497704	-339.75000000000006	-119.39687373737374
d1	2.0	A	brute	1	(0.1, 0.55)	(73,)	570	287.52247933884297	-256.5	-101.13736363636366
d1	2.0	A	brute	1	(0.1, 0.55)	(76,)	378	189.4410101010101	-170.1	-66.39255555555556
d1	2.0	A	brute	1	(0.1, 0.55)	(77,)	561	277.25934802571163	-252.45000000000002	-96.39264141414142
d1	2.0	A	brute	1	(0.1, 0.55)	(206,)	457	231.72675849403123	-205.65000000000003	-81.74971717171718
d1	2.0	A	brute	1	(0.1, 0.55)	(80,)	610	298.9626446280992	-274.5	-103.42945454545458
d1	2.0	A	brute	1	(0.1, 0.55)	(86,)	634	323.5630853994491	-285.30000000000007	-114.55969696969703
d1	2.0	A	brute	1	(0.1, 0.55)	(92,)	476	237.28033057851238	-214.20000000000002	-82.90418181818183
d1	2.0	A	brute	1	(0.1, 0.55)	(99,)	697	357.1945730027548	-313.65000000000003	-126.75701515151515
d1	2.0	A	brute	1	(0.1, 0.55)	(111,)	625	317.8767125803489	-281.25	-112.3321919191919
d1	2.0	A	brute	1	(0.1, 0.55)	(125,)	732	347.4939761248851	-329.40000000000003	-117.92168686868682
d1	2.0	A	brute	1	(0.1, 0.6)	(1,)	775	391.4112947658402	-387.5	-157.3467768595041
d1	2.0	A	brute	1	(0.1, 0.6)	(10,)	295	148.16879706152432	-147.5	-59.40127823691459
d1	2.0	A	brute	1	(0.1, 0.6)	(141,)	398	192.37786042240594	-198.99999999999997	-75.62671625344356
d1	2.0	A	brute	1	(0.1, 0.6)	(13,)	618	314.84135904499544	-309.0	-127.10481542699725
d1	2.0	A	brute	1	(0.1, 0.6)	(14,)	368	190.32941230486685	-183.99999999999997	-77.3976473829201
d1	2.0	A	brute	1	(0.1, 0.6)	(143,)	959	452.702865013774	-479.5	-175.7217190082644
d1	2.0	A	brute	1	(0.1, 0.6)	(145,)	272	124.85845730027548	-136.0	-47.71507438016528
d1	2.0	A	brute	1	(0.1, 0.6)	(19,)	424	215.73048668503213	-211.99999999999997	-87.03829201101928
d1	2.0	A	brute	1	(0.1, 0.6)	(148,)	437	205.83861340679522	-218.5	-79.80316804407713
d1	2.0	A	brute	1	(0.1, 0.6)	(20,)	330	162.35244260789722	-165.0	-64.41146556473832
d1	2.0	A	brute	1	(0.1, 0.6)	(22,)	506	262.1384022038568	-252.99999999999997	-106.68304132231407
d1	2.0	A	brute	1	(0.1, 0.6)	(27,)	610	328.2696877869605	-305.0	-135.9618126721763
d1	2.0	A	brute	1	(0.1, 0.6)	(33,)	413	220.76565656565654	-206.49999999999997	-91.15939393939391
d1	2.0	A	brute	1	(0.1, 0.6)	(169,)	616	293.7879063360881	-307.99999999999994	-114.67274380165287
d1	2.0	A	brute	1	(0.1, 0.6)	(41,)	437	235.12540863177236	-218.5	-97.37524517906341
d1	2.0	A	brute	1	(0.1, 0.6)	(44,)	622	307.700707070707	-311.0	-122.42042424242418
d1	2.0	A	brute	1	(0.1, 0.6)	(45,)	650	326.9537465564738	-325.0	-131.17224793388428
d1	2.0	A	brute	1	(0.1, 0.6)	(174,)	432	203.66647382920104	-216.0	-78.99988429752061
d1	2.0	A	brute	1	(0.1, 0.6)	(173,)	649	319.2188613406795	-324.5	-126.63131680440767
d1	2.0	A	brute	1	(0.1, 0.6)	(47,)	536	262.10252525252525	-267.99999999999994	-103.66151515151515
d1	2.0	A	brute	1	(0.1, 0.6)	(50,)	618	300.51211202938487	-309.0	-118.5072672176309
d1	2.0	A	brute	1	(0.1, 0.6)	(53,)	821	390.48921946740137	-410.49999999999994	-152.1935316804408
d1	2.0	A	brute	1	(0.1, 0.6)	(183,)	876	413.79738292011024	-438.0	-160.6784297520661
d1	2.0	A	brute	1	(0.1, 0.6)	(65,)	616	301.9291184573002	-307.99999999999994	-119.55747107438012
d1	2.0	A	brute	1	(0.1, 0.6)	(67,)	323	163.09834710743803	-161.49999999999997	-65.55900826446282
d1	2.0	A	brute	1	(0.1, 0.6)	(71,)	422	198.44180899908167	-211.0	-76.865085399449
d1	2.0	A	brute	1	(0.1, 0.6)	(72,)	755	354.3579522497704	-377.5	-137.11477134986222
d1	2.0	A	brute	1	(0.1, 0.6)	(73,)	570	287.52247933884297	-285.0	-115.51348760330578
d1	2.0	A	brute	1	(0.1, 0.6)	(74,)	353	176.80629017447197	-176.49999999999997	-70.78377410468318
d1	2.0	A	brute	1	(0.1, 0.6)	(76,)	378	189.4410101010101	-188.99999999999997	-75.86460606060606
d1	2.0	A	brute	1	(0.1, 0.6)	(204,)	501	254.91444444444448	-250.49999999999997	-102.8486666666667
d1	2.0	A	brute	1	(0.1, 0.6)	(77,)	561	277.25934802571163	-280.49999999999994	-110.25560881542697
d1	2.0	A	brute	1	(0.1, 0.6)	(206,)	457	231.72675849403123	-228.5	-93.33605509641872
d1	2.0	A	brute	1	(0.1, 0.6)	(80,)	610	298.9626446280992	-305.0	-118.37758677685952
d1	2.0	A	brute	1	(0.1, 0.6)	(86,)	634	323.5630853994491	-317.0	-130.73785123966945
d1	2.0	A	brute	1	(0.1, 0.6)	(215,)	243	116.1074563820018	-121.49999999999999	-45.364473829201074
d1	2.0	A	brute	1	(0.1, 0.6)	(92,)	476	237.28033057851238	-237.99999999999997	-94.76819834710741
d1	2.0	A	brute	1	(0.1, 0.6)	(99,)	697	357.1945730027548	-348.5	-144.6167438016529
d1	2.0	A	brute	1	(0.1, 0.6)	(101,)	406	212.29462809917362	-203.0	-86.77677685950417
d1	2.0	A	brute	1	(0.1, 0.6)	(111,)	625	317.8767125803489	-312.5	-128.22602754820934
d1	2.0	A	brute	1	(0.1, 0.6)	(125,)	732	347.4939761248851	-366.0	-135.29638567493106
d1	2.0	A	brute	1	(0.1, 0.65)	(1,)	775	391.4112947658402	-426.25	-176.91734159779614
d1	2.0	A	brute	1	(0.1, 0.65)	(131,)	200	103.18980716253442	-110.0	-47.07337465564737
d1	2.0	A	brute	1	(0.1, 0.65)	(10,)	295	148.16879706152432	-162.25	-66.80971808999081
d1	2.0	A	brute	1	(0.1, 0.65)	(141,)	398	192.37786042240594	-218.89999999999998	-85.24560927456386
d1	2.0	A	brute	1	(0.1, 0.65)	(13,)	618	314.84135904499544	-339.9	-142.84688337924703
d1	2.0	A	brute	1	(0.1, 0.65)	(14,)	368	190.32941230486685	-202.4	-86.91411799816345
d1	2.0	A	brute	1	(0.1, 0.65)	(143,)	959	452.702865013774	-527.45	-198.3568622589531
d1	2.0	A	brute	1	(0.1, 0.65)	(145,)	272	124.85845730027548	-149.60000000000002	-53.95799724517906
d1	2.0	A	brute	1	(0.1, 0.65)	(19,)	424	215.73048668503213	-233.20000000000002	-97.82481634527088
d1	2.0	A	brute	1	(0.1, 0.65)	(148,)	437	205.83861340679522	-240.35000000000002	-90.09509871441689
d1	2.0	A	brute	1	(0.1, 0.65)	(20,)	330	162.35244260789722	-181.5	-72.5290876951332
d1	2.0	A	brute	1	(0.1, 0.65)	(22,)	506	262.1384022038568	-278.3	-119.78996143250694
d1	2.0	A	brute	1	(0.1, 0.65)	(152,)	309	159.29961432506883	-169.95	-72.64474931129473
d1	2.0	A	brute	1	(0.1, 0.65)	(27,)	610	328.2696877869605	-335.5	-152.37529706152432
d1	2.0	A	brute	1	(0.1, 0.65)	(32,)	424	227.99701561065197	-233.20000000000002	-105.79806014692377
d1	2.0	A	brute	1	(0.1, 0.65)	(33,)	413	220.76565656565654	-227.14999999999998	-102.19767676767674
d1	2.0	A	brute	1	(0.1, 0.65)	(169,)	616	293.7879063360881	-338.8	-129.36213911845726
d1	2.0	A	brute	1	(0.1, 0.65)	(41,)	437	235.12540863177236	-240.35000000000002	-109.13151561065204
d1	2.0	A	brute	1	(0.1, 0.65)	(44,)	622	307.700707070707	-342.1	-137.80545959595952
d1	2.0	A	brute	1	(0.1, 0.65)	(45,)	650	326.9537465564738	-357.5	-147.51993526170796
d1	2.0	A	brute	1	(0.1, 0.65)	(174,)	432	203.66647382920104	-237.60000000000002	-89.18320798898067
d1	2.0	A	brute	1	(0.1, 0.65)	(173,)	649	319.2188613406795	-356.95000000000005	-142.59225987144168
d1	2.0	A	brute	1	(0.1, 0.65)	(47,)	536	262.10252525252525	-294.8	-116.76664141414142
d1	2.0	A	brute	1	(0.1, 0.65)	(50,)	618	300.51211202938487	-339.9	-133.53287281910016
d1	2.0	A	brute	1	(0.1, 0.65)	(53,)	821	390.48921946740137	-451.54999999999995	-171.71799265381088
d1	2.0	A	brute	1	(0.1, 0.65)	(183,)	876	413.79738292011024	-481.79999999999995	-181.36829889807166
d1	2.0	A	brute	1	(0.1, 0.65)	(65,)	616	301.9291184573002	-338.8	-134.65392699724515
d1	2.0	A	brute	1	(0.1, 0.65)	(67,)	323	163.09834710743803	-177.65	-73.71392561983473
d1	2.0	A	brute	1	(0.1, 0.65)	(197,)	215	115.56866850321396	-118.25	-53.619634527089076
d1	2.0	A	brute	1	(0.1, 0.65)	(71,)	422	198.44180899908167	-232.10000000000002	-86.78717584940308
d1	2.0	A	brute	1	(0.1, 0.65)	(72,)	755	354.3579522497704	-415.25	-154.83266896235077
d1	2.0	A	brute	1	(0.1, 0.65)	(73,)	570	287.52247933884297	-313.5	-129.88961157024795
d1	2.0	A	brute	1	(0.1, 0.65)	(74,)	353	176.80629017447197	-194.15	-79.62408861340677
d1	2.0	A	brute	1	(0.1, 0.65)	(76,)	378	189.4410101010101	-207.9	-85.33665656565657
d1	2.0	A	brute	1	(0.1, 0.65)	(204,)	501	254.91444444444448	-275.55	-115.59438888888891
d1	2.0	A	brute	1	(0.1, 0.65)	(77,)	561	277.25934802571163	-308.55	-124.11857621671257
d1	2.0	A	brute	1	(0.1, 0.65)	(207,)	322	169.10622589531675	-177.10000000000002	-77.7190468319559
d1	2.0	A	brute	1	(0.1, 0.65)	(80,)	610	298.9626446280992	-335.5	-133.32571900826449
d1	2.0	A	brute	1	(0.1, 0.65)	(206,)	457	231.72675849403123	-251.35000000000002	-104.9223930211203
d1	2.0	A	brute	1	(0.1, 0.65)	(86,)	634	323.5630853994491	-348.70000000000005	-146.91600550964193
d1	2.0	A	brute	1	(0.1, 0.65)	(215,)	243	116.1074563820018	-133.65	-51.169846648301174
d1	2.0	A	brute	1	(0.1, 0.65)	(92,)	476	237.28033057851238	-261.8	-106.63221487603306
d1	2.0	A	brute	1	(0.1, 0.65)	(96,)	200	101.7022865013774	-110.0	-46.10648622589531
d1	2.0	A	brute	1	(0.1, 0.65)	(99,)	697	357.1945730027548	-383.35	-162.47647245179064
d1	2.0	A	brute	1	(0.1, 0.65)	(101,)	406	212.29462809917362	-223.30000000000004	-97.39150826446286
d1	2.0	A	brute	1	(0.1, 0.65)	(108,)	377	198.25619834710741	-207.35000000000002	-91.16652892561983
d1	2.0	A	brute	1	(0.1, 0.65)	(111,)	625	317.8767125803489	-343.75	-144.1198631772268
d1	2.0	A	brute	1	(0.1, 0.65)	(125,)	732	347.4939761248851	-402.6	-152.67108448117528
d1	2.0	A	brute	1	(0.1, 0.7)	(1,)	775	391.4112947658402	-465.0	-196.4879063360881
d1	2.0	A	brute	1	(0.1, 0.7)	(131,)	200	103.18980716253442	-120.0	-52.23286501377409
d1	2.0	A	brute	1	(0.1, 0.7)	(135,)	156	81.75622589531679	-93.6	-41.62935812672175
d1	2.0	A	brute	1	(0.1, 0.7)	(10,)	295	148.16879706152432	-177.0	-74.21815794306701
d1	2.0	A	brute	1	(0.1, 0.7)	(141,)	398	192.37786042240594	-238.79999999999995	-94.86450229568413
